"Location";"TimeStamp";"Year";"Month";"MonthDay";"DailyAmount";"Weekday"
"DriveUp";"20120209";2012;"2";9;20980;"Thu"
"DriveUp";"20120210";2012;"2";10;57820;"Fri"
"DriveUp";"20120211";2012;"2";11;45850;"Sat"
"DriveUp";"20120212";2012;"2";12;37460;"Sun"
"DriveUp";"20120213";2012;"2";13;26290;"Mon"
"DriveUp";"20120214";2012;"2";14;25960;"Tue"
"DriveUp";"20120215";2012;"2";15;31500;"Wed"
"DriveUp";"20120216";2012;"2";16;40974;"Thu"
"DriveUp";"20120217";2012;"2";17;56080;"Fri"
"DriveUp";"20120218";2012;"2";18;59770;"Sat"
"DriveUp";"20120219";2012;"2";19;43860;"Sun"
"DriveUp";"20120220";2012;"2";20;18090;"Mon"
"DriveUp";"20120221";2012;"2";21;26630;"Tue"
"DriveUp";"20120222";2012;"2";22;24690;"Wed"
"DriveUp";"20120223";2012;"2";23;35450;"Thu"
"DriveUp";"20120224";2012;"2";24;33567;"Fri"
"DriveUp";"20120225";2012;"2";25;45910;"Sat"
"DriveUp";"20120226";2012;"2";26;44070;"Sun"
"DriveUp";"20120227";2012;"2";27;26570;"Mon"
"DriveUp";"20120228";2012;"2";28;29430;"Tue"
"DriveUp";"20120229";2012;"2";29;24630;"Wed"
"DriveUp";"20120230";2012;"2";30;27920;"Thu"
"DriveUp";"20120301";2012;"3";1;22300;"Fri"
"DriveUp";"20120302";2012;"3";2;21130;"Sat"
"DriveUp";"20120303";2012;"3";3;23620;"Sun"
"DriveUp";"20120304";2012;"3";4;38240;"Mon"
"DriveUp";"20120305";2012;"3";5;0;"Tue"
"DriveUp";"20120306";2012;"3";6;0;"Wed"
"DriveUp";"20120307";2012;"3";7;0;"Thu"
"DriveUp";"20120308";2012;"3";8;0;"Fri"
"DriveUp";"20120309";2012;"3";9;14710;"Sat"
"DriveUp";"20120310";2012;"3";10;27815;"Sun"
"DriveUp";"20120311";2012;"3";11;30520;"Mon"
"DriveUp";"20120312";2012;"3";12;22290;"Tue"
"DriveUp";"20120313";2012;"3";13;17380;"Wed"
"DriveUp";"20120314";2012;"3";14;16850;"Thu"
"DriveUp";"20120315";2012;"3";15;17810;"Fri"
"DriveUp";"20120316";2012;"3";16;27726;"Sat"
"DriveUp";"20120317";2012;"3";17;36400;"Sun"
"DriveUp";"20120318";2012;"3";18;41900;"Mon"
"DriveUp";"20120319";2012;"3";19;31910;"Tue"
"DriveUp";"20120320";2012;"3";20;13690;"Wed"
"DriveUp";"20120321";2012;"3";21;21620;"Thu"
"DriveUp";"20120322";2012;"3";22;18850;"Fri"
"DriveUp";"20120323";2012;"3";23;21100;"Sat"
"DriveUp";"20120324";2012;"3";24;20517;"Sun"
"DriveUp";"20120325";2012;"3";25;31670;"Mon"
"DriveUp";"20120326";2012;"3";26;27740;"Tue"
"DriveUp";"20120327";2012;"3";27;14230;"Wed"
"DriveUp";"20120328";2012;"3";28;16650;"Thu"
"DriveUp";"20120329";2012;"3";29;14120;"Fri"
"DriveUp";"20120330";2012;"3";30;18610;"Sat"
"DriveUp";"20120401";2012;"4";1;19470;"Sun"
"DriveUp";"20120402";2012;"4";2;18340;"Mon"
"DriveUp";"20120403";2012;"4";3;23140;"Tue"
"DriveUp";"20120404";2012;"4";4;36980;"Wed"
"DriveUp";"20120405";2012;"4";5;0;"Thu"
"DriveUp";"20120406";2012;"4";6;0;"Fri"
"DriveUp";"20120407";2012;"4";7;0;"Sat"
"DriveUp";"20120408";2012;"4";8;0;"Sun"
"DriveUp";"20120409";2012;"4";9;12530;"Mon"
"DriveUp";"20120410";2012;"4";10;42245;"Tue"
"DriveUp";"20120411";2012;"4";11;28530;"Wed"
"DriveUp";"20120412";2012;"4";12;24620;"Thu"
"DriveUp";"20120413";2012;"4";13;17710;"Fri"
"DriveUp";"20120414";2012;"4";14;17570;"Sat"
"DriveUp";"20120415";2012;"4";15;22290;"Sun"
"DriveUp";"20120416";2012;"4";16;24382;"Mon"
"DriveUp";"20120417";2012;"4";17;35200;"Tue"
"DriveUp";"20120418";2012;"4";18;34850;"Wed"
"DriveUp";"20120419";2012;"4";19;25850;"Thu"
"DriveUp";"20120420";2012;"4";20;14150;"Fri"
"DriveUp";"20120421";2012;"4";21;19510;"Sat"
"DriveUp";"20120422";2012;"4";22;19770;"Sun"
"DriveUp";"20120423";2012;"4";23;24120;"Mon"
"DriveUp";"20120424";2012;"4";24;21564;"Tue"
"DriveUp";"20120425";2012;"4";25;30300;"Wed"
"DriveUp";"20120426";2012;"4";26;29120;"Thu"
"DriveUp";"20120427";2012;"4";27;17510;"Fri"
"DriveUp";"20120428";2012;"4";28;17630;"Sat"
"DriveUp";"20120429";2012;"4";29;15280;"Sun"
"DriveUp";"20120430";2012;"4";30;20590;"Mon"
"DriveUp";"20120501";2012;"5";1;18600;"Tue"
"DriveUp";"20120502";2012;"5";2;18530;"Wed"
"DriveUp";"20120503";2012;"5";3;23870;"Thu"
"DriveUp";"20120504";2012;"5";4;38480;"Fri"
"DriveUp";"20120505";2012;"5";5;0;"Sat"
"DriveUp";"20120506";2012;"5";6;0;"Sun"
"DriveUp";"20120507";2012;"5";7;0;"Mon"
"DriveUp";"20120508";2012;"5";8;0;"Tue"
"DriveUp";"20120509";2012;"5";9;14640;"Wed"
"DriveUp";"20120510";2012;"5";10;40895;"Thu"
"DriveUp";"20120511";2012;"5";11;30630;"Fri"
"DriveUp";"20120512";2012;"5";12;26400;"Sat"
"DriveUp";"20120513";2012;"5";13;15460;"Sun"
"DriveUp";"20120514";2012;"5";14;18120;"Mon"
"DriveUp";"20120515";2012;"5";15;17670;"Tue"
"DriveUp";"20120516";2012;"5";16;27096;"Wed"
"DriveUp";"20120517";2012;"5";17;36730;"Thu"
"DriveUp";"20120518";2012;"5";18;37760;"Fri"
"DriveUp";"20120519";2012;"5";19;25740;"Sat"
"DriveUp";"20120520";2012;"5";20;16180;"Sun"
"DriveUp";"20120521";2012;"5";21;20450;"Mon"
"DriveUp";"20120522";2012;"5";22;16730;"Tue"
"DriveUp";"20120523";2012;"5";23;23290;"Wed"
"DriveUp";"20120524";2012;"5";24;23024;"Thu"
"DriveUp";"20120525";2012;"5";25;27300;"Fri"
"DriveUp";"20120526";2012;"5";26;29360;"Sat"
"DriveUp";"20120527";2012;"5";27;14480;"Sun"
"DriveUp";"20120528";2012;"5";28;18350;"Mon"
"DriveUp";"20120529";2012;"5";29;14670;"Tue"
"DriveUp";"20120530";2012;"5";30;21320;"Wed"
"DriveUp";"20120601";2012;"6";1;19710;"Thu"
"DriveUp";"20120602";2012;"6";2;20630;"Fri"
"DriveUp";"20120603";2012;"6";3;22220;"Sat"
"DriveUp";"20120604";2012;"6";4;39580;"Sun"
"DriveUp";"20120605";2012;"6";5;0;"Mon"
"DriveUp";"20120606";2012;"6";6;0;"Tue"
"DriveUp";"20120607";2012;"6";7;0;"Wed"
"DriveUp";"20120608";2012;"6";8;0;"Thu"
"DriveUp";"20120609";2012;"6";9;11970;"Fri"
"DriveUp";"20120610";2012;"6";10;35540;"Sat"
"DriveUp";"20120611";2012;"6";11;30320;"Sun"
"DriveUp";"20120612";2012;"6";12;27740;"Mon"
"DriveUp";"20120613";2012;"6";13;19870;"Tue"
"DriveUp";"20120614";2012;"6";14;17100;"Wed"
"DriveUp";"20120615";2012;"6";15;18630;"Thu"
"DriveUp";"20120616";2012;"6";16;22330;"Fri"
"DriveUp";"20120617";2012;"6";17;35920;"Sat"
"DriveUp";"20120618";2012;"6";18;38560;"Sun"
"DriveUp";"20120619";2012;"6";19;25060;"Mon"
"DriveUp";"20120620";2012;"6";20;12580;"Tue"
"DriveUp";"20120621";2012;"6";21;17710;"Wed"
"DriveUp";"20120622";2012;"6";22;17940;"Thu"
"DriveUp";"20120623";2012;"6";23;24890;"Fri"
"DriveUp";"20120624";2012;"6";24;20414;"Sat"
"DriveUp";"20120625";2012;"6";25;28450;"Sun"
"DriveUp";"20120626";2012;"6";26;27190;"Mon"
"DriveUp";"20120627";2012;"6";27;15660;"Tue"
"DriveUp";"20120628";2012;"6";28;18150;"Wed"
"DriveUp";"20120629";2012;"6";29;17520;"Thu"
"DriveUp";"20120630";2012;"6";30;18670;"Fri"
"DriveUp";"20120701";2012;"7";1;25530;"Sat"
"DriveUp";"20120702";2012;"7";2;30990;"Sun"
"DriveUp";"20120703";2012;"7";3;31080;"Mon"
"DriveUp";"20120704";2012;"7";4;55470;"Tue"
"DriveUp";"20120705";2012;"7";5;0;"Wed"
"DriveUp";"20120706";2012;"7";6;0;"Thu"
"DriveUp";"20120707";2012;"7";7;0;"Fri"
"DriveUp";"20120708";2012;"7";8;0;"Sat"
"DriveUp";"20120709";2012;"7";9;18970;"Sun"
"DriveUp";"20120710";2012;"7";10;50010;"Mon"
"DriveUp";"20120711";2012;"7";11;44510;"Tue"
"DriveUp";"20120712";2012;"7";12;33790;"Wed"
"DriveUp";"20120713";2012;"7";13;21950;"Thu"
"DriveUp";"20120714";2012;"7";14;24430;"Fri"
"DriveUp";"20120715";2012;"7";15;30930;"Sat"
"DriveUp";"20120716";2012;"7";16;38624;"Sun"
"DriveUp";"20120717";2012;"7";17;54830;"Mon"
"DriveUp";"20120718";2012;"7";18;56890;"Tue"
"DriveUp";"20120719";2012;"7";19;40650;"Wed"
"DriveUp";"20120720";2012;"7";20;25960;"Thu"
"DriveUp";"20120721";2012;"7";21;28070;"Fri"
"DriveUp";"20120722";2012;"7";22;22000;"Sat"
"DriveUp";"20120723";2012;"7";23;35290;"Sun"
"DriveUp";"20120724";2012;"7";24;31741;"Mon"
"DriveUp";"20120725";2012;"7";25;45020;"Tue"
"DriveUp";"20120726";2012;"7";26;40140;"Wed"
"DriveUp";"20120727";2012;"7";27;22310;"Thu"
"DriveUp";"20120728";2012;"7";28;26270;"Fri"
"DriveUp";"20120729";2012;"7";29;24760;"Sat"
"DriveUp";"20120730";2012;"7";30;26860;"Sun"
"DriveUp";"20120801";2012;"8";1;27640;"Mon"
"DriveUp";"20120802";2012;"8";2;33400;"Tue"
"DriveUp";"20120803";2012;"8";3;33360;"Wed"
"DriveUp";"20120804";2012;"8";4;52890;"Thu"
"DriveUp";"20120805";2012;"8";5;0;"Fri"
"DriveUp";"20120806";2012;"8";6;0;"Sat"
"DriveUp";"20120807";2012;"8";7;0;"Sun"
"DriveUp";"20120808";2012;"8";8;0;"Mon"
"DriveUp";"20120809";2012;"8";9;20310;"Tue"
"DriveUp";"20120810";2012;"8";10;52715;"Wed"
"DriveUp";"20120811";2012;"8";11;47970;"Thu"
"DriveUp";"20120812";2012;"8";12;34250;"Fri"
"DriveUp";"20120813";2012;"8";13;28390;"Sat"
"DriveUp";"20120814";2012;"8";14;23590;"Sun"
"DriveUp";"20120815";2012;"8";15;29840;"Mon"
"DriveUp";"20120816";2012;"8";16;36796;"Tue"
"DriveUp";"20120817";2012;"8";17;53360;"Wed"
"DriveUp";"20120818";2012;"8";18;57600;"Thu"
"DriveUp";"20120819";2012;"8";19;40950;"Fri"
"DriveUp";"20120820";2012;"8";20;20560;"Sat"
"DriveUp";"20120821";2012;"8";21;31280;"Sun"
"DriveUp";"20120822";2012;"8";22;27200;"Mon"
"DriveUp";"20120823";2012;"8";23;32200;"Tue"
"DriveUp";"20120824";2012;"8";24;37697;"Wed"
"DriveUp";"20120825";2012;"8";25;45250;"Thu"
"DriveUp";"20120826";2012;"8";26;41520;"Fri"
"DriveUp";"20120827";2012;"8";27;24540;"Sat"
"DriveUp";"20120828";2012;"8";28;23490;"Sun"
"DriveUp";"20120829";2012;"8";29;24230;"Mon"
"DriveUp";"20120830";2012;"8";30;29010;"Tue"
"DriveUp";"20120901";2012;"9";1;20610;"Wed"
"DriveUp";"20120902";2012;"9";2;18090;"Thu"
"DriveUp";"20120903";2012;"9";3;22250;"Fri"
"DriveUp";"20120904";2012;"9";4;33230;"Sat"
"DriveUp";"20120905";2012;"9";5;0;"Sun"
"DriveUp";"20120906";2012;"9";6;0;"Mon"
"DriveUp";"20120907";2012;"9";7;0;"Tue"
"DriveUp";"20120908";2012;"9";8;0;"Wed"
"DriveUp";"20120909";2012;"9";9;12520;"Thu"
"DriveUp";"20120910";2012;"9";10;21820;"Fri"
"DriveUp";"20120911";2012;"9";11;32930;"Sat"
"DriveUp";"20120912";2012;"9";12;24910;"Sun"
"DriveUp";"20120913";2012;"9";13;17170;"Mon"
"DriveUp";"20120914";2012;"9";14;17920;"Tue"
"DriveUp";"20120915";2012;"9";15;22330;"Wed"
"DriveUp";"20120916";2012;"9";16;26800;"Thu"
"DriveUp";"20120917";2012;"9";17;33420;"Fri"
"DriveUp";"20120918";2012;"9";18;37590;"Sat"
"DriveUp";"20120919";2012;"9";19;28410;"Sun"
"DriveUp";"20120920";2012;"9";20;13100;"Mon"
"DriveUp";"20120921";2012;"9";21;18440;"Tue"
"DriveUp";"20120922";2012;"9";22;15070;"Wed"
"DriveUp";"20120923";2012;"9";23;24220;"Thu"
"DriveUp";"20120924";2012;"9";24;22274;"Fri"
"DriveUp";"20120925";2012;"9";25;32280;"Sat"
"DriveUp";"20120926";2012;"9";26;29670;"Sun"
"DriveUp";"20120927";2012;"9";27;15190;"Mon"
"DriveUp";"20120928";2012;"9";28;17940;"Tue"
"DriveUp";"20120929";2012;"9";29;16760;"Wed"
"DriveUp";"20120930";2012;"9";30;18460;"Thu"
"DriveUp";"20121001";2012;"10";1;21250;"Fri"
"DriveUp";"20121002";2012;"10";2;19520;"Sat"
"DriveUp";"20121003";2012;"10";3;22780;"Sun"
"DriveUp";"20121004";2012;"10";4;38540;"Mon"
"DriveUp";"20121005";2012;"10";5;0;"Tue"
"DriveUp";"20121006";2012;"10";6;0;"Wed"
"DriveUp";"20121007";2012;"10";7;0;"Thu"
"DriveUp";"20121008";2012;"10";8;0;"Fri"
"DriveUp";"20121009";2012;"10";9;11930;"Sat"
"DriveUp";"20121010";2012;"10";10;27015;"Sun"
"DriveUp";"20121011";2012;"10";11;30240;"Mon"
"DriveUp";"20121012";2012;"10";12;25530;"Tue"
"DriveUp";"20121013";2012;"10";13;18690;"Wed"
"DriveUp";"20121014";2012;"10";14;16240;"Thu"
"DriveUp";"20121015";2012;"10";15;18490;"Fri"
"DriveUp";"20121016";2012;"10";16;26696;"Sat"
"DriveUp";"20121017";2012;"10";17;37360;"Sun"
"DriveUp";"20121018";2012;"10";18;41230;"Mon"
"DriveUp";"20121019";2012;"10";19;26420;"Tue"
"DriveUp";"20121020";2012;"10";20;13590;"Wed"
"DriveUp";"20121021";2012;"10";21;17210;"Thu"
"DriveUp";"20121022";2012;"10";22;18880;"Fri"
"DriveUp";"20121023";2012;"10";23;25670;"Sat"
"DriveUp";"20121024";2012;"10";24;20841;"Sun"
"DriveUp";"20121025";2012;"10";25;28300;"Mon"
"DriveUp";"20121026";2012;"10";26;27280;"Tue"
"DriveUp";"20121027";2012;"10";27;16460;"Wed"
"DriveUp";"20121028";2012;"10";28;18930;"Thu"
"DriveUp";"20121029";2012;"10";29;13620;"Fri"
"DriveUp";"20121030";2012;"10";30;19150;"Sat"
"DriveUp";"20121101";2012;"11";1;18540;"Sun"
"DriveUp";"20121102";2012;"11";2;22250;"Mon"
"DriveUp";"20121103";2012;"11";3;24690;"Tue"
"DriveUp";"20121104";2012;"11";4;36380;"Wed"
"DriveUp";"20121105";2012;"11";5;0;"Thu"
"DriveUp";"20121106";2012;"11";6;0;"Fri"
"DriveUp";"20121107";2012;"11";7;0;"Sat"
"DriveUp";"20121108";2012;"11";8;0;"Sun"
"DriveUp";"20121109";2012;"11";9;12890;"Mon"
"DriveUp";"20121110";2012;"11";10;30645;"Tue"
"DriveUp";"20121111";2012;"11";11;32180;"Wed"
"DriveUp";"20121112";2012;"11";12;26060;"Thu"
"DriveUp";"20121113";2012;"11";13;17320;"Fri"
"DriveUp";"20121114";2012;"11";14;17230;"Sat"
"DriveUp";"20121115";2012;"11";15;22110;"Sun"
"DriveUp";"20121116";2012;"11";16;26396;"Mon"
"DriveUp";"20121117";2012;"11";17;33200;"Tue"
"DriveUp";"20121118";2012;"11";18;39870;"Wed"
"DriveUp";"20121119";2012;"11";19;29860;"Thu"
"DriveUp";"20121120";2012;"11";20;15090;"Fri"
"DriveUp";"20121121";2012;"11";21;17930;"Sat"
"DriveUp";"20121122";2012;"11";22;19270;"Sun"
"DriveUp";"20121123";2012;"11";23;26970;"Mon"
"DriveUp";"20121124";2012;"11";24;20467;"Tue"
"DriveUp";"20121125";2012;"11";25;31450;"Wed"
"DriveUp";"20121126";2012;"11";26;31290;"Thu"
"DriveUp";"20121127";2012;"11";27;15440;"Fri"
"DriveUp";"20121128";2012;"11";28;16800;"Sat"
"DriveUp";"20121129";2012;"11";29;15330;"Sun"
"DriveUp";"20121130";2012;"11";30;18620;"Mon"
"DriveUp";"20121201";2012;"12";1;31580;"Tue"
"DriveUp";"20121202";2012;"12";2;27740;"Wed"
"DriveUp";"20121203";2012;"12";3;32700;"Thu"
"DriveUp";"20121204";2012;"12";4;59540;"Fri"
"DriveUp";"20121205";2012;"12";5;0;"Sat"
"DriveUp";"20121206";2012;"12";6;0;"Sun"
"DriveUp";"20121207";2012;"12";7;0;"Mon"
"DriveUp";"20121208";2012;"12";8;0;"Tue"
"DriveUp";"20121209";2012;"12";9;19750;"Wed"
"DriveUp";"20121210";2012;"12";10;55105;"Thu"
"DriveUp";"20121211";2012;"12";11;48790;"Fri"
"DriveUp";"20121212";2012;"12";12;40400;"Sat"
"DriveUp";"20121213";2012;"12";13;24630;"Sun"
"DriveUp";"20121214";2012;"12";14;24250;"Mon"
"DriveUp";"20121215";2012;"12";15;27110;"Tue"
"DriveUp";"20121216";2012;"12";16;42862;"Wed"
"DriveUp";"20121217";2012;"12";17;51220;"Thu"
"DriveUp";"20121218";2012;"12";18;61210;"Fri"
"DriveUp";"20121219";2012;"12";19;41570;"Sat"
"DriveUp";"20121220";2012;"12";20;21360;"Sun"
"DriveUp";"20121221";2012;"12";21;31030;"Mon"
"DriveUp";"20121222";2012;"12";22;25990;"Tue"
"DriveUp";"20121223";2012;"12";23;35700;"Wed"
"DriveUp";"20121224";2012;"12";24;34688;"Thu"
"DriveUp";"20121225";2012;"12";25;43160;"Fri"
"DriveUp";"20121226";2012;"12";26;44320;"Sat"
"DriveUp";"20121227";2012;"12";27;23040;"Sun"
"DriveUp";"20121228";2012;"12";28;26620;"Mon"
"DriveUp";"20121229";2012;"12";29;25110;"Tue"
"DriveUp";"20121230";2012;"12";30;30720;"Wed"
"DriveUp";"20130101";2013;"1";1;22740;"Thu"
"DriveUp";"20130102";2013;"1";2;22210;"Fri"
"DriveUp";"20130103";2013;"1";3;27290;"Sat"
"DriveUp";"20130104";2013;"1";4;48370;"Sun"
"DriveUp";"20130105";2013;"1";5;0;"Mon"
"DriveUp";"20130106";2013;"1";6;0;"Tue"
"DriveUp";"20130107";2013;"1";7;0;"Wed"
"DriveUp";"20130108";2013;"1";8;0;"Thu"
"DriveUp";"20130109";2013;"1";9;16250;"Fri"
"DriveUp";"20130110";2013;"1";10;27500;"Sat"
"DriveUp";"20130111";2013;"1";11;37810;"Sun"
"DriveUp";"20130112";2013;"1";12;30110;"Mon"
"DriveUp";"20130113";2013;"1";13;19920;"Tue"
"DriveUp";"20130114";2013;"1";14;21280;"Wed"
"DriveUp";"20130115";2013;"1";15;23000;"Thu"
"DriveUp";"20130116";2013;"1";16;30848;"Fri"
"DriveUp";"20130117";2013;"1";17;40950;"Sat"
"DriveUp";"20130118";2013;"1";18;46020;"Sun"
"DriveUp";"20130119";2013;"1";19;32130;"Mon"
"DriveUp";"20130120";2013;"1";20;16800;"Tue"
"DriveUp";"20130121";2013;"1";21;21820;"Wed"
"DriveUp";"20130122";2013;"1";22;20050;"Thu"
"DriveUp";"20130123";2013;"1";23;26530;"Fri"
"DriveUp";"20130124";2013;"1";24;27801;"Sat"
"DriveUp";"20130125";2013;"1";25;33620;"Sun"
"DriveUp";"20130126";2013;"1";26;33190;"Mon"
"DriveUp";"20130127";2013;"1";27;14360;"Tue"
"DriveUp";"20130128";2013;"1";28;20600;"Wed"
"DriveUp";"20130129";2013;"1";29;16620;"Thu"
"DriveUp";"20130130";2013;"1";30;24860;"Fri"
"DriveUp";"20130201";2013;"2";1;35040;"Sat"
"DriveUp";"20130202";2013;"2";2;40340;"Sun"
"DriveUp";"20130203";2013;"2";3;41470;"Mon"
"DriveUp";"20130204";2013;"2";4;69250;"Tue"
"DriveUp";"20130205";2013;"2";5;0;"Wed"
"DriveUp";"20130206";2013;"2";6;0;"Thu"
"DriveUp";"20130207";2013;"2";7;0;"Fri"
"DriveUp";"20130208";2013;"2";8;0;"Sat"
"DriveUp";"20130209";2013;"2";9;27350;"Sun"
"DriveUp";"20130210";2013;"2";10;75920;"Mon"
"DriveUp";"20130211";2013;"2";11;56080;"Tue"
"DriveUp";"20130212";2013;"2";12;42690;"Wed"
"DriveUp";"20130213";2013;"2";13;28590;"Thu"
"DriveUp";"20130214";2013;"2";14;31440;"Fri"
"DriveUp";"20130215";2013;"2";15;37460;"Sat"
"DriveUp";"20130216";2013;"2";16;48702;"Sun"
"DriveUp";"20130217";2013;"2";17;67000;"Mon"
"DriveUp";"20130218";2013;"2";18;64300;"Tue"
"DriveUp";"20130219";2013;"2";19;43250;"Wed"
"DriveUp";"20130220";2013;"2";20;21170;"Thu"
"DriveUp";"20130221";2013;"2";21;33340;"Fri"
"DriveUp";"20130222";2013;"2";22;30870;"Sat"
"DriveUp";"20130223";2013;"2";23;45000;"Sun"
"DriveUp";"20130224";2013;"2";24;40804;"Mon"
"DriveUp";"20130225";2013;"2";25;52530;"Tue"
"DriveUp";"20130226";2013;"2";26;52640;"Wed"
"DriveUp";"20130227";2013;"2";27;31860;"Thu"
"DriveUp";"20130228";2013;"2";28;30040;"Fri"
"DriveUp";"20130229";2013;"2";29;30200;"Sat"
"DriveUp";"20130230";2013;"2";30;37850;"Sun"
"DriveUp";"20130301";2013;"3";1;20320;"Mon"
"DriveUp";"20130302";2013;"3";2;24390;"Tue"
"DriveUp";"20130303";2013;"3";3;27700;"Wed"
"DriveUp";"20130304";2013;"3";4;46310;"Thu"
"DriveUp";"20130305";2013;"3";5;0;"Fri"
"DriveUp";"20130306";2013;"3";6;0;"Sat"
"DriveUp";"20130307";2013;"3";7;0;"Sun"
"DriveUp";"20130308";2013;"3";8;0;"Mon"
"DriveUp";"20130309";2013;"3";9;17410;"Tue"
"DriveUp";"20130310";2013;"3";10;39880;"Wed"
"DriveUp";"20130311";2013;"3";11;35570;"Thu"
"DriveUp";"20130312";2013;"3";12;32460;"Fri"
"DriveUp";"20130313";2013;"3";13;23050;"Sat"
"DriveUp";"20130314";2013;"3";14;19400;"Sun"
"DriveUp";"20130315";2013;"3";15;22920;"Mon"
"DriveUp";"20130316";2013;"3";16;28356;"Tue"
"DriveUp";"20130317";2013;"3";17;43740;"Wed"
"DriveUp";"20130318";2013;"3";18;43120;"Thu"
"DriveUp";"20130319";2013;"3";19;35760;"Fri"
"DriveUp";"20130320";2013;"3";20;15840;"Sat"
"DriveUp";"20130321";2013;"3";21;22490;"Sun"
"DriveUp";"20130322";2013;"3";22;21010;"Mon"
"DriveUp";"20130323";2013;"3";23;27710;"Tue"
"DriveUp";"20130324";2013;"3";24;30641;"Wed"
"DriveUp";"20130325";2013;"3";25;37750;"Thu"
"DriveUp";"20130326";2013;"3";26;33370;"Fri"
"DriveUp";"20130327";2013;"3";27;19850;"Sat"
"DriveUp";"20130328";2013;"3";28;18560;"Sun"
"DriveUp";"20130329";2013;"3";29;18250;"Mon"
"DriveUp";"20130330";2013;"3";30;22580;"Tue"
"DriveUp";"20130401";2013;"4";1;21740;"Wed"
"DriveUp";"20130402";2013;"4";2;23470;"Thu"
"DriveUp";"20130403";2013;"4";3;28150;"Fri"
"DriveUp";"20130404";2013;"4";4;41880;"Sat"
"DriveUp";"20130405";2013;"4";5;0;"Sun"
"DriveUp";"20130406";2013;"4";6;0;"Mon"
"DriveUp";"20130407";2013;"4";7;0;"Tue"
"DriveUp";"20130408";2013;"4";8;0;"Wed"
"DriveUp";"20130409";2013;"4";9;17270;"Thu"
"DriveUp";"20130410";2013;"4";10;39650;"Fri"
"DriveUp";"20130411";2013;"4";11;36060;"Sat"
"DriveUp";"20130412";2013;"4";12;30440;"Sun"
"DriveUp";"20130413";2013;"4";13;23310;"Mon"
"DriveUp";"20130414";2013;"4";14;22080;"Tue"
"DriveUp";"20130415";2013;"4";15;22750;"Wed"
"DriveUp";"20130416";2013;"4";16;35274;"Thu"
"DriveUp";"20130417";2013;"4";17;39590;"Fri"
"DriveUp";"20130418";2013;"4";18;45950;"Sat"
"DriveUp";"20130419";2013;"4";19;37910;"Sun"
"DriveUp";"20130420";2013;"4";20;16870;"Mon"
"DriveUp";"20130421";2013;"4";21;21490;"Tue"
"DriveUp";"20130422";2013;"4";22;19510;"Wed"
"DriveUp";"20130423";2013;"4";23;27280;"Thu"
"DriveUp";"20130424";2013;"4";24;26667;"Fri"
"DriveUp";"20130425";2013;"4";25;36580;"Sat"
"DriveUp";"20130426";2013;"4";26;30590;"Sun"
"DriveUp";"20130427";2013;"4";27;19450;"Mon"
"DriveUp";"20130428";2013;"4";28;19440;"Tue"
"DriveUp";"20130429";2013;"4";29;21890;"Wed"
"DriveUp";"20130430";2013;"4";30;22710;"Thu"
"DriveUp";"20130501";2013;"5";1;26310;"Fri"
"DriveUp";"20130502";2013;"5";2;22450;"Sat"
"DriveUp";"20130503";2013;"5";3;24710;"Sun"
"DriveUp";"20130504";2013;"5";4;40710;"Mon"
"DriveUp";"20130505";2013;"5";5;0;"Tue"
"DriveUp";"20130506";2013;"5";6;0;"Wed"
"DriveUp";"20130507";2013;"5";7;0;"Thu"
"DriveUp";"20130508";2013;"5";8;0;"Fri"
"DriveUp";"20130509";2013;"5";9;15330;"Sat"
"DriveUp";"20130510";2013;"5";10;34285;"Sun"
"DriveUp";"20130511";2013;"5";11;38050;"Mon"
"DriveUp";"20130512";2013;"5";12;31810;"Tue"
"DriveUp";"20130513";2013;"5";13;21290;"Wed"
"DriveUp";"20130514";2013;"5";14;22200;"Thu"
"DriveUp";"20130515";2013;"5";15;23550;"Fri"
"DriveUp";"20130516";2013;"5";16;30426;"Sat"
"DriveUp";"20130517";2013;"5";17;44480;"Sun"
"DriveUp";"20130518";2013;"5";18;48700;"Mon"
"DriveUp";"20130519";2013;"5";19;30620;"Tue"
"DriveUp";"20130520";2013;"5";20;14210;"Wed"
"DriveUp";"20130521";2013;"5";21;20680;"Thu"
"DriveUp";"20130522";2013;"5";22;20940;"Fri"
"DriveUp";"20130523";2013;"5";23;28520;"Sat"
"DriveUp";"20130524";2013;"5";24;26704;"Sun"
"DriveUp";"20130525";2013;"5";25;34870;"Mon"
"DriveUp";"20130526";2013;"5";26;34630;"Tue"
"DriveUp";"20130527";2013;"5";27;18860;"Wed"
"DriveUp";"20130528";2013;"5";28;18810;"Thu"
"DriveUp";"20130529";2013;"5";29;20280;"Fri"
"DriveUp";"20130530";2013;"5";30;24520;"Sat"
"DriveUp";"20130601";2013;"6";1;21590;"Sun"
"DriveUp";"20130602";2013;"6";2;22280;"Mon"
"DriveUp";"20130603";2013;"6";3;26550;"Tue"
"DriveUp";"20130604";2013;"6";4;43640;"Wed"
"DriveUp";"20130605";2013;"6";5;0;"Thu"
"DriveUp";"20130606";2013;"6";6;0;"Fri"
"DriveUp";"20130607";2013;"6";7;0;"Sat"
"DriveUp";"20130608";2013;"6";8;0;"Sun"
"DriveUp";"20130609";2013;"6";9;15630;"Mon"
"DriveUp";"20130610";2013;"6";10;53070;"Tue"
"DriveUp";"20130611";2013;"6";11;37160;"Wed"
