,id,from,to,date,upcoming,season,marketValue,fee
9,221025,8889,294,"Jul 1, 2012",False,12/13,,
10,221025,12963,8889,"Jul 1, 2011",False,11/12,,free transfer
11,221025,51638,12963,"Jan 1, 2010",False,09/10,,
12,221025,56765,51638,"Jul 1, 2008",False,08/09,,?
13,221025,56766,56765,"Jul 1, 2006",False,06/07,,
0,127187,1010,29,"Sep 8, 2020",False,20/21,€20.00m,€22.00m
1,127187,16795,1010,"Jun 30, 2016",False,15/16,€6.00m,End of loan
2,127187,1010,16795,"Feb 2, 2016",False,15/16,€6.00m,loan transfer
3,127187,273,1010,"Feb 1, 2016",False,15/16,€6.00m,€10.60m
4,127187,8154,273,"Jul 1, 2012",False,12/13,,
5,127187,7874,8154,"Jul 1, 2011",False,11/12,,
6,127187,99634,7874,"Jul 1, 2010",False,10/11,,
0,314210,29,350,"Aug 16, 2023",False,23/24,€9.00m,free transfer
1,314210,9261,29,"Jan 1, 2017",False,16/17,,
2,314210,6920,9261,"Jul 1, 2015",False,15/16,,
3,314210,50769,6920,"Jul 1, 2014",False,14/15,,
0,126665,583,29,"Sep 1, 2022",False,22/23,€12.00m,€4.00m
1,126665,29,583,"Jul 30, 2019",False,19/20,€25.00m,€30.00m
2,126665,405,29,"Aug 2, 2016",False,16/17,€9.00m,€8.50m
3,126665,1082,405,"Jul 10, 2015",False,15/16,€7.50m,€9.00m
4,126665,12765,1082,"Jul 1, 2010",False,10/11,,
5,126665,28578,12765,"Jul 1, 2008",False,08/09,,free transfer
0,652979,2262,9261,"Jan 14, 2024",False,23/24,€500k,End of loan
1,652979,9261,2262,"Jul 26, 2023",False,23/24,€500k,loan transfer
2,652979,11177,9261,"May 31, 2023",False,22/23,€500k,End of loan
3,652979,9261,11177,"Sep 1, 2022",False,22/23,,loan transfer
4,652979,1074,9261,"May 31, 2022",False,21/22,,End of loan
5,652979,9261,1074,"Jan 31, 2022",False,21/22,,loan transfer
6,652979,6920,9261,"Jul 1, 2021",False,21/22,,
7,652979,50769,6920,"Jul 1, 2019",False,19/20,,
0,612749,9261,3057,"Jul 1, 2023",False,23/24,€400k,free transfer
1,612749,6920,9261,"Jul 1, 2021",False,21/22,,
2,612749,50769,6920,"Jul 1, 2020",False,20/21,,
0,242631,29,931,"Sep 1, 2023",False,23/24,€28.00m,€25.70m
1,242631,11,29,"Aug 8, 2019",False,19/20,€25.00m,€30.40m
2,242631,9249,11,"Jul 1, 2015",False,15/16,,
3,242631,5679,9249,"Jul 1, 2014",False,14/15,,
4,242631,50683,5679,"Jul 1, 2012",False,12/13,,
0,207929,114,29,"Jun 30, 2023",False,22/23,€8.00m,End of loan
1,207929,29,114,"Aug 25, 2022",False,22/23,€16.00m,loan transfer
2,207929,148,29,"Jan 31, 2022",False,21/22,€25.00m,free transfer
3,207929,991,148,"May 31, 2015",False,14/15,€5.00m,End of loan
4,207929,148,991,"Feb 3, 2015",False,14/15,€2.00m,loan transfer
5,207929,991,148,"Feb 2, 2015",False,14/15,€2.00m,€6.63m
6,207929,14983,991,"Jul 1, 2013",False,13/14,,
0,720720,2451,9261,"May 31, 2024",True,23/24,,End of loan
1,720720,9261,2451,"Feb 1, 2024",False,23/24,,loan transfer
2,720720,6920,9261,"Jul 1, 2021",False,21/22,,
3,720720,41143,6920,"Jul 1, 2019",False,19/20,,?
0,503733,29,762,"Jan 29, 2023",False,22/23,€40.00m,€45.60m
1,503733,466,29,"May 31, 2021",False,20/21,€5.00m,End of loan
2,503733,29,466,"Feb 1, 2021",False,20/21,€5.00m,loan transfer
3,503733,9261,29,"Jan 1, 2020",False,19/20,€1.50m,
4,503733,6920,9261,"Jul 1, 2018",False,18/19,,
5,503733,50769,6920,"Jul 1, 2017",False,17/18,,
6,503733,50906,50769,"Jul 1, 2012",False,12/13,,free transfer
0,584769,1132,29,"Jul 28, 2022",False,22/23,€18.00m,€17.00m
1,584769,24214,1132,"Jul 1, 2018",False,18/19,,
2,584769,14466,24214,"Jul 1, 2017",False,17/18,,
3,584769,50672,14466,"Jul 1, 2014",False,14/15,,free transfer
0,292417,29,7732,"Sep 7, 2023",False,23/24,€20.00m,€9.30m
1,292417,15,29,"Jul 22, 2021",False,21/22,€8.00m,€2.00m
2,292417,1003,15,"Jan 31, 2021",False,20/21,€12.00m,€2.00m
3,292417,337,1003,"Jan 4, 2016",False,15/16,€4.00m,€5.10m
4,292417,6938,337,"Jul 1, 2014",False,14/15,,
