,competitionID,clubID,seasonID,competitionName,appearances,yellowCards,goalsConceded,cleanSheets,minutesPlayed,redCards,id,goals,assists,secondYellowCards
15,FR2,3911,2018,Ligue 2,23,4,,,1.435',,413032,,,
16,FRC,3911,2018,Coupe de France,3,1,,,300',,413032,,,
17,C3BR,16674,2018,N3 - Bretagne,1,,,,65',,413032,,,
18,FRL,3911,2018,Coupe de la Ligue,2,,,,204',,413032,,,
19,CN2A,9668,2017,National 2 - Grp. A,18,3,,,1.257',,413032,,,
20,FR1,162,2017,Ligue 1,,,,,,,413032,,,
21,19YL,45508,2017,UEFA Youth League,7,3,,,630',,413032,,1,
22,19YL,45508,2016,UEFA Youth League,7,1,,,607',,413032,,,
23,FRYC,9669,2015,Coupe Gambardella,2,,,,99',,413032,,,
0,ES1,131,2023,LaLiga,23,4,,,775',,66100,,1,
1,CL,131,2023,Champions League,7,,,,343',,66100,,,
2,CDR,131,2023,Copa del Rey,2,,,,162',,66100,,,
3,SUC,131,2023,Supercopa,,,,,,,66100,,,
4,ES1,12321,2022,LaLiga,33,8,,,2.952',,66100,2,,1
5,CDR,12321,2022,Copa del Rey,1,1,,,90',,66100,,,
6,GB1,180,2022,Premier League,1,,,,75',,66100,,,
7,CGB,180,2022,EFL Cup,1,1,,,90',,66100,,,
8,GB1,180,2021,Premier League,36,9,,,2.899',,66100,2,2,
9,FAC,180,2021,FA Cup,4,,,,238',,66100,,,
10,CGB,180,2021,EFL Cup,2,,,,103',,66100,,1,
11,GB1,180,2020,Premier League,21,6,,,1.767',,66100,1,1,
12,FAC,180,2020,FA Cup,1,1,,,90',,66100,,,
13,CGB,180,2020,EFL Cup,1,,,,90',,66100,,,
14,GB1,180,2019,Premier League,30,5,,,1.856',,66100,,,
15,GB21,36546,2019,Premier League 2,1,1,,,90',,66100,,,
16,FAC,180,2019,FA Cup,2,1,,,180',,66100,,,
17,CGB,180,2019,EFL Cup,3,1,,,270',,66100,,,
18,GB1,180,2018,Premier League,31,11,,,2.138',,66100,1,,
19,FAC,180,2018,FA Cup,1,,,,120',,66100,,,
20,CGB,180,2018,EFL Cup,1,,,,70',,66100,,,
21,GB1,180,2017,Premier League,34,11,,,2.901',,66100,1,,
22,FAC,180,2017,FA Cup,5,1,,,285',,66100,,,
23,CGB,180,2017,EFL Cup,1,1,,,90',,66100,,,
24,GB1,180,2016,Premier League,35,11,,,3.072',,66100,1,1,
25,CGB,180,2016,EFL Cup,3,1,,,270',,66100,,,
26,FAC,180,2016,FA Cup,2,,,,46',,66100,,,
27,EL,180,2016,Europa League,6,1,,,478',,66100,,,
28,GB1,180,2015,Premier League,29,7,,,1.604',,66100,1,,
29,FAC,180,2015,FA Cup,1,,,,90',,66100,1,,
30,CGB,180,2015,League Cup,3,,,,193',,66100,,1,
31,ELQ,180,2015,Europa League Qualifying,2,1,,,180',,66100,,,
32,L1,79,2014,Bundesliga,27,7,,,1.821',,66100,,,
33,DFB,79,2014,DFB-Pokal,1,1,,,67',,66100,,,
34,EL,1049,2013,Europa League,4,1,,,284',,66100,,,
35,ES1,1049,2013,LaLiga,13,3,,,995',,66100,,,
36,CDR,1049,2013,Copa del Rey,1,,,,90',,66100,,,
37,GB1,631,2012,Premier League,6,1,,,235',,66100,,,
38,CL,631,2012,Champions League,1,,,,90',,66100,,,
39,CGB,631,2012,League Cup,2,1,,,161',,66100,1,,
40,USC,631,2012,UEFA Super Cup,,,,,,,66100,,,
41,CL,631,2011,Champions League,3,1,,,257',,66100,,,
42,GB1,631,2011,Premier League,16,2,,,952',,66100,,,
43,FAC,631,2011,FA Cup,2,1,,,23',,66100,,,
44,CGB,631,2011,League Cup,3,,,,330',,66100,,,
45,ES2,2464,2010,LaLiga2,18,5,,,1.442',,66100,1,,
46,ES1,131,2010,LaLiga,1,,,,9',,66100,,,
47,SUC,131,2010,Supercopa,1,,,,90',,66100,,,
48,ES2P,2464,2009,Ascenso a 2ª,4,,,,360',,66100,,,
49,ES3C,2464,2009,2ª B - Grupo III,22,5,,,1.608',,66100,,,
50,ES3C,2464,2008,2ª B - Grupo III,5,2,,,405',,66100,,,
0,GB1,379,2023,Premier League,30,4,,,2.514',,181579,5,7,
1,EL,379,2023,Europa League,8,,,,631',,181579,,4,
2,FAC,379,2023,FA Cup,2,1,,,180',,181579,,,
3,CGB,379,2023,EFL Cup,2,,,,27',,181579,,,
4,GB2,180,2023,Championship,1,,,,90',,181579,,1,
5,GB1,180,2022,Premier League,38,6,,,3.372',,181579,9,4,
6,FAC,180,2022,FA Cup,2,1,,,121',,181579,1,1,
7,CGB,180,2022,EFL Cup,5,,,,480',,181579,1,,
8,GB1,180,2021,Premier League,36,3,,,3.217',1,181579,10,5,
9,FAC,180,2021,FA Cup,4,,,,420',,181579,1,1,
10,CGB,180,2021,EFL Cup,2,,,,114',,181579,,2,
11,GB1,180,2020,Premier League,38,5,,,3.420',,181579,8,7,
12,FAC,180,2020,FA Cup,5,,,,450',,181579,1,,
13,CGB,180,2020,EFL Cup,1,,,,90',,181579,,,
14,GB1,180,2019,Premier League,38,9,,,3.420',,181579,5,3,
15,FAC,180,2019,FA Cup,3,,,,220',,181579,,,
16,CGB,180,2019,EFL Cup,3,1,,,270',,181579,,2,
17,GB1,180,2018,Premier League,26,4,,,1.942',,181579,7,,
18,FAC,180,2018,FA Cup,2,,,,210',,181579,,,
19,CGB,180,2018,EFL Cup,1,,,,90',,181579,,,
20,GB1,180,2017,Premier League,30,3,,,1.714',,181579,3,3,
21,FAC,180,2017,FA Cup,2,,,,180',,181579,1,1,
22,GB21,36546,2017,Premier League 2,2,1,,,180',,181579,1,,
23,CGB,180,2017,EFL Cup,1,,,,90',,181579,,,
24,GB1,180,2016,Premier League,30,4,,,1.884',,181579,4,4,
25,CGB,180,2016,EFL Cup,5,,,,337',,181579,,1,
26,FAC,180,2016,FA Cup,2,,,,180',,181579,,,
27,EL,180,2016,Europa League,6,1,,,458',,181579,,,
28,GB1,180,2015,Premier League,33,5,,,1.533',,181579,2,4,
29,GB21,36546,2015,U21 PL,1,,,,90',,181579,1,1,
30,FAC,180,2015,FA Cup,1,,,,14',,181579,,,
31,CGB,180,2015,League Cup,2,,,,117',,181579,,1,
32,ELQ,180,2015,Europa League Qualifying,3,,,,263',,181579,,2,
33,GB1,180,2014,Premier League,25,,,,1.476',1,181579,1,7,
34,GB21,36546,2014,U21 PL,2,,,,180',,181579,,,
35,FAC,180,2014,FA Cup,3,,,,270',,181579,,1,
36,CGB,180,2014,League Cup,2,,,,180',,181579,,,
37,GB1,180,2013,Premier League,34,3,,,1.604',,181579,,2,
38,FAC,180,2013,FA Cup,3,,,,236',,181579,,,
39,CGB,180,2013,League Cup,2,,,,123',,181579,,1,
40,GB1,180,2012,Premier League,15,,,,483',,181579,,1,
41,GBEG,36546,2012,U21 PL Elite Group,5,1,,,450',,181579,,,
42,FAC,180,2012,FA Cup,1,1,,,90',,181579,,,
43,GB21,36546,2012,U21 PL,2,,,,180',,181579,,,
44,CGB,180,2012,League Cup,3,,,,270',,181579,,,
45,FAC,180,2011,FA Cup,1,,,,72',,181579,1,,
46,CGB,180,2011,League Cup,1,,,,90',,181579,,,
0,CIT,506,2023,Italy Cup,1,,,,1',,748319,,,
1,IT1,506,2023,Serie A,4,,,,175',,748319,,1,
2,FAC,180,2023,FA Cup,2,1,,,180',,748319,,2,
3,GB2,180,2023,Championship,23,4,,,1.100',,748319,3,1,
4,CGB,180,2023,EFL Cup,1,,,,31',,748319,1,,
5,GB1,180,2022,Premier League,18,3,,,1.034',,748319,4,2,
6,FAC,180,2022,FA Cup,1,,,,90',,748319,,,
7,CGB,180,2022,EFL Cup,2,1,,,135',,748319,,,
8,TDCS,1444,2022,Trofeo de Campeones Superliga,2,1,,,179',1,748319,1,,
9,AR1N,1444,2022,Liga Profesional,19,1,,,1.017',1,748319,3,,
10,ARCA,1444,2022,Copa Argentina,1,,,,45',,748319,,,
11,CS,1444,2022,Copa Sudamericana,6,2,,,417',,748319,1,1,
12,CDCA,1444,2022,Copa de la Liga - Playoffs,2,1,,,190',,748319,2,,
13,CDLP,1444,2022,Copa de la Liga,12,5,,,690',,748319,2,1,
14,AR1N,1444,2021,Liga Profesional,18,8,,,883',,748319,1,2,
15,CLI,1444,2021,Libertadores,1,,,,50',,748319,,,
16,CDLP,1444,2021,Copa de la Liga,6,1,,,255',,748319,,,
17,ARCA,1444,2020,Copa Argentina,1,,,,74',,748319,,,
18,SCAG,1444,2019,Supercopa Argentina,,,,,,,748319,,,
19,CDCO,1444,2020,Copa Maradona - Compl.,4,,,,219',,748319,,1,
20,CLI,1444,2020,Libertadores,5,2,,,180',,748319,,,
21,CDLP,1444,2020,Copa Maradona,4,1,,,351',,748319,1,,
22,ARLC,1444,2020,Copa Superliga,1,1,,,9',,748319,1,,
23,AR1N,1444,2020,Superliga,1,,,,12',,748319,,,
0,GB2,180,2023,Championship,27,5,,,1.007',,468198,3,1,
1,FAC,180,2023,FA Cup,1,,,,90',,468198,,,
2,CGB,180,2023,EFL Cup,1,,,,44',,468198,,,
3,GB1,180,2022,Premier League,21,2,,,1.227',,468198,2,,
4,FAC,180,2022,FA Cup,3,,,,200',,468198,,,
5,GB21,36546,2022,Premier League 2,1,,,,90',,468198,,,
6,CGB,180,2022,EFL Cup,3,,,,97',,468198,,,
7,SFA,124,2021,SFA Cup,2,1,,,180',,468198,,,
8,EL,124,2021,Europa League,15,3,,,1.111',,468198,1,3,
9,SCPM,124,2021,Scottish Premiership Top Six Split,3,,,,130',,468198,,,
10,SC1,124,2021,Premiership,31,5,,,2.564',,468198,8,6,
11,SCP,124,2021,Prem. Sports Cup,3,,,,236',,468198,,1,
12,ELQ,124,2021,Europa League Qualifying,2,,,,171',,468198,,,
13,CLQ,124,2021,Champions League Qu.,1,,,,90',,468198,,,
14,SCPM,124,2020,Scottish Premiership Top Six Split,5,,,,348',,468198,1,,
15,SFA,124,2020,SFA Cup,2,2,,,210',,468198,,3,
16,SC1,124,2020,Premiership,26,,,,1.926',,468198,6,4,
17,EL,124,2020,Europa League,9,1,,,565',,468198,1,,
18,SCP,124,2020,Betfred Cup,1,,,,90',,468198,,,
19,EL,124,2019,Europa League,8,1,,,316',,468198,1,,
20,SC1,124,2019,Premiership,27,1,,,2.160',,468198,3,8,
21,SFA,124,2019,SFA Cup,3,,,,261',,468198,1,,
22,SCP,124,2019,Betfred Cup,4,1,,,210',,468198,1,,
23,ELQ,124,2019,Europa League Qualifying,7,2,,,568',,468198,3,,
24,POG3,358,2018,League One Play-Offs,3,1,,,300',,468198,1,,
25,GB3,358,2018,League One,36,2,,,3.113',,468198,9,5,
26,GBFL,358,2018,EFL Trophy,,,,,,,468198,,,
27,POG3,358,2017,League One Play-Offs,2,,,,103',,468198,,,
28,GB3,358,2017,League One,26,,,,1.793',,468198,5,2,
29,GBFL,358,2017,EFL Trophy,5,,,,459',,468198,1,1,
30,FAC,358,2017,FA Cup,1,,,,88',,468198,,,
31,CGB,358,2017,EFL Cup,2,,,,180',,468198,,,
32,GB3,358,2016,League One,19,2,,,1.247',,468198,,6,
33,FAC,358,2016,FA Cup,1,,,,120',,468198,,,
34,GBFL,358,2016,EFL Trophy,2,,,,119',,468198,,1,
0,GB2,180,2023,Championship,38,5,,,2.670',,130765,4,7,
1,FAC,180,2023,FA Cup,2,,,,39',,130765,1,,
2,CGB,180,2023,EFL Cup,1,,,,45',,130765,,,
3,GB1,180,2022,Premier League,32,6,,,1.403',,130765,2,1,
4,CGB,180,2022,EFL Cup,3,,,,160',,130765,,,
5,GB1,180,2021,Premier League,25,1,,,1.470',,130765,2,1,
6,FAC,180,2021,FA Cup,4,,,,266',,130765,1,,
7,CGB,180,2021,EFL Cup,1,,,,77',,130765,,,
8,GB1,180,2020,Premier League,33,3,,,2.774',,130765,4,5,
9,FAC,180,2020,FA Cup,5,,,,371',,130765,1,1,
10,GB1,180,2019,Premier League,30,4,,,1.717',,130765,5,3,
11,FAC,180,2019,FA Cup,3,,,,85',,130765,,,
12,CGB,180,2019,EFL Cup,1,,,,90',,130765,,,
13,GB1,180,2018,Premier League,29,2,,,1.431',,130765,3,2,
14,FAC,180,2018,FA Cup,1,,,,90',,130765,1,,
15,CGB,180,2018,EFL Cup,2,,,,154',,130765,,,
16,SFA,371,2017,SFA Cup,1,,,,18',,130765,,,
17,SCPM,371,2017,Scottish Premiership Top Six Split,3,,,,116',,130765,,1,
18,SC1,371,2017,Premiership,24,,,,1.381',,130765,3,4,
19,CL,371,2017,Champions League,4,,,,234',,130765,,,
20,SCP,371,2017,Betfred Cup,3,,,,253',,130765,1,,
21,CLQ,371,2017,Champions League Qu.,6,1,,,307',,130765,1,1,
22,SFA,371,2016,SFA Cup,4,,,,347',,130765,2,,
23,SC1,371,2016,Premiership,31,1,,,2.280',,130765,15,7,
24,CL,371,2016,Champions League,5,1,,,325',,130765,,,
25,SCP,371,2016,Betfred Cup,3,,,,207',,130765,,,
26,CLQ,371,2016,Champions League Qu.,4,,,,256',,130765,,,
27,SC1,371,2015,Premiership,25,3,,,1.330',,130765,4,7,
28,SFA,371,2015,SFA Cup,1,,,,17',,130765,,,
29,SCP,371,2015,SCL by Utilita,2,,,,169',,130765,,,
30,EL,371,2015,Europa League,5,,,,317',,130765,,,
31,CLQ,371,2015,Champions League Qu.,6,,,,404',,130765,,1,
32,SC1,371,2014,Premiership,15,2,,,1.062',,130765,1,4,
33,EL,371,2014,Europa League,2,,,,153',,130765,1,,
34,SCP,1519,2014,League Cup,3,,,,233',,130765,,,
35,SC1,1519,2014,Premiership,20,1,,,1.482',,130765,6,6,
36,SFA,1519,2014,SFA Cup,1,,,,90',,130765,,1,
37,SFA,1519,2013,SFA Cup,5,1,,,435',,130765,3,3,
38,SC1,1519,2013,Premiership,36,2,,,2.685',,130765,8,7,
39,SCP,1519,2013,League Cup,2,,,,135',,130765,,1,
40,SC1,1519,2012,Premiership,36,2,,,2.773',,130765,3,4,1
41,SFA,1519,2012,SFA Cup,4,1,,,285',,130765,,1,
42,SCP,1519,2012,Scot. League Cup,2,,,,144',,130765,,,
43,ELQ,1519,2012,Europa League Qualifying,1,,,,31',,130765,,,
44,SC1,1519,2011,Premiership,23,,,,1.021',,130765,1,7,
45,SFA,1519,2011,SFA Cup,3,,,,145',,130765,,,
46,SCP,1519,2011,Scot. League Cup,2,,,,94',,130765,,,
47,ELQ,1519,2011,Europa League Qualifying,,,,,,,130765,,,
48,SC1,1519,2010,Premiership,12,,,,292',,130765,,1,
49,SFA,1519,2010,SFA Cup,,,,,,,130765,,,
0,GB2,180,2023,Championship,35,8,,,2.497',,444211,4,3,
1,FAC,180,2023,FA Cup,4,1,,,225',,444211,,,
2,GB2,512,2022,Championship,43,1,,,3.246',,444211,3,5,
3,FAC,512,2022,FA Cup,2,1,,,106',,444211,,,
4,CGB,512,2022,EFL Cup,1,,,,23',,444211,,,
5,GB1,180,2021,Premier League,4,,,,132',,444211,,,
6,FAC,180,2021,FA Cup,2,,,,83',,444211,,,
7,GB21,36546,2021,Premier League 2,4,1,,,330',,444211,,1,
8,CGB,180,2021,EFL Cup,1,,,,13',,444211,,,
9,GBFL,36546,2021,EFL Trophy,1,,,,45',,444211,,,
10,GB1,180,2020,Premier League,3,,,,173',,444211,,,
11,GB21,36546,2020,Premier League 2,2,,,,134',,444211,,,
12,CGB,180,2020,EFL Cup,,,,,,,444211,,,
13,GB1,180,2019,Premier League,9,,,,391',,444211,,2,
14,FAC,180,2019,FA Cup,1,,,,71',,444211,1,,
15,GB21,36546,2019,Premier League 2,4,,,,336',,444211,1,,
16,GBFL,36546,2019,EFL Trophy,1,,,,90',,444211,,,
17,E21P,36546,2018,PL2 Playoffs,2,,,,180',,444211,1,,
18,GB21,36546,2018,Premier League 2,22,1,,,1.872',,444211,5,4,
19,GBFL,36546,2018,EFL Trophy,3,1,,,270',,444211,,1,
20,GB18,6893,2017,U18 Premier League,21,3,,,1.863',,444211,,4,
21,GB21,36546,2017,Premier League 2,2,,,,59',,444211,,,
22,FAYC,6893,2017,FA Youth Cup,2,,,,210',,444211,,,
23,GBFL,36546,2017,EFL Trophy,2,,,,2',,444211,,,
24,18GB,6893,2016,U18 PL - Final Stage,7,1,,,630',,444211,,2,
25,GB18,6893,2016,U18 Premier League,22,,,,1.873',,444211,6,1,
26,GB21,36546,2016,Premier League 2,1,,,,66',,444211,,,
27,FAYC,6893,2016,FA Youth Cup,1,,,,90',,444211,,,
28,GBFL,36546,2016,EFL Trophy,1,,,,8',,444211,,,
0,GB3,3054,2023,League One,1,,,,76',,807318,,,
1,GBFL,3054,2023,EFL Trophy,2,,,,180',,807318,,,
2,GB21,36546,2023,Premier League 2,2,,,,152',,807318,,1,
3,GB4,1042,2022,League Two,16,4,,,1.142',,807318,1,1,
4,CGB,180,2022,EFL Cup,,,,,,,807318,,,
5,FAC,180,2022,FA Cup,,,,,,,807318,,,
6,GB21,36546,2022,Premier League 2,8,1,,,354',,807318,1,,
7,GB1,180,2022,Premier League,,,,,,,807318,,,
8,GBFL,36546,2022,EFL Trophy,2,,,,112',,807318,,,
9,18GB,6893,2021,U18 PL - Final Stage,1,1,,,90',,807318,,,
10,GB18,6893,2021,U18 Premier League,7,1,,,380',,807318,3,,
11,GB21,36546,2021,Premier League 2,7,3,,,481',,807318,,,
12,GBFL,36546,2021,EFL Trophy,1,,,,26',,807318,,,
13,GB21,36546,2020,Premier League 2,3,1,,,228',,807318,,1,
14,GB18,6893,2020,U18 Premier League,14,4,,,1.079',,807318,1,,
15,FAYC,6893,2020,FA Youth Cup,1,1,,,90',,807318,,,
16,FAC,180,2020,FA Cup,1,,,,,,807318,,,
17,GB1,180,2020,Premier League,,,,,,,807318,,,
18,GBFL,36546,2020,EFL Trophy,1,,,,49',,807318,,,
0,FRC,1041,2023,Coupe de France,5,,,,324',,285845,1,,
1,FR1,1041,2023,Ligue 1,16,1,,,988',1,285845,,1,
2,GB1,180,2022,Premier League,22,3,,,1.403',,285845,,1,
3,FAC,180,2022,FA Cup,2,,,,165',,285845,,,
4,CGB,180,2022,EFL Cup,2,,,,150',,285845,,,
5,GB21,36546,2022,Premier League 2,1,1,,,45',,285845,,,
6,UCOL,12,2021,Conference League,3,,,,116',,285845,,,
7,IT1,12,2021,Serie A,8,,,,491',,285845,,,
8,CIT,12,2021,Italy Cup,1,,,,45',,285845,,,
9,GB1,11,2021,Premier League,8,,,,263',,285845,,,
10,CGB,11,2021,EFL Cup,3,,,,209',,285845,,1,
11,GB1,984,2020,Premier League,15,2,,,1.233',,285845,,,
12,GB1,11,2020,Premier League,11,,,,485',,285845,,1,
13,FAC,11,2020,FA Cup,1,,,,,,285845,,,
14,CGB,11,2020,EFL Cup,3,,,,184',,285845,,,
15,EL,11,2020,Europa League,5,,,,424',,285845,,1,
16,GBCS,11,2020,Community Shield,1,,,,90',,285845,,,
17,FAC,11,2019,FA Cup,5,,,,270',,285845,,,
18,GB1,11,2019,Premier League,20,4,,,1.382',,285845,,2,1
19,GB21,9249,2019,Premier League 2,1,,,,45',,285845,,,
20,EL,11,2019,Europa League,6,,,,289',,285845,,,
21,CGB,11,2019,EFL Cup,1,,,,90',,285845,1,,
22,EL,11,2018,Europa League,10,,,,805',,285845,1,2,
23,GB1,11,2018,Premier League,16,1,,,985',,285845,1,1,1
24,FAC,11,2018,FA Cup,2,,,,180',,285845,,,
25,CGB,11,2018,EFL Cup,2,,,,150',,285845,,,
26,GB21,9249,2018,Premier League 2,1,,,,68',,285845,,,
27,GB1,11,2017,Premier League,15,1,,,907',,285845,,,
28,EL,11,2017,Europa League,9,1,,,703',,285845,,,
29,CGB,11,2017,EFL Cup,3,,,,250',,285845,,,
30,FAC,11,2017,FA Cup,1,,,,90',,285845,,,
31,GB21,9249,2017,Premier League 2,4,,,,360',,285845,,1,
32,GBCS,11,2017,Community Shield,,,,,,,285845,,,
33,GB21,9249,2016,Premier League 2,13,1,,,1.155',,285845,,2,
34,GB1,11,2016,Premier League,1,,,,1',,285845,,,
35,FAC,11,2016,FA Cup,3,,,,196',,285845,,,
36,CGB,11,2016,EFL Cup,3,,,,203',,285845,,,
37,CL,11,2016,Champions League,,,,,,,285845,,,
38,GB2,677,2015,Championship,30,3,,,1.677',,285845,1,3,
39,FAC,677,2015,FA Cup,2,,,,147',,285845,1,,
40,CGB,677,2015,League Cup,,,,,,,285845,,,
41,GB21,9249,2014,U21 PL,20,2,,,1.723',,285845,2,1,
42,FAYC,5679,2014,FA Youth Cup,1,,,,90',,285845,,,
43,19YL,41571,2014,UEFA Youth League,6,1,,,540',,285845,,,
44,FAC,11,2014,FA Cup,1,,,,,,285845,,,
45,GB1,11,2014,Premier League,1,,,,,,285845,,,
46,CL,11,2014,Champions League,1,,,,44',,285845,,,
47,GB21,9249,2013,U21 PL,14,2,,,755',,285845,2,3,
48,FAYC,5679,2013,FA Youth Cup,2,,,,180',,285845,,,
49,19YL,41571,2013,UEFA Youth League,8,,,,686',,285845,,2,
0,GB21,36546,2023,Premier League 2,8,2,,,339',,614261,,1,
1,GB21,36546,2022,Premier League 2,5,,,,383',,614261,,2,
2,GBFL,36546,2022,EFL Trophy,1,,,,90',,614261,,,
3,CGB,180,2022,EFL Cup,1,,,,,,614261,,,
4,18GB,6893,2021,U18 PL - Final Stage,1,,,,90',,614261,,,
5,GB18,6893,2021,U18 Premier League,12,,,,891',,614261,4,1,
6,GB21,36546,2021,Premier League 2,2,,,,76',,614261,,,
7,GB18,6893,2020,U18 Premier League,13,,,,783',,614261,1,,
8,FAYC,6893,2020,FA Youth Cup,1,,,,90',,614261,,,
0,GB21,39336,2023,Premier League 2,4,,,,259',,864480,,,
1,GB21,36546,2023,Premier League 2,4,,,,360',,864480,3,2,
2,GB2,180,2023,Championship,,,,,,,864480,,,
3,CGB,180,2023,EFL Cup,1,,,,44',,864480,,1,
4,GB1,180,2022,Premier League,1,,,,6',,864480,,,
5,GB18,6893,2022,U18 Premier League,2,,,,161',,864480,2,2,
6,GB21,36546,2022,Premier League 2,13,1,,,1.090',,864480,7,6,
7,FAYC,6893,2022,FA Youth Cup,5,,,,480',,864480,3,,
8,FAC,180,2022,FA Cup,,,,,,,864480,,,
9,GBFL,36546,2022,EFL Trophy,1,,,,65',,864480,,,
10,18GB,6893,2021,U18 PL - Final Stage,1,,,,73',,864480,1,,
11,GB18,6893,2021,U18 Premier League,15,,,,1.260',,864480,10,7,
12,GB21,36546,2021,Premier League 2,15,,,,1.104',,864480,,4,
13,FAYC,6893,2021,FA Youth Cup,1,,,,90',,864480,,,
14,GBFL,36546,2021,EFL Trophy,3,1,,,244',,864480,,1,
15,GB18,6893,2020,U18 Premier League,7,,,,473',,864480,3,,
16,GB21,36546,2020,Premier League 2,1,,,,20',,864480,,,
0,GB2,180,2023,Championship,21,3,,,886',1,746695,,3,
1,FAC,180,2023,FA Cup,1,,,,58',,746695,,,
2,GB1,180,2022,Premier League,18,1,,,966',,746695,2,1,
3,FR1,273,2022,Ligue 1,14,1,,,314',,746695,1,,
4,FRC,273,2022,Coupe de France,2,,,,36',,746695,,,
5,EL,273,2022,Europa League,4,,,,186',,746695,,2,
6,FR1,273,2021,Ligue 1,20,3,,,1.015',,746695,4,2,
7,C3BR,8154,2021,N3 - Bretagne,1,,,,31',,746695,,1,
8,FRC,273,2021,Coupe de France,1,,,,24',,746695,,,
9,UCOL,273,2021,Conference League,5,1,,,283',,746695,1,,
10,ECLQ,273,2021,UECL Qualifiers,1,,,,69',,746695,,,
11,DKMR,2778,2020,Superliga Championship round,9,2,,,737',,746695,6,2,
12,DK1,2778,2020,Superliga,20,4,,,1.737',,746695,4,6,1
13,DKP,2778,2020,Oddset Pokalen,1,1,,,29',,746695,,,
14,DKMR,2778,2019,Superliga Championship round,8,4,,,336',,746695,3,,
15,DK1,2778,2019,Superliga,5,1,,,241',,746695,1,,
0,DKMR,190,2023,Superliga Championship round,1,,,,90',,186644,,,
1,DK1,190,2023,Superliga,19,1,,,1.326',,186644,6,5,
2,CL,190,2023,Champions League,8,,,,688',,186644,3,,
3,DKP,190,2023,Oddset Pokalen,3,,,,137',,186644,1,,
4,DKRE,62683,2023,Future Cup,1,,,,45',,186644,,,
5,CLQ,190,2023,Champions League Qu.,4,1,,,321',,186644,,1,
6,GB1,180,2022,Premier League,33,4,,,2.179',,186644,1,1,
7,CGB,180,2022,EFL Cup,4,,,,233',,186644,,1,
8,FAC,180,2022,FA Cup,1,,,,90',,186644,,,
9,GB1,180,2021,Premier League,30,4,,,2.044',,186644,4,2,
10,FAC,180,2021,FA Cup,2,,,,131',,186644,1,,
11,CGB,180,2021,EFL Cup,1,,,,90',,186644,3,2,
12,SCPM,371,2020,Scottish Premiership Top Six Split,5,1,,,409',,186644,2,2,
13,SFA,371,2020,SFA Cup,2,,,,102',,186644,1,,
14,SC1,371,2020,Premiership,29,1,,,1.372',,186644,8,4,
15,EL,371,2020,Europa League,5,1,,,373',,186644,3,1,
16,SCP,371,2020,Betfred Cup,,,,,,,186644,,,
17,ELQ,371,2020,Europa League Qualifying,2,,,,98',,186644,1,,
18,CLQ,371,2020,Champions League Qu.,2,,,,180',,186644,2,1,
19,SFA,371,2019,SFA Cup,3,1,,,241',,186644,,,
20,SC1,371,2019,Premiership,10,,,,621',,186644,4,2,
21,EL,371,2019,Europa League,6,1,,,402',,186644,1,1,
22,SCP,371,2019,Betfred Cup,3,,,,201',,186644,2,3,
23,GB1,180,2018,Premier League,16,,,,790',,186644,,,
24,FAC,180,2018,FA Cup,2,1,,,191',,186644,,,
25,CGB,180,2018,EFL Cup,1,,,,90',,186644,,,
26,C1,26,2017,Super League,33,3,,,2.665',,186644,11,15,
27,CL,26,2017,Champions League,8,,,,641',,186644,2,2,
28,SCC,26,2017,Schweizer Cup,3,1,,,177',,186644,,,
29,C1,26,2016,Super League,32,2,,,2.247',,186644,10,13,
30,SCC,26,2016,Schweizer Cup,5,,,,422',,186644,,,
31,CL,26,2016,Champions League,3,1,,,169',,186644,,,
32,NO1,687,2016,Tippeligaen,12,3,,,1.002',,186644,5,1,
33,NOPO,687,2016,NM-Cup,1,,,,44',,186644,1,,
34,EL,687,2015,Europa League,7,,,,591',,186644,3,1,1
35,ELQ,687,2015,Europa League Qualifying,2,,,,180',,186644,1,,
36,CLQ,687,2015,Champions League Qu.,4,,,,360',,186644,3,,
37,NO1,687,2015,Tippeligaen,28,,,,2.240',,186644,12,2,
38,NOPO,687,2015,NM-Cup,1,1,,,90',,186644,,,
39,ELQ,687,2014,Europa League Qualifying,3,,,,207',,186644,,,
40,NOPO,687,2014,NM-Cup,4,1,,,360',,186644,4,,
41,NO1,687,2014,Tippeligaen,30,,,,2.533',,186644,13,4,
42,RTIP,10217,2013,Relegation Eliteserien,2,,,,180',,186644,2,,
43,NO1,10217,2013,Tippeligaen,29,2,,,2.398',,186644,6,6,
44,NOPO,10217,2013,NM-Cup,1,,,,5',,186644,,,
45,NO2,10217,2012,Adeccoligaen,26,2,,,1.716',,186644,9,5,
46,NOPO,10217,2012,NM-Cup,3,,,,256',,186644,1,,
47,NO1,10217,2011,Tippeligaen,9,,,,205',,186644,,,
48,NOPO,10217,2011,NM-Cup,,,,,,,186644,,,
0,POBE,3057,2023,Jupiler Pro League Europe Play-Offs,1,,,,68',,485424,,,
1,BE1,3057,2023,Jupiler Pro League,23,3,,,1.504',,485424,1,,
2,CCB,3057,2023,Croky Cup,2,,,,27',,485424,,,
3,GB2,180,2023,Championship,,,,,,,485424,,,
4,CGB,180,2023,EFL Cup,1,,,,90',,485424,,,
5,GB1,180,2022,Premier League,16,1,,,705',,485424,,2,
6,FAC,180,2022,FA Cup,2,,,,89',,485424,,,
7,CGB,180,2022,EFL Cup,5,1,,,199',,485424,1,1,
