,competitionID,clubID,seasonID,competitionName,appearances,yellowCards,goalsConceded,cleanSheets,minutesPlayed,redCards,id,goals,assists,secondYellowCards
1,IT1,430,2023,Serie A,4,1,,,40',,289446,,,
2,SCI,430,2023,Supercoppa Italiana,,,,,,,289446,,,
3,CIT,430,2023,Italy Cup,2,1,,,55',,289446,,,
4,UCOL,430,2023,Conference League,1,,,,90',,289446,,1,
5,ECLQ,430,2023,UECL Qualifiers,,,,,,,289446,,,
6,GB1,29,2022,Premier League,7,2,,,596',,289446,2,,
7,FAC,29,2022,FA Cup,,,,,,,289446,,,
8,CGB,29,2022,EFL Cup,1,1,,,90',,289446,,,
9,GB1,29,2021,Premier League,13,3,,,847',,289446,,,
10,FAC,29,2021,FA Cup,1,,,,76',,289446,1,,
11,CGB,29,2021,EFL Cup,,,,,,,289446,,,
12,GB1,29,2020,Premier League,24,2,,,1.939',,289446,2,,
13,FAC,29,2020,FA Cup,4,1,,,354',,289446,1,,
14,CGB,29,2020,EFL Cup,1,,,,90',,289446,,,
15,GB1,29,2019,Premier League,29,3,,,2.282',,289446,2,1,
16,FAC,29,2019,FA Cup,1,,,,90',,289446,,,
17,CGB,29,2019,EFL Cup,3,,,,221',,289446,,,
18,GB1,29,2018,Premier League,13,3,,,890',,289446,1,,
19,FAC,29,2018,FA Cup,2,,,,135',,289446,,,
20,ES1,131,2017,LaLiga,5,2,,,370',,289446,,1,
21,CDR,131,2017,Copa del Rey,1,,,,7',,289446,,,
22,BRA1,1023,2017,Série A,15,4,,,1.324',,289446,2,1,
23,CLI,1023,2017,Libertadores,7,2,,,579',,289446,3,,
24,BRC,1023,2017,Copa do Brasil,4,1,,,360',,289446,,,
25,BRA1,1023,2016,Série A,13,4,,,992',,289446,4,1,
26,BRC,1023,2016,Copa do Brasil,2,1,,,180',,289446,,,
27,COLP,11648,2016,Liga Águila I,10,3,,,900',,289446,2,,
28,CLI,11648,2016,Libertadores,8,,,,689',1,289446,3,,
29,CS,11648,2015,Copa Sudamericana,11,3,,,1.020',,289446,,,
30,COPO,11648,2015,Copa Águila,8,,,,720',,289446,,,
31,COL1,11648,2015,Liga Postobón II,10,1,,,900',,289446,1,1,
32,CLI,11648,2015,Libertadores,10,1,,,900',,289446,1,,
33,COLP,11648,2015,Liga Águila I,13,2,,,1.085',,289446,1,,
34,COSP,11648,2015,Superliga Águila de Campeones,2,,,,99',,289446,1,,
35,COLO,11648,2014,Fase Final LP II,7,,,,187',,289446,,,
36,COPO,11648,2014,Copa Colombia,16,,,,1.039',,289446,,,
37,COL1,11648,2014,Liga Postobón II,11,2,,,990',,289446,2,1,
38,COLF,11648,2014,Fase Final LP I,4,,,,88',,289446,1,,
39,COLP,11648,2014,Liga Postobón I,12,3,,,757',,289446,,,
40,CLI,11648,2014,Libertadores,2,,,,53',,289446,,,
41,COLO,10090,2013,Fase Final LP II,4,1,,,318',1,289446,,,
42,COL1,10090,2013,Liga Postobón II,10,3,,,889',,289446,1,,
43,CS,10090,2013,Copa Sudamericana,2,,,,180',,289446,,,
44,COPO,10090,2013,Copa Colombia,3,,,,198',,289446,,,
0,GB1,350,2023,Premier League,5,2,,,370',1,348623,,,
1,FAC,180,2023,FA Cup,2,1,,,180',,348623,,,
2,GB2,180,2023,Championship,5,1,,,289',,348623,,,
3,GB1,29,2022,Premier League,8,1,,,508',,348623,,,1
4,FAC,29,2022,FA Cup,,,,,,,348623,,,
5,CGB,29,2022,EFL Cup,1,,,,51',,348623,,,
6,GB1,29,2021,Premier League,25,7,,,2.134',1,348623,2,1,
7,FAC,29,2021,FA Cup,2,,,,180',,348623,1,,
8,CGB,29,2021,EFL Cup,2,,,,180',,348623,,,
9,GB1,29,2020,Premier League,28,9,,,2.288',,348623,1,,
10,FAC,29,2020,FA Cup,3,,,,190',,348623,,,
11,CGB,29,2020,EFL Cup,,,,,,,348623,,,
12,GB1,29,2019,Premier League,27,5,,,2.053',,348623,,3,
13,FAC,29,2019,FA Cup,1,,,,90',,348623,,,
14,CGB,29,2019,EFL Cup,4,,,,360',,348623,1,,
15,POCC,984,2018,Championship Play-Offs,2,1,,,210',,348623,,1,
16,GB2,984,2018,Championship,19,5,,,1.659',,348623,1,3,
17,FAC,984,2018,FA Cup,2,,,,91',,348623,,,
18,GB21,9261,2018,Premier League 2,1,,,,79',,348623,,,1
19,GB1,29,2018,Premier League,5,1,,,407',,348623,,,
20,CGB,29,2018,EFL Cup,1,,,,90',,348623,,,
21,GB1,29,2017,Premier League,15,3,,,1.182',,348623,,,
22,FAC,29,2017,FA Cup,1,,,,90',,348623,,,
23,EL,29,2017,Europa League,4,,,,360',,348623,,,
24,CGB,29,2017,EFL Cup,1,,,,90',,348623,,,
25,ELQ,29,2017,Europa League Qualifying,,,,,,,348623,,,
26,GB1,29,2016,Premier League,18,2,,,1.371',,348623,,1,
27,GB21,9261,2016,Premier League 2,7,2,,,630',,348623,,,
28,FAC,29,2016,FA Cup,1,,,,45',,348623,,,
29,CGB,29,2016,EFL Cup,2,,,,149',,348623,,,
30,GB21,9261,2015,U21 PL,17,1,,,1.444',,348623,3,,
31,GB1,29,2015,Premier League,,,,,,,348623,,,
32,CGB,29,2015,League Cup,,,,,,,348623,,,
33,GB3,349,2014,League One,20,2,,,1.662',1,348623,1,1,
34,FAC,349,2014,FA Cup,2,,,,180',,348623,,,
0,GB21,9261,2023,Premier League 2,6,,,,540',,655986,1,,
1,GB4,3455,2023,League Two,17,3,,,1.163',,655986,,2,
2,FAC,3455,2023,FA Cup,2,1,,,180',,655986,,,
3,GBFL,3455,2023,EFL Trophy,4,1,,,264',,655986,,,
4,GB1,29,2022,Premier League,,,,,,,655986,,,
5,GB21,9261,2022,Premier League 2,23,,,,2.053',,655986,,,
6,GBFL,9261,2022,EFL Trophy,4,,,,360',,655986,,,
7,CGB,29,2022,EFL Cup,1,,,,64',,655986,,,
8,GB1,29,2021,Premier League,,,,,,,655986,,,
9,GB21,9261,2021,Premier League 2,23,3,,,1.994',,655986,1,1,
10,FAC,29,2021,FA Cup,1,,,,1',,655986,,,
11,FAYC,6920,2021,FA Youth Cup,3,,,,270',,655986,,,
12,GBFL,9261,2021,EFL Trophy,3,1,,,270',,655986,,,
13,GB18,6920,2020,U18 Premier League,16,3,,,1.430',1,655986,,,
14,GB21,9261,2020,Premier League 2,4,,,,250',,655986,1,,
15,FAYC,6920,2020,FA Youth Cup,3,,,,300',,655986,1,,
16,GB1,29,2020,Premier League,,,,,,,655986,,,
17,GB18,6920,2019,U18 Premier League,11,,,,902',,655986,2,,
0,GB1,29,2023,Premier League,24,,,,2.156',,404842,2,,
1,FAC,29,2023,FA Cup,3,,,,270',,404842,,,
2,CGB,29,2023,EFL Cup,3,,,,210',,404842,,,
3,GB1,29,2022,Premier League,34,4,,,2.653',,404842,,,
4,FAC,29,2022,FA Cup,1,,,,81',,404842,,,
5,CGB,29,2022,EFL Cup,,,,,,,404842,,,
6,GB1,29,2021,Premier League,13,,,,1.056',,404842,1,,
7,FAC,29,2021,FA Cup,3,1,,,253',,404842,,,
8,UKR1,338,2021,Premier Liga,15,2,,,1.278',,404842,,3,
9,CL,338,2021,Champions League,5,,,,450',,404842,,,
10,UKRP,338,2021,Ukrainian Cup,,,,,,,404842,,,
11,UKRS,338,2021,Ukrainian Super Cup,1,,,,90',,404842,,,
12,UKRP,338,2020,Ukrainian Cup,3,,,,216',,404842,,,
13,UKR1,338,2020,Premier Liga,22,2,,,1.936',,404842,2,3,
14,EL,338,2020,Europa League,4,1,,,353',,404842,,1,
15,CL,338,2020,Champions League,4,,,,354',,404842,,,
16,CLQ,338,2020,Champions League Qu.,3,,,,270',,404842,,,
17,UKRP,338,2019,Ukrainian Cup,4,2,,,362',,404842,,,
18,UKRM,338,2019,Premier Liga - Meisterrunde,5,,,,450',,404842,1,,
19,UKR1,338,2019,Premier Liga,18,5,,,1.512',,404842,2,6,
20,EL,338,2019,Europa League,6,,,,540',,404842,1,,
21,CLQ,338,2019,Champions League Qu.,2,1,,,180',,404842,,1,
22,UKRS,338,2019,Ukrainian Super Cup,1,,,,90',,404842,,,
23,UKRM,338,2018,Premier Liga - Meisterrunde,8,2,,,692',,404842,,1,
24,UKRP,338,2018,Ukrainian Cup,1,,,,120',,404842,,,
25,UKR1,338,2018,Premier Liga,15,2,,,1.308',,404842,,2,
26,EL,338,2018,Europa League,8,2,,,720',,404842,1,2,
27,UKRM,338,2017,Premier Liga - Meisterrunde,2,,,,180',,404842,,,
28,UKRP,338,2017,Ukrainian Cup,2,,,,208',,404842,,1,
29,EL,338,2017,Europa League,,,,,,,404842,,,
30,UKR1,338,2017,Premier Liga,3,1,,,262',,404842,,,
31,19YL,50631,2017,UEFA Youth League,2,,,,180',,404842,,,
32,ELQ,338,2017,Europa League Qualifying,,,,,,,404842,,,
33,19YL,50631,2016,UEFA Youth League,5,,,,447',,404842,,,
0,IT1,276,2023,Serie A,6,,,,85',,357158,,,
1,GB2,3008,2023,Championship,10,2,,,491',,357158,,,
2,CGB,3008,2023,EFL Cup,1,,,,45',,357158,,,
3,GB1,29,2022,Premier League,2,,,,24',,357158,,,
4,CGB,29,2022,EFL Cup,2,1,,,180',,357158,,,
5,PO1,336,2021,Liga Bwin,12,2,,,545',,357158,,1,
6,CL,336,2021,Champions League,2,,,,63',,357158,,,
7,POCP,336,2021,Allianz Cup,2,1,,,78',,357158,,,
8,POPO,336,2021,Taça de Portugal,2,,,,180',,357158,,1,
9,POSU,336,2021,Supertaça,,,,,,,357158,,,
10,PO1,3329,2020,Liga NOS,20,3,,,1.649',,357158,,3,
11,CL,683,2020,Champions League,2,,,,20',,357158,,,
12,GR1,683,2020,Super League 1,2,,,,135',,357158,,,
13,GB1,543,2020,Premier League,2,,,,172',,357158,,,
14,CGB,543,2020,EFL Cup,1,,,,90',,357158,,,
15,EL,543,2019,Europa League,8,,,,585',,357158,,,
16,GB1,543,2019,Premier League,16,1,,,643',,357158,,,
17,FAC,543,2019,FA Cup,2,,,,90',,357158,,,
18,CGB,543,2019,EFL Cup,2,,,,180',,357158,,,
19,ELQ,543,2019,Europa League Qualifying,5,,,,318',,357158,2,,
20,GB1,543,2018,Premier League,17,1,,,703',,357158,,,
21,FAC,543,2018,FA Cup,2,,,,104',,357158,,1,
22,CGB,543,2018,EFL Cup,2,,,,180',,357158,,,
23,GB2,543,2017,Championship,9,,,,627',,357158,1,1,
24,GB21,24226,2017,Premier League 2,1,,,,90',,357158,,,
25,FAC,543,2017,FA Cup,1,,,,40',1,357158,,,
26,CGB,543,2017,EFL Cup,3,,,,300',,357158,,,
27,19YL,45508,2016,UEFA Youth League,1,,,,17',,357158,,,
0,GB21,9250,2023,Premier League 2,10,,,,558',,922698,,1,
1,FAC,631,2023,FA Cup,,,,,,,922698,,,
2,FAYC,6918,2023,FA Youth Cup,4,,,,269',,922698,,,
3,GB1,631,2023,Premier League,,,,,,,922698,,,
4,GB18,6918,2023,U18 Premier League,1,,,,73',,922698,,,
5,CGB,631,2023,EFL Cup,,,,,,,922698,,,
6,GB21,9261,2022,Premier League 2,15,1,,,1.079',,922698,,,1
7,GB1,29,2022,Premier League,,,,,,,922698,,,
8,GB18,6920,2022,U18 Premier League,8,1,,,656',,922698,,,
9,FAYC,6920,2022,FA Youth Cup,2,,,,180',,922698,,,
10,GBFL,9261,2022,EFL Trophy,4,,,,180',,922698,,,
11,CGB,29,2022,EFL Cup,,,,,,,922698,,,
12,GB18,6920,2021,U18 Premier League,17,1,,,1.523',,922698,,,
13,FAYC,6920,2021,FA Youth Cup,3,,,,270',,922698,,,
0,GB1,29,2023,Premier League,19,4,,,952',,424015,,2,
1,FAC,29,2023,FA Cup,2,,,,180',,424015,,,
2,CGB,29,2023,EFL Cup,4,2,,,235',,424015,,,
3,GB1,29,2022,Premier League,19,3,,,1.277',,424015,,,
4,GB21,9261,2022,Premier League 2,2,,,,154',,424015,,,
5,CGB,29,2022,EFL Cup,2,,,,154',,424015,,,
6,FAC,29,2021,FA Cup,1,,,,45',,424015,,,
7,GB1,29,2021,Premier League,,,,,,,424015,,,
8,GB21,9261,2021,Premier League 2,1,,,,61',,424015,,1,
9,SC1,124,2021,Premiership,6,,,,232',,424015,,1,
10,EL,124,2021,Europa League,2,1,,,114',,424015,,,
11,SCP,124,2021,Prem. Sports Cup,2,,,,152',,424015,,,
12,ELQ,124,2021,Europa League Qualifying,1,,,,90',,424015,,,
13,CLQ,124,2021,Champions League Qu.,,,,,,,424015,,,
14,SCPM,124,2020,Scottish Premiership Top Six Split,2,,,,118',,424015,,,
15,SFA,124,2020,SFA Cup,2,,,,180',,424015,1,,
16,SC1,124,2020,Premiership,5,,,,238',,424015,,,
17,EL,124,2020,Europa League,4,,,,278',,424015,1,,
18,SCP,124,2020,Betfred Cup,,,,,,,424015,,,
19,ELQ,124,2020,Europa League Qualifying,1,,,,48',,424015,,,
20,EL,124,2019,Europa League,1,,,,13',,424015,,,
21,SC1,124,2019,Premiership,,,,,,,424015,,,
22,SSC,12573,2019,Tunnock Ch. Cup,6,,,,459',,424015,,,
23,19YL,76795,2019,UEFA Youth League,5,1,,,448',,424015,1,1,
24,SFA,124,2019,SFA Cup,1,1,,,90',,424015,,,
0,GB1,29,2023,Premier League,7,,,,323',,68390,,,
1,FAC,29,2023,FA Cup,1,,,,90',,68390,,,
2,GBFL,9261,2023,EFL Trophy,1,,,,66',,68390,,,
3,GB21,9261,2023,Premier League 2,1,,,,45',,68390,,,
4,GB1,29,2022,Premier League,23,1,,,1.663',,68390,1,,
5,FAC,29,2022,FA Cup,1,,,,81',,68390,,,
6,CGB,29,2022,EFL Cup,1,,,,90',,68390,,,
7,GB21,9261,2022,Premier League 2,1,,,,45',,68390,,,
8,GB1,29,2021,Premier League,30,4,,,2.658',,68390,1,1,
9,FAC,29,2021,FA Cup,4,,,,313',,68390,,,
10,CGB,29,2021,EFL Cup,,,,,,,68390,,,
11,GB1,29,2020,Premier League,25,,,,1.612',,68390,,3,
12,FAC,29,2020,FA Cup,4,,,,365',,68390,,,
13,CGB,29,2020,EFL Cup,2,,,,138',,68390,,,
14,GB1,29,2019,Premier League,27,3,,,1.839',,68390,,1,1
15,FAC,29,2019,FA Cup,1,,,,63',,68390,,,
16,CGB,29,2019,EFL Cup,2,,,,180',,68390,,,
17,GB1,29,2018,Premier League,29,1,,,2.560',,68390,2,2,
18,FAC,29,2018,FA Cup,1,,,,90',,68390,,,
19,CGB,29,2018,EFL Cup,,,,,,,68390,,,
20,GB1,29,2017,Premier League,12,,,,1.035',,68390,,1,
21,GB1,29,2016,Premier League,26,3,,,2.317',,68390,4,4,
22,FAC,29,2016,FA Cup,1,,,,90',,68390,,,
23,CGB,29,2016,EFL Cup,1,,,,90',,68390,,,
24,GB1,29,2015,Premier League,28,4,,,2.386',,68390,1,3,
25,FAC,29,2015,FA Cup,3,,,,263',,68390,,,
26,CGB,29,2015,League Cup,3,,,,193',,68390,,,
27,GB1,29,2014,Premier League,35,5,,,3.065',,68390,3,3,
28,EL,29,2014,Europa League,5,,,,450',,68390,2,,
29,FAC,29,2014,FA Cup,2,,,,210',,68390,,,
30,GB1,29,2013,Premier League,36,3,,,3.229',,68390,6,2,
31,FAC,29,2013,FA Cup,3,,,,262',,68390,1,,
32,CGB,29,2013,League Cup,2,1,,,144',,68390,,,
33,GB1,29,2012,Premier League,26,4,,,2.164',,68390,,5,
34,FAC,29,2012,FA Cup,3,,,,270',,68390,1,,
35,CGB,29,2012,League Cup,2,,,,180',,68390,,1,
36,GB1,29,2011,Premier League,18,2,,,1.131',,68390,,,
37,GBR,9261,2011,Reserve League,4,,,,324',,68390,1,1,
38,FAC,29,2011,FA Cup,4,1,,,184',,68390,,,
39,CGB,29,2011,League Cup,2,,,,118',,68390,,1,
40,GB1,29,2010,Premier League,34,4,,,2.259',,68390,4,3,1
41,FAC,29,2010,FA Cup,4,2,,,333',,68390,1,,
42,CGB,29,2010,League Cup,2,1,,,210',,68390,1,1,
43,GBR,9261,2010,Reserve League,1,,,,90',,68390,,,
44,POCC,1181,2009,Championship Play-Offs,3,1,,,270',,68390,,,
45,GB2,1181,2009,Championship,9,,,,810',,68390,1,5,
46,EL,29,2009,Europa League,3,,,,270',,68390,,,
47,GB1,29,2009,Premier League,3,,,,105',,68390,,1,
48,FAC,29,2009,FA Cup,1,,,,10',,68390,,,
49,GBRN,9261,2009,Reserve League North,5,,,,449',,68390,,,
50,CGB,29,2009,League Cup,,,,,,,68390,,,
51,IR1,8780,2008,Premier Division,26,9,,,2.281',,68390,1,2,
52,IRPO,8780,2007,FAI Cup,1,,,,90',,68390,,,
53,ILIP,8780,2007,League of Ireland Cup,1,,,,120',,68390,,,
54,IR1,8780,2007,Premier Division,26,1,,,2.237',,68390,,,
55,IRPO,8780,2006,FAI Cup,3,,,,270',,68390,,,
56,IR1,8780,2006,Premier Division,4,,,,239',,68390,,,
57,IRPO,8780,2005,FAI Cup,,,,,,,68390,,,
0,GB21,9261,2023,Premier League 2,11,,,,837',,504507,,1,
1,GBFL,9261,2023,EFL Trophy,1,1,,,75',,504507,,,
2,GB21,9261,2022,Premier League 2,16,3,,,1.360',,504507,1,2,
3,GBFL,9261,2022,EFL Trophy,3,2,,,262',,504507,,1,
4,GB1,29,2022,Premier League,,,,,,,504507,,,
5,GB21,9261,2021,Premier League 2,18,1,,,1.620',,504507,,,
6,GBFL,9261,2021,EFL Trophy,2,,,,180',,504507,,,
7,GB1,29,2020,Premier League,,,,,,,504507,,,
8,GB21,9261,2020,Premier League 2,16,4,,,1.331',,504507,,,
9,FAC,29,2020,FA Cup,,,,,,,504507,,,
10,GB21,9261,2019,Premier League 2,12,2,,,881',,504507,,,
11,GBFL,9261,2019,EFL Trophy,2,,,,135',,504507,,1,
12,GB21,9261,2018,Premier League 2,4,1,,,209',,504507,,,
13,GB18,6920,2018,U18 Premier League,6,1,,,473',,504507,,1,
14,GBFL,9261,2018,EFL Trophy,1,,,,90',,504507,,,
15,18GB,6920,2016,U18 PL - Final Stage,,,,,,,504507,,,
16,GB18,6920,2016,U18 Premier League,3,,,,170',,504507,,,
0,GB1,29,2023,Premier League,24,5,,,1.802',,485706,2,,
1,FAC,29,2023,FA Cup,3,,,,270',,485706,,,
2,CGB,29,2023,EFL Cup,4,,,,338',,485706,1,1,
3,GB1,29,2022,Premier League,33,9,,,2.496',,485706,1,2,
4,FAC,29,2022,FA Cup,1,1,,,90',,485706,,,
5,CGB,29,2022,EFL Cup,1,,,,90',,485706,,,
6,FR1,1082,2021,Ligue 1,32,2,,,1.344',1,485706,1,,
7,CL,1082,2021,Champions League,8,,,,255',,485706,,,
8,FRC,1082,2021,Coupe de France,2,,,,180',,485706,2,1,
9,L2,41,2020,2. Bundesliga,25,6,,,1.506',,485706,2,,1
10,DFB,41,2020,DFB-Pokal,1,,,,30',,485706,1,,
11,AJ3,8925,2019,U19-Bundesliga S/SW,15,7,,,1.285',,485706,1,2,
12,DFBJ,8925,2019,DFB-Pokal der Junioren,1,,,,76',,485706,,,
13,AJ3,8925,2018,U19-Bundesliga S/SW,22,6,,,1.364',,485706,1,,
14,19YL,69272,2018,UEFA Youth League,7,3,,,532',,485706,1,,
15,RLSW,983,2018,Regionalliga Südwest,1,,,,11',,485706,,,
16,DFBJ,8925,2018,DFB-Pokal der Junioren,1,,,,90',,485706,,,
17,BJ3,21082,2017,U17-Bundesliga South/Southwest,16,3,,,1.186',,485706,,,
0,GB1,29,2023,Premier League,29,5,,,2.432',,505219,1,2,
1,FAC,29,2023,FA Cup,3,,,,270',,505219,,,
2,CGB,29,2023,EFL Cup,4,,,,360',,505219,1,,
3,GB1,29,2022,Premier League,16,3,,,795',,505219,,1,
4,GB21,9261,2022,Premier League 2,1,,,,72',,505219,,,
5,CGB,29,2022,EFL Cup,1,,,,52',,505219,,,
6,GB1,985,2022,Premier League,,,,,,,505219,,,
7,POCC,703,2021,Championship Play-Offs,3,,,,299',,505219,,,
8,GB2,703,2021,Championship,41,8,,,3.302',,505219,4,8,
9,FAC,703,2021,FA Cup,4,1,,,358',,505219,,2,
10,CGB,703,2021,EFL Cup,1,,,,73',,505219,,,
11,GB2,703,2020,Championship,20,1,,,1.700',,505219,4,,
12,GB2,1010,2020,Championship,20,3,,,1.129',,505219,,1,
13,CGB,1010,2020,EFL Cup,1,,,,90',,505219,,,
14,GB21,9251,2020,Premier League 2,1,1,,,90',,505219,,,
15,GBFL,9251,2020,EFL Trophy,1,,,,90',,505219,,2,
16,EL,985,2019,Europa League,4,,,,283',,505219,,,
17,GB21,9251,2019,Premier League 2,10,2,,,874',,505219,8,,
18,CGB,985,2019,EFL Cup,1,,,,25',,505219,,,
19,GB1,985,2019,Premier League,1,,,,8',,505219,,,
20,GBFL,9251,2019,EFL Trophy,2,,,,180',,505219,1,1,
21,GB1,985,2018,Premier League,1,,,,,,505219,,,
22,GB21,9251,2018,Premier League 2,12,1,,,1.018',,505219,,,
23,19YL,41575,2018,UEFA Youth League,5,3,,,450',,505219,1,1,
24,CL,985,2018,Champions League,,,,,,,505219,,,
25,GB18,5242,2018,U18 Premier League,5,1,,,450',,505219,1,,
26,FAYC,5242,2018,FA Youth Cup,2,,,,180',,505219,,,
27,FAC,985,2018,FA Cup,,,,,,,505219,,,
28,GB18,5242,2017,U18 Premier League,20,3,,,1.697',,505219,4,4,
29,19YL,41575,2017,UEFA Youth League,8,,,,448',,505219,,,
30,FAYC,5242,2017,FA Youth Cup,1,,,,120',,505219,,,
31,18GB,5242,2016,U18 PL - Final Stage,1,,,,33',,505219,,,
0,UAE1,161,2023,UAE Pro League,17,4,,,1.506',,126422,3,3,
1,UALC,161,2023,UAE League Cup,6,1,,,519',,126422,,1,
2,UAEP,161,2023,UAE President's Cup,1,1,,,90',,126422,,,
3,UAE1,161,2022,UAE Pro League,22,4,,,1.917',,126422,,1,
4,UALC,161,2022,UAE League Cup,3,1,,,270',,126422,,,
5,GB1,29,2022,Premier League,,,,,,,126422,,,
6,GB1,29,2021,Premier League,28,7,,,2.187',1,126422,,2,
7,FAC,29,2021,FA Cup,3,,,,299',,126422,,1,
8,CGB,29,2021,EFL Cup,,,,,,,126422,,,
9,GB1,29,2020,Premier League,24,6,,,2.052',,126422,,,
10,FAC,29,2020,FA Cup,1,1,,,90',,126422,,,
11,CGB,29,2020,EFL Cup,1,,,,69',,126422,,,
12,CL,6195,2019,Champions League,6,1,,,446',,126422,,,
13,IT1,6195,2019,Serie A,23,3,,,1.281',,126422,2,1,
14,CIT,6195,2019,Italy Cup,4,,,,29',,126422,,,
15,IT1,6195,2018,Serie A,33,10,,,2.613',,126422,1,2,
16,EL,6195,2018,Europa League,6,,,,443',,126422,,,
17,CIT,6195,2018,Italy Cup,2,,,,64',,126422,,,
18,CL,6195,2018,Champions League,6,1,,,511',,126422,,,
19,IT1,6195,2017,Serie A,38,2,,,2.863',,126422,4,4,
20,EL,6195,2017,Europa League,2,,,,119',,126422,,,
21,CIT,6195,2017,Italy Cup,2,,,,32',,126422,,,
22,CL,6195,2017,Champions League,6,,,,307',,126422,,,
23,CLQ,6195,2017,Champions League Qu.,2,,,,156',,126422,,,
24,IT1,6195,2016,Serie A,29,3,,,1.616',,126422,1,4,
25,CIT,6195,2016,Italy Cup,2,,,,16',,126422,,,
26,CL,6195,2016,Champions League,8,1,,,442',,126422,,,
27,IT1,6195,2015,Serie A,35,5,,,2.824',,126422,3,4,
28,EL,6195,2015,Europa League,6,,,,226',,126422,,2,
29,CIT,6195,2015,Italy Cup,2,,,,124',,126422,,,
30,IT1,410,2014,Serie A,35,8,,,3.003',,126422,1,5,
31,CIT,410,2014,Italy Cup,3,1,,,313',,126422,1,1,
32,IT1,410,2013,Serie A,33,5,,,2.644',,126422,,3,1
33,CIT,410,2013,Italy Cup,4,1,,,360',,126422,,,
34,ELQ,410,2013,Europa League Qualifying,4,,,,360',,126422,,,
35,IT1,410,2012,Serie A,36,7,,,3.037',,126422,,5,
36,CIT,410,2012,Italy Cup,1,,,,90',,126422,,,
37,BRA1,978,2012,Série A,4,1,,,280',,126422,,,
38,CLI,978,2012,Libertadores,5,1,,,121',,126422,,1,
39,CS,978,2011,Copa Sudamericana,7,1,,,373',,126422,1,1,
40,BRA1,978,2011,Série A,19,3,,,1.165',,126422,,,
41,BRA1,978,2010,Série A,14,2,,,596',,126422,,,
42,BRA2,978,2009,Série B,14,2,,,995',1,126422,,,
0,FR2,9202,2023,Ligue 2,13,,,,940',,182894,,1,
1,FRC,9202,2023,Coupe de France,,,,,,,182894,,,
2,TR1,449,2022,Süper Lig,19,4,,,919',,182894,,,
3,TRP,449,2022,Türkiye Kupasi,1,,,,31',,182894,,,
4,UCOL,449,2022,Conference League,,,,,,,182894,,,
5,EL,449,2022,Europa League,4,,,,231',,182894,,,
6,GB1,29,2022,Premier League,,,,,,,182894,,,
7,RU1,2410,2021,Premier Liga,11,4,,,961',,182894,2,2,
8,RUP,2410,2021,Russian Cup,2,,,,132',,182894,,,1
9,FAC,29,2021,FA Cup,1,,,,32',,182894,,1,
10,GB1,29,2021,Premier League,3,,,,64',,182894,,,
11,CGB,29,2021,EFL Cup,1,,,,90',,182894,,,
12,GB1,29,2020,Premier League,1,,,,11',,182894,,,
13,GB1,29,2019,Premier League,2,,,,135',,182894,,,
14,L1,39,2018,Bundesliga,31,3,,,2.674',,182894,2,1,
15,DFB,39,2018,DFB-Pokal,2,,,,195',,182894,,,
16,L1,39,2017,Bundesliga,30,4,,,2.590',,182894,1,3,
17,DFB,39,2017,DFB-Pokal,1,,,,120',,182894,,,
18,L1,39,2016,Bundesliga,25,2,,,1.823',1,182894,,,2
19,EL,39,2016,Europa League,5,,,,422',,182894,,,
20,DFB,39,2016,DFB-Pokal,1,,,,90',,182894,,,
21,FR2,826,2015,Ligue 2,26,3,,,2.236',,182894,1,1,
22,CN2A,8152,2015,CFA - Grp. A,2,,,,180',,182894,,,
23,FR1,826,2014,Ligue 1,33,3,,,2.715',,182894,,,1
24,FRC,826,2014,Coupe de France,1,,,,90',,182894,,,
25,FRL,826,2014,Coupe de la Ligue,1,,,,90',,182894,,,
26,FR2,826,2013,Ligue 2,30,2,,,1.884',1,182894,2,1,
27,FRC,826,2013,Coupe de France,4,,,,379',,182894,1,,
28,FRL,826,2013,Coupe de la Ligue,2,1,,,196',,182894,,,1
29,FR2,826,2012,Ligue 2,2,,,,118',,182894,,,
0,GB1,29,2023,Premier League,7,2,,,245',,221025,1,,
1,FAC,29,2023,FA Cup,2,,,,78',,221025,1,,
2,GB21,9261,2023,Premier League 2,2,1,,,107',,221025,,,
3,FR1,1082,2022,Ligue 1,26,6,,,1.628',,221025,3,2,
4,FRC,1082,2022,Coupe de France,1,,,,90',,221025,,,
5,GB1,29,2022,Premier League,,,,,,,221025,,,
6,GB1,29,2021,Premier League,14,3,,,617',,221025,,1,
7,FAC,29,2021,FA Cup,3,2,,,268',,221025,1,,
8,CGB,29,2021,EFL Cup,2,1,,,61',,221025,,1,
9,GB1,29,2020,Premier League,28,3,,,1.569',,221025,,1,
10,FAC,29,2020,FA Cup,3,1,,,295',,221025,,1,
11,CGB,29,2020,EFL Cup,1,,,,58',,221025,,,
12,GB1,29,2019,Premier League,19,6,,,1.460',,221025,,1,
13,CGB,29,2019,EFL Cup,1,,,,90',,221025,,,
14,GB1,29,2018,Premier League,27,7,,,1.986',,221025,1,1,
15,FAC,29,2018,FA Cup,2,,,,134',,221025,,1,
16,ES1,131,2017,LaLiga,16,1,,,628',,221025,,,
17,CL,131,2017,Champions League,9,1,,,170',,221025,,,
18,CDR,131,2017,Copa del Rey,5,1,,,315',,221025,,1,
19,SUC,131,2017,Supercopa,1,,,,72',,221025,,,
