,competitionID,clubID,seasonID,competitionName,appearances,yellowCards,goalsConceded,cleanSheets,minutesPlayed,redCards,secondYellowCards,goals,id,assists
27,L1,33,2015,Bundesliga,25,5,,,1.993',,,1,153084,4
28,EL,33,2015,Europa League,7,1,,,565',,,,153084,1
29,DFB,33,2015,DFB-Pokal,2,,,,180',,,1,153084,
30,L1,33,2014,Bundesliga,10,1,,,380',,,,153084,
31,CL,33,2014,Champions League,1,,,,33',,,,153084,
32,RLW3,34,2014,Regionalliga West,1,,,,45',,,,153084,
33,L1,33,2013,Bundesliga,25,1,,,1.489',,,4,153084,1
34,CL,33,2013,Champions League,4,,,,47',,,,153084,
35,DFB,33,2013,DFB-Pokal,2,,,,21',,,1,153084,
36,CLQ,33,2013,Champions League Qu.,1,,,,13',,,,153084,
37,L2,80,2012,2. Bundesliga,32,1,,,2.772',,,4,153084,5
38,DFB,80,2012,DFB-Pokal,4,,,,360',,,,153084,3
39,AJ2,3862,2011,U19-Bundesliga West,15,1,,,1.220',,,11,153084,2
40,BJ2,21085,2011,U17-Bundesliga West,7,,,,630',,,6,153084,
41,BJ2,21085,2010,U17-Bundesliga West,23,,,,2.057',,,11,153084,3
0,GB1,31,2023,Premier League,21,,,,904',,,,478573,
1,FAC,31,2023,FA Cup,2,1,,,121',,,1,478573,
2,CGB,31,2023,EFL Cup,5,,,,247',,,,478573,1
3,EL,31,2023,Europa League,5,,,,349',,,2,478573,1
4,L1,27,2023,Bundesliga,1,1,,,9',,,,478573,
5,DFL,27,2023,DFL-Supercup,,,,,,,,,478573,
6,L1,27,2022,Bundesliga,24,1,,,559',,,,478573,
7,CL,27,2022,Champions League,6,,,,250',,,,478573,
8,DFB,27,2022,DFB-Pokal,2,,,,106',,,1,478573,1
9,DFL,27,2022,DFL-Supercup,1,,,,22',,,,478573,
10,NL1,610,2021,Eredivisie,30,4,,,2.213',,,2,478573,5
11,NLP,610,2021,KNVB Beker,3,1,,,196',,,1,478573,
12,CL,610,2021,Champions League,8,1,,,703',,,,478573,1
13,NLSC,610,2021,Johan Cruijff Schaal,1,,,,90',,,,478573,
14,NL1,610,2020,Eredivisie,32,3,,,2.615',,,3,478573,5
15,NLP,610,2020,KNVB Beker,4,2,,,352',,,1,478573,
16,EL,610,2020,Europa League,5,,,,450',,,,478573,1
17,CL,610,2020,Champions League,6,,,,529',,1,1,478573,
18,NL1,610,2019,Eredivisie,9,1,,,480',,,2,478573,1
19,NLP,610,2019,KNVB Beker,2,,,,167',,,1,478573,
20,EL,610,2019,Europa League,1,,,,75',,,,478573,
21,NL2,8817,2019,Keuken Kampioen Divisie,17,3,,,1.503',,,6,478573,4
22,NL2,8817,2018,Keuken Kampioen Divisie,27,2,,,2.332',,,2,478573,9
23,NL1,610,2018,Eredivisie,1,,,,7',,,,478573,
24,NLP,610,2018,KNVB Beker,1,,,,90',,,1,478573,
25,19YL,41580,2018,UEFA Youth League,3,,,,270',,,1,478573,
26,NLAJ,2824,2017,U19 Eredivisie,9,,,,681',,,2,478573,3
27,19YL,41580,2017,UEFA Youth League,4,,,,129',,,1,478573,1
28,NLBJ,51645,2017,U17 Div. 1 Spring,1,,,,90',,,1,478573,
29,NLJV,2824,2017,Preliminary round U19 Eredivisie,4,,,,218',,,,478573,
30,NLVB,51645,2017,Prelim. U17,7,,,,609',,,6,478573,
31,NLBJ,51645,2016,U17 Div. 1 Spring,13,,,,1.038',,,4,478573,2
0,CL,16,2023,Champions League,7,,,,485',,,,106987,3
1,L1,16,2023,Bundesliga,20,3,,,1.604',1,,2,106987,2
2,DFB,16,2023,DFB-Pokal,3,,,,142',,,1,106987,1
3,GB1,985,2022,Premier League,11,1,,,627',,,,106987,1
4,FAC,985,2022,FA Cup,3,,,,206',,,1,106987,
5,EL,985,2022,Europa League,3,,,,188',,,2,106987,
6,CGB,985,2022,EFL Cup,1,,,,20',,,,106987,
7,L1,27,2022,Bundesliga,15,2,,,624',,,1,106987,1
8,CL,27,2022,Champions League,6,3,,,278',,,,106987,
9,DFB,27,2022,DFB-Pokal,2,,,,15',,,,106987,
10,DFL,27,2022,DFL-Supercup,1,,,,90',,,,106987,
11,L1,27,2021,Bundesliga,25,,,,896',,,1,106987,1
12,CL,27,2021,Champions League,5,1,,,132',,,,106987,
13,DFB,27,2021,DFB-Pokal,,,,,,,,,106987,
14,L1,23826,2021,Bundesliga,2,1,,,48',,,,106987,
15,L1,23826,2020,Bundesliga,27,8,,,2.029',,,8,106987,4
16,DFB,23826,2020,DFB-Pokal,5,,,,373',,,1,106987,2
17,CL,23826,2020,Champions League,7,2,,,567',,,,106987,1
18,CL,23826,2019,Champions League,9,2,,,807',,,4,106987,3
19,L1,23826,2019,Bundesliga,32,4,,,2.506',,,9,106987,8
20,DFB,23826,2019,DFB-Pokal,3,,,,245',,,3,106987,
21,DFB,23826,2018,DFB-Pokal,5,,,,480',,,,106987,
22,L1,23826,2018,Bundesliga,30,9,,,2.353',,,4,106987,5
23,EL,23826,2018,Europa League,5,1,,,272',,,,106987,1
24,ELQ,23826,2018,Europa League Qualifying,3,1,,,182',,,1,106987,
25,EL,23826,2017,Europa League,5,1,,,261',,,,106987,
26,L1,23826,2017,Bundesliga,22,4,,,1.791',,,3,106987,6
27,CL,23826,2017,Champions League,5,1,,,395',,,,106987,3
28,DFB,23826,2017,DFB-Pokal,2,,,,170',,,2,106987,
29,L1,23826,2016,Bundesliga,32,3,,,2.601',,,8,106987,4
30,DFB,23826,2016,DFB-Pokal,1,,,,117',,,1,106987,
31,L2,23826,2015,2. Bundesliga,32,4,,,2.782',,,8,106987,5
32,DFB,23826,2015,DFB-Pokal,2,,,,134',,,,106987,
33,ofb,409,2014,ÖFB-Cup,6,,,,435',,,7,106987,5
34,A1,409,2014,Bundesliga,33,4,,,2.321',1,,19,106987,16
35,EL,409,2014,Europa League,8,2,,,516',,,1,106987,
36,CLQ,409,2014,Champions League Qu.,4,,,,181',,,,106987,
37,A1,170,2013,Bundesliga,29,7,,,2.344',,,7,106987,4
38,EL,170,2013,Europa League,6,,,,472',,,1,106987,1
39,ELQ,170,2013,Europa League Qualifying,4,,,,182',,,1,106987,
40,ofb,170,2013,ÖFB-Cup,1,,,,120',,,,106987,
41,A1,170,2012,Bundesliga,16,2,,,1.049',,,3,106987,3
42,ofb,170,2012,ÖFB-Cup,1,,,,90',,,,106987,
43,A1,503,2012,Bundesliga,17,1,,,1.450',,,3,106987,3
44,ofb,503,2012,ÖFB-Cup,2,,,,128',,,,106987,
45,ELQ,503,2012,Europa League Qualifying,4,,,,352',,,,106987,2
46,A1,503,2011,Bundesliga,20,2,,,1.252',,,5,106987,3
47,ATRO,4375,2011,Regional League East,12,2,,,937',1,,6,106987,
48,ofb,503,2011,ÖFB-Cup,1,,,,16',,,,106987,
49,ofb,4375,2011,ÖFB-Cup,1,,,,90',,,,106987,
50,ATRO,4375,2010,Regional League East,22,3,,,1.782',,,9,106987,
51,A2,503,2010,Erste Liga,8,,,,118',,,2,106987,
52,ofb,4375,2010,ÖFB-Cup,1,,,,60',,,,106987,
53,ATRO,4375,2009,Regional League East,6,2,,,335',,,,106987,
54,JGD,9699,2009,ÖFB Jugendliga U19 (- 2010),5,,,,373',,,5,106987,
0,L1,27,2023,Bundesliga,22,2,,,1.651',,,10,580195,6
1,CL,27,2023,Champions League,7,1,,,529',,,2,580195,1
2,DFB,27,2023,DFB-Pokal,2,,,,120',,,,580195,
3,DFL,27,2023,DFL-Supercup,1,,,,90',,,,580195,
4,L1,27,2022,Bundesliga,33,1,,,2.209',,,12,580195,13
5,CL,27,2022,Champions League,9,,,,532',,,,580195,2
6,DFB,27,2022,DFB-Pokal,4,1,,,223',,,3,580195,
7,DFL,27,2022,DFL-Supercup,1,,,,60',,,1,580195,1
8,L1,27,2021,Bundesliga,30,2,,,1.453',,,5,580195,5
9,CL,27,2021,Champions League,8,,,,449',,,1,580195,
10,DFB,27,2021,DFB-Pokal,1,,,,61',,,2,580195,1
11,DFL,27,2021,DFL-Supercup,1,,,,17',,,,580195,
12,L1,27,2020,Bundesliga,26,,,,869',,,6,580195,1
13,CL,27,2020,Champions League,6,,,,233',,,1,580195,
14,KLUB,27,2020,Club World Cup,2,,,,29',,,,580195,
15,DFB,27,2020,DFB-Pokal,2,,,,164',,,,580195,
16,L3,28,2020,3. Liga,2,,,,156',,,,580195,
17,DFL,27,2020,DFL-Supercup,1,,,,7',,,,580195,
18,USC,27,2020,UEFA Super Cup,,,,,,,,,580195,
19,CL,27,2019,Champions League,,,,,,,,,580195,
20,L3,28,2019,3. Liga,8,,,,244',,,2,580195,
21,L1,27,2019,Bundesliga,1,,,,2',,,,580195,
22,AJ3,1462,2019,U19-Bundesliga S/SW,6,,,,422',,,,580195,1
23,19YL,41585,2019,UEFA Youth League,2,,,,148',,,,580195,
24,BJ3,21058,2019,U17-Bundesliga South/Southwest,12,,,,960',,,6,580195,2
25,GB18,6918,2018,U18 Premier League,2,,,,149',,,,580195,
26,GB18,6918,2017,U18 Premier League,1,,,,73',,,,580195,
0,L2,64,2023,2. Bundesliga,21,1,,,1.177',,,4,900909,3
1,RLB3,28,2023,Regionalliga Bayern,3,1,,,227',,,1,900909,
2,RLB3,28,2022,Regionalliga Bayern,5,1,,,437',,,,900909,1
3,CL,27,2022,Champions League,2,,,,34',,,,900909,
4,AJ3,1462,2022,U19-Bundesliga S/SW,6,1,,,487',,,2,900909,4
5,L1,27,2022,Bundesliga,2,1,,,23',,,,900909,
6,DFB,27,2022,DFB-Pokal,,,,,,,,,900909,
7,19YL,41585,2022,UEFA Youth League,3,1,,,270',,,1,900909,2
8,AJ3,1462,2021,U19-Bundesliga S/SW,12,1,,,854',,,2,900909,2
9,CL,27,2021,Champions League,,,,,,,,,900909,
10,L1,27,2021,Bundesliga,4,,,,35',,,,900909,
11,DFBJ,1462,2021,DFB-Pokal der Junioren,4,1,,,241',,,,900909,1
12,19YL,41585,2021,UEFA Youth League,3,,,,185',,,,900909,
13,BJ3,21058,2021,U17-Bundesliga South/Southwest,2,,,,140',,,1,900909,1
0,L1,27,2023,Bundesliga,16,1,,,1.073',,,3,243714,3
1,CL,27,2023,Champions League,6,,,,425',,,2,243714,
2,DFB,27,2023,DFB-Pokal,2,,,,120',,,,243714,
3,DFL,27,2023,DFL-Supercup,1,,,,44',,,,243714,
4,L1,27,2022,Bundesliga,24,,,,1.416',,1,8,243714,6
5,CL,27,2022,Champions League,7,,,,538',,,1,243714,1
6,DFB,27,2022,DFB-Pokal,3,,,,186',,,,243714,
7,DFL,27,2022,DFL-Supercup,1,,,,30',,,,243714,
8,L1,27,2021,Bundesliga,21,1,,,1.369',1,,6,243714,3
9,CL,27,2021,Champions League,9,1,,,632',,,2,243714,3
10,DFB,27,2021,DFB-Pokal,1,,,,35',,,,243714,
11,DFL,27,2021,DFL-Supercup,1,,,,49',,,,243714,
12,L1,27,2020,Bundesliga,29,1,,,1.762',,,5,243714,12
13,CL,27,2020,Champions League,7,1,,,550',,,3,243714,3
14,KLUB,27,2020,Club World Cup,2,,,,152',,,,243714,
15,DFL,27,2020,DFL-Supercup,1,,,,54',,,,243714,
16,CL,27,2019,Champions League,9,,,,552',,,3,243714,1
17,DFB,27,2019,DFB-Pokal,4,,,,286',,,1,243714,2
18,L1,27,2019,Bundesliga,24,2,,,1.506',,,4,243714,4
19,DFL,27,2019,DFL-Supercup,1,,,,90',,,,243714,
20,DFB,27,2018,DFB-Pokal,5,,,,379',,,2,243714,1
21,L1,27,2018,Bundesliga,21,2,,,1.387',,,6,243714,5
22,CL,27,2018,Champions League,3,,,,130',,,1,243714,
23,DFL,27,2018,DFL-Supercup,1,,,,32',,,1,243714,1
24,DFB,27,2017,DFB-Pokal,5,1,,,280',,,2,243714,1
25,L1,27,2017,Bundesliga,21,,,,1.148',,,3,243714,4
26,CL,27,2017,Champions League,6,,,,388',,,2,243714,3
27,DFL,27,2017,DFL-Supercup,1,,,,53',,,,243714,
28,L1,27,2016,Bundesliga,19,1,,,913',,,2,243714,1
29,CL,27,2016,Champions League,2,1,,,34',,,,243714,
30,DFB,27,2016,DFB-Pokal,3,1,,,114',,,,243714,
31,DFL,27,2016,DFL-Supercup,1,,,,25',,,,243714,
32,DFB,27,2015,DFB-Pokal,4,1,,,236',,,,243714,
33,L1,27,2015,Bundesliga,23,,,,1.690',,,4,243714,6
34,CL,27,2015,Champions League,8,,,,426',,,2,243714,6
35,IT1,506,2015,Serie A,1,,,,64',,,,243714,
36,SCI,506,2015,Supercoppa Italiana,1,,,,62',,,,243714,
37,CL,506,2014,Champions League,2,,,,2',,,,243714,
38,IT1,506,2014,Serie A,14,,,,489',,,,243714,2
39,CIT,506,2014,Italy Cup,4,,,,153',,,1,243714,
40,SCI,506,2014,Supercoppa Italiana,,,,,,,,,243714,
41,FR1,583,2013,Ligue 1,2,,,,36',,,,243714,
42,19YL,41587,2013,UEFA Youth League,6,,,,502',,,1,243714,
43,FRL,583,2013,Coupe de la Ligue,,,,,,,,,243714,
44,CL,583,2013,Champions League,,,,,,,,,243714,
45,FRCH,583,2013,Trophée des Champions,1,,,,16',,,,243714,
46,FRC,583,2012,Coupe de France,,,,,,,,,243714,
47,FR1,583,2012,Ligue 1,1,,,,3',,,,243714,
0,SA1,18544,2023,Saudi Pro League,26,2,,,2.193',,,10,200512,6
1,AFCL,18544,2023,AFC Champions League,7,1,,,655',,,1,200512,2
2,SAKC,18544,2023,King's Cup,3,,,,289',,,3,200512,1
3,ACLQ,18544,2023,AFC CL-Qualification,1,,,,90',,,,200512,
4,L1,27,2022,Bundesliga,25,2,,,1.431',,,7,200512,5
5,CL,27,2022,Champions League,9,,,,551',,,3,200512,1
6,DFB,27,2022,DFB-Pokal,3,1,,,132',,,1,200512,
7,DFL,27,2022,DFL-Supercup,1,,,,90',,,1,200512,
8,CL,31,2021,Champions League,13,2,,,822',,,5,200512,1
9,GB1,31,2021,Premier League,34,5,,,2.825',,,16,200512,3
10,FAC,31,2021,FA Cup,3,1,,,211',,,2,200512,
11,CGB,31,2021,EFL Cup,1,,,,80',,,,200512,
12,GB1,31,2020,Premier League,35,3,,,2.812',,,11,200512,8
13,CL,31,2020,Champions League,10,2,,,715',,,3,200512,1
14,FAC,31,2020,FA Cup,2,1,,,102',,,2,200512,
15,GBCS,31,2020,Community Shield,1,,,,90',,,,200512,
16,GB1,31,2019,Premier League,35,3,,,2.755',,,18,200512,9
17,CL,31,2019,Champions League,8,2,,,630',,,2,200512,2
18,FAC,31,2019,FA Cup,1,1,,,90',,,,200512,
19,KLUB,31,2019,Club World Cup,2,1,,,142',,,,200512,1
20,USC,31,2019,UEFA Super Cup,1,,,,103',,,2,200512,
21,CL,31,2018,Champions League,13,2,,,1.152',,,4,200512,3
22,GB1,31,2018,Premier League,36,2,,,3.086',,,22,200512,2
23,FAC,31,2018,FA Cup,,,,,,,,,200512,
24,CGB,31,2018,EFL Cup,1,,,,71',,,,200512,
25,CL,31,2017,Champions League,11,2,,,940',,,10,200512,1
26,GB1,31,2017,Premier League,29,3,,,2.208',1,,10,200512,7
27,FAC,31,2017,FA Cup,2,,,,155',,,,200512,
28,CLQ,31,2017,Champions League Qu.,2,,,,177',,,,200512,1
29,GB1,31,2016,Premier League,27,4,,,2.247',,,13,200512,6
30,CGB,31,2016,EFL Cup,2,,,,180',,,,200512,2
31,GB1,180,2015,Premier League,37,4,,,2.606',1,1,11,200512,7
32,FAC,180,2015,FA Cup,1,1,,,90',,,,200512,
33,CGB,180,2015,League Cup,2,,,,155',,,3,200512,
34,ELQ,180,2015,Europa League Qualifying,3,,,,265',,,1,200512,2
35,GB1,180,2014,Premier League,30,5,,,2.135',,,10,200512,4
36,CGB,180,2014,League Cup,2,1,,,143',,,,200512,1
37,A1,409,2014,Bundesliga,4,,,,295',,1,2,200512,4
38,CLQ,409,2014,Champions League Qu.,3,,,,259',,,,200512,
39,ofb,409,2014,ÖFB-Cup,1,,,,90',,,1,200512,
40,A1,409,2013,Bundesliga,33,6,,,2.521',1,,13,200512,13
41,ofb,409,2013,ÖFB-Cup,4,,,,345',,,5,200512,2
42,EL,409,2013,Europa League,9,1,,,713',,1,4,200512,3
43,ELQ,409,2013,Europa League Qualifying,2,,,,152',,,1,200512,
44,CLQ,409,2013,Champions League Qu.,2,1,,,172',,,,200512,
45,A1,409,2012,Bundesliga,26,6,,,2.123',,1,16,200512,9
46,ofb,409,2012,ÖFB-Cup,3,1,,,270',,,3,200512,1
47,FRL,347,2012,Coupe de la Ligue,1,,,,88',,,,200512,
48,FR3,347,2012,Championnat National,3,,,,202',,,1,200512,
49,FR2,347,2011,Ligue 2,19,4,,,1.171',,,1,200512,1
0,L1,27,2023,Bundesliga,23,2,,,555',,,5,801734,3
1,CL,27,2023,Champions League,8,,,,139',,,2,801734,1
2,DFB,27,2023,DFB-Pokal,2,,,,180',,,1,801734,
3,DFL,27,2023,DFL-Supercup,1,,,,64',,,,801734,
4,L1,27,2022,Bundesliga,22,2,,,397',,,5,801734,
5,CL,27,2022,Champions League,5,,,,140',,,,801734,
6,DFB,27,2022,DFB-Pokal,1,,,,63',,,1,801734,
7,FR1,273,2021,Ligue 1,7,,,,49',,,,801734,
8,FRYC,7874,2021,Coupe Gambardella,2,,,,180',,,3,801734,
9,UCOL,273,2021,Conference League,2,,,,15',,,,801734,
10,C3BR,8154,2021,N3 - Bretagne,6,,,,540',,,6,801734,
11,FRC,273,2021,Coupe de France,1,,,,15',,,,801734,
12,ECLQ,273,2021,UECL Qualifiers,,,,,,,,,801734,
13,19YL,76794,2019,UEFA Youth League,1,,,,7',,,,801734,
0,KRC,419,2023,Hrvatski nogometni kup,2,,,,118',,,1,604327,
1,KR1,419,2023,SuperSport HNL,19,2,,,876',,,4,604327,3
2,UCOL,419,2023,Conference League,9,1,,,489',,,1,604327,
3,NL1,499,2022,Eredivisie,25,1,,,1.217',,,4,604327,
4,L1,27,2022,Bundesliga,1,,,,18',,,,604327,1
5,RLB3,28,2022,Regionalliga Bayern,3,,,,270',,,,604327,
6,L1,27,2021,Bundesliga,3,,,,33',,,,604327,
7,RLB3,28,2021,Regionalliga Bayern,30,2,,,2.433',,,21,604327,10
8,CL,27,2021,Champions League,,,,,,,,,604327,
9,AJ3,1462,2020,U19-Bundesliga S/SW,4,1,,,237',,,,604327,2
10,DFBJ,1462,2020,DFB-Pokal der Junioren,1,,,,29',,,1,604327,
11,BJ3,21058,2019,U17-Bundesliga South/Southwest,16,,,,695',,,3,604327,
0,IT1,8970,2023,Serie A,14,1,,,461',,,1,744728,1
1,CIT,8970,2023,Italy Cup,2,1,,,123',,,1,744728,
2,RLB3,28,2023,Regionalliga Bayern,2,,,,162',,,1,744728,1
3,L1,27,2022,Bundesliga,1,,,,13',,,,744728,
4,RLB3,28,2022,Regionalliga Bayern,9,1,,,666',1,,3,744728,4
5,CL,27,2022,Champions League,,,,,,,,,744728,
6,AJ3,1462,2022,U19-Bundesliga S/SW,11,2,,,925',,1,13,744728,3
7,19YL,41585,2022,UEFA Youth League,5,1,,,424',,,3,744728,2
8,AJ3,1462,2021,U19-Bundesliga S/SW,16,2,,,965',,,5,744728,9
9,DFBJ,1462,2021,DFB-Pokal der Junioren,4,1,,,253',,,2,744728,3
10,L1,27,2021,Bundesliga,,,,,,,,,744728,
11,19YL,41585,2021,UEFA Youth League,5,,,,307',,,,744728,2
12,BJ3,21058,2021,U17-Bundesliga South/Southwest,2,,,,177',,,3,744728,1
13,BJ3,21058,2020,U17-Bundesliga South/Southwest,5,1,,,344',,,2,744728,2
14,BJ3,21058,2019,U17-Bundesliga South/Southwest,4,1,,,334',,,,744728,1
0,L1,27,2023,Bundesliga,26,4,,,2.119',,,8,192565,11
1,CL,27,2023,Champions League,8,1,,,612',,,1,192565,1
2,DFB,27,2023,DFB-Pokal,2,,,,67',,,,192565,
3,DFL,27,2023,DFL-Supercup,1,,,,90',,,,192565,
4,L1,27,2022,Bundesliga,32,4,,,2.007',,,8,192565,7
5,CL,27,2022,Champions League,8,,,,558',,,4,192565,2
6,DFB,27,2022,DFB-Pokal,3,,,,188',,,1,192565,1
7,DFL,27,2022,DFL-Supercup,1,1,,,12',,,1,192565,
8,L1,27,2021,Bundesliga,32,3,,,1.979',,,7,192565,7
9,CL,27,2021,Champions League,10,,,,799',,,6,192565,6
10,DFB,27,2021,DFB-Pokal,2,,,,158',,,1,192565,2
11,DFL,27,2021,DFL-Supercup,1,1,,,41',,,,192565,
12,L1,27,2020,Bundesliga,32,2,,,1.804',,,6,192565,10
13,CL,27,2020,Champions League,8,1,,,578',,,3,192565,1
14,KLUB,27,2020,Club World Cup,2,,,,101',,,,192565,1
15,DFB,27,2020,DFB-Pokal,1,,,,74',,,1,192565,
16,USC,27,2020,UEFA Super Cup,1,,,,70',,,,192565,
17,FAC,281,2019,FA Cup,,,,,,,,,192565,
18,GB1,281,2019,Premier League,1,,,,11',,,,192565,
19,GB21,9265,2019,Premier League 2,1,,,,57',,,,192565,
20,GBCS,281,2019,Community Shield,1,,,,13',,,,192565,
21,FAC,281,2018,FA Cup,4,,,,197',,,2,192565,1
22,GB1,281,2018,Premier League,31,1,,,1.867',,,10,192565,11
23,CL,281,2018,Champions League,8,,,,395',,,4,192565,4
24,CGB,281,2018,EFL Cup,3,,,,190',,,,192565,2
25,GBCS,281,2018,Community Shield,1,,,,45',,,,192565,
26,GB1,281,2017,Premier League,32,4,,,2.424',,,10,192565,15
27,CL,281,2017,Champions League,9,,,,653',,,,192565,2
28,CGB,281,2017,EFL Cup,5,1,,,361',,,3,192565,1
29,FAC,281,2017,FA Cup,3,,,,180',,,1,192565,1
30,GB1,281,2016,Premier League,26,4,,,1.787',,,5,192565,5
31,FAC,281,2016,FA Cup,5,1,,,376',,,2,192565,1
32,CL,281,2016,Champions League,4,,,,281',,,2,192565,2
33,CGB,281,2016,EFL Cup,2,,,,153',,,,192565,
34,L1,33,2015,Bundesliga,33,4,,,2.314',,,8,192565,6
35,EL,33,2015,Europa League,7,1,,,547',,,1,192565,1
36,DFB,33,2015,DFB-Pokal,2,,,,64',,,,192565,
37,AJ,1463,2014,U19-Bundesliga Endrunde,1,,,,53',,,,192565,
38,L1,33,2014,Bundesliga,13,,,,608',,,3,192565,1
39,AJ2,1463,2014,U19-Bundesliga West,7,3,,,495',,,2,192565,1
40,CL,33,2014,Champions League,1,,,,61',,,1,192565,
41,19YL,41574,2014,UEFA Youth League,4,,,,351',,,3,192565,1
42,DFBJ,1463,2014,DFB-Jun.-Pokal,1,1,,,90',,,,192565,
43,AJ,1463,2013,U19-Bundesliga Endrunde,2,,,,180',,,,192565,
44,AJ2,1463,2013,U19-Bundesliga West,23,1,,,1.642',,,10,192565,10
45,DFBJ,1463,2013,DFB-Jun.-Pokal,4,,,,400',,,2,192565,2
46,L1,33,2013,Bundesliga,1,,,,13',,,,192565,
47,19YL,41574,2013,UEFA Youth League,8,2,,,675',,,1,192565,3
48,AJ,1463,2012,U19-Bundesliga Endrunde,1,,,,7',,,,192565,
49,BJ,21061,2012,U17-Bundesliga Endrunde,2,,,,136',,,,192565,
50,BJ2,21061,2012,U17-Bundesliga West,14,,,,766',,,1,192565,2
51,BJ2,21061,2011,U17-Bundesliga West,16,,,,444',,,1,192565,1
0,L1,27,2023,Bundesliga,8,,,,302',,,2,159471,
1,CL,27,2023,Champions League,4,,,,92',,,1,159471,
2,DFB,27,2023,DFB-Pokal,2,,,,41',,,,159471,
3,DFL,27,2023,DFL-Supercup,1,,,,90',,,,159471,
4,L1,27,2022,Bundesliga,34,,,,1.940',,,14,159471,6
5,CL,27,2022,Champions League,8,,,,337',,,2,159471,3
6,DFB,27,2022,DFB-Pokal,4,,,,217',,,,159471,2
7,DFL,27,2022,DFL-Supercup,1,,,,78',,,1,159471,1
8,L1,27,2021,Bundesliga,34,,,,2.189',,,14,159471,5
9,CL,27,2021,Champions League,8,,,,390',,,3,159471,1
10,DFB,27,2021,DFB-Pokal,2,,,,96',,,,159471,2
11,DFL,27,2021,DFL-Supercup,1,,,,73',,,,159471,1
12,L1,27,2020,Bundesliga,27,4,,,1.655',,,10,159471,5
13,CL,27,2020,Champions League,6,1,,,359',,,,159471,1
14,KLUB,27,2020,Club World Cup,2,,,,126',,,,159471,1
15,DFB,27,2020,DFB-Pokal,1,,,,90',,,1,159471,
16,DFL,27,2020,DFL-Supercup,1,,,,36',,,,159471,
17,USC,27,2020,UEFA Super Cup,1,,,,120',,,,159471,
18,CL,27,2019,Champions League,10,2,,,766',,,9,159471,2
19,DFB,27,2019,DFB-Pokal,5,,,,377',,,2,159471,1
20,L1,27,2019,Bundesliga,31,,,,2.203',,,12,159471,11
21,DFB,27,2018,DFB-Pokal,5,,,,324',,,3,159471,
22,L1,27,2018,Bundesliga,30,,,,1.770',,,10,159471,7
23,CL,27,2018,Champions League,7,1,,,447',,,,159471,2
24,L1,533,2017,Bundesliga,22,,,,1.519',,,10,159471,7
25,EL,533,2017,Europa League,1,,,,44',,,,159471,
26,RLSW,983,2017,Regionalliga Südwest,1,,,,83',,,,159471,1
27,CLQ,533,2017,Champions League Qu.,2,,,,126',,,,159471,
28,DFB,533,2017,DFB-Pokal,1,1,,,34',,,,159471,
29,L1,86,2016,Bundesliga,27,1,,,1.970',,,11,159471,2
30,E21P,9249,2015,U21 PL Playoffs,1,,,,90',,,,159471,
31,GB21,9249,2015,U21 PL,5,,,,437',,,2,159471,
32,GB21,29990,2015,U21 PL,3,,,,219',,,,159471,1
33,GB1,984,2015,Premier League,1,,,,12',,,,159471,
34,CGB,984,2015,League Cup,2,,,,125',,,,159471,
35,GB21,9249,2014,U21 PL,8,,,,667',,,3,159471,2
36,GB1,11,2013,Premier League,9,,,,464',,,1,159471,1
37,19YL,41571,2013,UEFA Youth League,3,,,,234',,,4,159471,
38,CL,11,2013,Champions League,2,,,,14',,,,159471,
39,FAC,11,2013,FA Cup,2,,,,180',,,,159471,1
40,GB21,9249,2013,U21 PL,2,,,,152',,,2,159471,2
41,CGB,11,2013,League Cup,1,,,,120',,,,159471,
42,CLQ,11,2013,Champions League Qu.,,,,,,,,,159471,
43,GBEG,9249,2012,U21 PL Elite Group,10,,,,690',,,1,159471,1
44,GB21,9249,2012,U21 PL,6,,,,459',,,2,159471,1
45,CGB,11,2012,League Cup,2,,,,80',,,,159471,
46,CL,11,2012,Champions League,1,,,,7',,,,159471,
47,GB1,11,2012,Premier League,1,,,,7',,,,159471,
48,GBR,9249,2011,Reserve League,6,,,,473',,,2,159471,2
49,BJ,21084,2010,U17-Bundesliga Endrunde,1,,,,46',,,,159471,
50,BJ3,21084,2010,U17-Bundesliga South/Southwest,11,,,,606',,,3,159471,1
0,L1,167,2023,Bundesliga,,,,,,,,,146714,
1,DFB,167,2023,DFB-Pokal,,,,,,,,,146714,
2,L1,167,2022,Bundesliga,11,,22,1,990',,,,146714,
3,DFB,167,2022,DFB-Pokal,1,,5,,90',,,,146714,
4,L1,167,2021,Bundesliga,,,,,,,,,146714,
5,DFB,167,2021,DFB-Pokal,,,,,,,,,146714,
6,L1,167,2020,Bundesliga,,,,,,,,,146714,
7,DFB,167,2020,DFB-Pokal,,,,,,,,,146714,
8,L1,167,2019,Bundesliga,24,2,51,4,2.160',,,,146714,
9,DFB,167,2019,DFB-Pokal,1,,2,,90',,,,146714,
10,FRCH,273,2019,Trophée des Champions,1,,2,,90',,,,146714,
11,FR1,273,2018,Ligue 1,33,1,48,9,2.924',,,,146714,
12,FRC,273,2018,Coupe de France,6,,7,2,600',,,,146714,
13,EL,273,2018,Europa League,7,,12,1,630',,,,146714,
14,FRL,273,2018,Coupe de la Ligue,2,,2,,210',,,,146714,
15,FR1,273,2017,Ligue 1,34,,36,10,3.060',,,,146714,
