,competitionID,clubID,seasonID,competitionName,appearances,yellowCards,goalsConceded,cleanSheets,minutesPlayed,redCards,secondYellowCards,goals,id,assists
6,CL,610,2022,Champions League,5,,,,410',,,,12282,
7,NLSC,610,2022,Johan Cruijff Schaal,1,,,,90',,,,12282,
8,NL1,610,2021,Eredivisie,34,2,,,2.816',,,1,12282,2
9,NLP,610,2021,KNVB Beker,3,1,,,255',,,,12282,
10,CL,610,2021,Champions League,8,1,,,572',,,1,12282,1
11,NLSC,610,2021,Johan Cruijff Schaal,1,,,,74',,,,12282,
12,NL1,610,2020,Eredivisie,23,3,,,1.965',,,1,12282,1
13,EL,610,2020,Europa League,3,1,,,245',,,,12282,
14,NLP,610,2020,KNVB Beker,3,,,,225',,,,12282,1
15,CL,610,2020,Champions League,5,1,,,415',,,,12282,
16,NL1,610,2019,Eredivisie,20,2,,,1.744',,,,12282,1
17,NLP,610,2019,KNVB Beker,2,,,,103',,,,12282,
18,EL,610,2019,Europa League,2,1,,,180',,,,12282,
19,CL,610,2019,Champions League,5,1,,,428',,1,,12282,
20,CLQ,610,2019,Champions League Qu.,4,,,,360',,,,12282,
21,NLSC,610,2019,Johan Cruijff Schaal,1,,,,84',,,1,12282,
22,NL1,610,2018,Eredivisie,34,,,,2.973',,,5,12282,5
23,CL,610,2018,Champions League,12,2,,,1.080',,,,12282,
24,NLP,610,2018,KNVB Beker,5,,,,465',,,1,12282,
25,CLQ,610,2018,Champions League Qu.,6,,,,401',,,,12282,
26,GB1,985,2017,Premier League,7,,,,360',,,,12282,
27,FAC,985,2017,FA Cup,1,,,,90',,,,12282,
28,CGB,985,2017,EFL Cup,3,1,,,241',,,,12282,1
29,CL,985,2017,Champions League,6,1,,,540',,,1,12282,1
30,USC,985,2017,UEFA Super Cup,,,,,,,,,12282,
31,EL,985,2016,Europa League,11,1,,,971',,,,12282,
32,GB1,985,2016,Premier League,23,2,,,1.828',,,1,12282,2
33,FAC,985,2016,FA Cup,1,,,,90',,,,12282,
34,CGB,985,2016,EFL Cup,3,1,,,224',,,,12282,
35,GBCS,985,2016,Community Shield,1,,,,90',,,,12282,
36,FAC,985,2015,FA Cup,7,,,,660',,,1,12282,
37,GB1,985,2015,Premier League,35,2,,,3.116',,,1,12282,1
38,EL,985,2015,Europa League,4,1,,,360',,,,12282,
39,CL,985,2015,Champions League,6,,,,476',,,,12282,
40,CGB,985,2015,League Cup,2,,,,210',,,,12282,1
41,CLQ,985,2015,Champions League Qu.,2,,,,180',,,,12282,1
42,GB1,985,2014,Premier League,25,4,,,2.172',,,2,12282,3
43,FAC,985,2014,FA Cup,4,,,,356',,,,12282,
44,NL1,610,2014,Eredivisie,3,,,,198',,,,12282,1
45,NL1,610,2013,Eredivisie,29,5,,,2.509',,,1,12282,1
46,NLP,610,2013,KNVB Beker,6,1,,,553',,,,12282,
47,EL,610,2013,Europa League,2,1,,,180',,,,12282,
48,CL,610,2013,Champions League,6,1,,,528',,,,12282,
49,NL2,8817,2013,Jupiler League,1,,,,45',,,,12282,
50,NLSC,610,2013,Johan Cruijff Schaal,1,,,,105',,,,12282,
51,NL1,610,2012,Eredivisie,34,4,,,2.885',,,2,12282,2
52,NLP,610,2012,KNVB Beker,3,,,,270',,,,12282,
53,EL,610,2012,Europa League,2,,,,210',,,,12282,
54,CL,610,2012,Champions League,6,2,,,540',,,,12282,
55,NLSC,610,2012,Johan Cruijff Schaal,1,,,,90',,,,12282,
56,NL1,610,2011,Eredivisie,21,,,,1.525',,,,12282,1
57,NLBE,8817,2011,Beloften Eredivisie,5,,,,433',,,,12282,
58,EL,610,2011,Europa League,1,,,,9',,,,12282,
59,NLP,610,2011,KNVB Beker,1,,,,90',,,,12282,
60,CL,610,2011,Champions League,2,,,,113',,,,12282,
61,NLSC,610,2011,Johan Cruijff Schaal,1,,,,90',,,,12282,
62,NL1,610,2010,Eredivisie,10,,,,711',,,,12282,1
63,NLP,610,2010,KNVB Beker,4,1,,,261',,,,12282,2
64,EL,610,2010,Europa League,4,1,,,302',,,,12282,
65,CL,610,2010,Champions League,,,,,,,,,12282,
66,CLQ,610,2010,Champions League Qu.,,,,,,,,,12282,
67,PONL,202,2009,Play-Offs Conference League,2,,,,139',,,,12282,
68,NL1,202,2009,Eredivisie,17,,,,1.439',,,,12282,1
69,NLP,610,2009,KNVB Beker,,,,,,,,,12282,
70,NLP,8817,2009,KNVB Beker,1,1,,,120',,,,12282,
71,NL1,610,2008,Eredivisie,5,,,,131',,,,12282,
72,UEFA,610,2008,UEFA Cup,1,,,,44',,,,12282,
0,C1,257,2023,Super League,1,,,,7',,,,639580,
1,CHPR,9178,2023,Promotion League,1,,,,47',,,,639580,
2,SCC,257,2023,Swiss Cup,,,,,,,,,639580,
3,RLB3,28,2022,Regionalliga Bayern,23,2,,,1.907',,,2,639580,1
4,CL,27,2022,Champions League,,,,,,,,,639580,
5,19YL,41585,2022,UEFA Youth League,4,,,,360',,,,639580,
6,RLB3,28,2021,Regionalliga Bayern,14,2,,,596',,,1,639580,
7,DFBJ,1462,2021,DFB-Pokal der Junioren,4,,,,390',,,,639580,1
8,AJ3,1462,2021,U19-Bundesliga S/SW,12,1,,,1.075',,,,639580,
9,19YL,41585,2021,UEFA Youth League,4,2,,,360',,,1,639580,
10,BJ3,21058,2020,U17-Bundesliga South/Southwest,4,,,,251',,,,639580,
11,BJ3,21058,2019,U17-Bundesliga South/Southwest,10,2,,,804',,,,639580,
0,GB3,1071,2023,League One,26,4,,,1.789',,,1,567114,
1,GBFL,1071,2023,EFL Trophy,2,,,,108',,,1,567114,
2,FAC,1071,2023,FA Cup,2,,,,180',,,,567114,
3,CGB,1071,2023,EFL Cup,1,,,,90',,,,567114,
4,RLB3,28,2022,Regionalliga Bayern,20,5,,,1.696',,,1,567114,1
5,L1,27,2022,Bundesliga,,,,,,,,,567114,
6,RLB3,28,2021,Regionalliga Bayern,4,,,,233',,,,567114,1
7,AJ3,1462,2021,U19-Bundesliga S/SW,11,4,,,945',,,1,567114,1
8,DFBJ,1462,2021,DFB-Pokal der Junioren,2,1,,,101',,,,567114,
9,19YL,41585,2021,UEFA Youth League,2,,,,102',,,,567114,
10,BJ3,21058,2019,U17-Bundesliga South/Southwest,14,,,,1.138',,,2,567114,1
0,RLB3,28,2022,Regionalliga Bayern,10,4,,,708',,,,604322,
1,L1,27,2022,Bundesliga,,,,,,,,,604322,
2,CL,27,2022,Champions League,,,,,,,,,604322,
3,RLB3,28,2021,Regionalliga Bayern,12,,,,696',,,,604322,
4,AJ3,1462,2021,U19-Bundesliga S/SW,4,2,,,260',,,,604322,
5,DFBJ,1462,2021,DFB-Pokal der Junioren,2,,,,91',,,,604322,
6,19YL,41585,2021,UEFA Youth League,1,,,,90',,,,604322,
7,AJ3,1462,2020,U19-Bundesliga S/SW,3,,,,270',,,,604322,
8,DFBJ,1462,2020,DFB-Pokal der Junioren,1,,,,90',,,,604322,
9,BJ3,21058,2019,U17-Bundesliga South/Southwest,6,1,,,475',,,,604322,
10,BJ3,21058,2018,U17-Bundesliga South/Southwest,3,,,,57',,,,604322,
0,L1,27,2023,Bundesliga,22,,,,1.568',,,1,424204,3
1,CL,27,2023,Champions League,7,2,,,548',,,,424204,
2,DFB,27,2023,DFB-Pokal,2,,,,152',,,,424204,
3,DFL,27,2023,DFL-Supercup,1,,,,90',,,,424204,
4,L1,27,2022,Bundesliga,26,,,,2.046',,,1,424204,4
5,CL,27,2022,Champions League,9,1,,,601',,,,424204,2
6,DFB,27,2022,DFB-Pokal,2,,,,109',,,2,424204,1
7,DFL,27,2022,DFL-Supercup,1,,,,90',,,,424204,1
8,L1,27,2021,Bundesliga,22,3,,,1.743',,,,424204,4
9,CL,27,2021,Champions League,7,,,,478',,,,424204,2
10,DFB,27,2021,DFB-Pokal,1,,,,55',,,,424204,
11,DFL,27,2021,DFL-Supercup,1,,,,90',,,,424204,
12,L1,27,2020,Bundesliga,23,2,,,1.768',1,,1,424204,2
13,CL,27,2020,Champions League,6,,,,320',,,,424204,
14,KLUB,27,2020,Club World Cup,2,,,,180',,,,424204,
15,DFB,27,2020,DFB-Pokal,2,,,,210',,,,424204,
16,DFL,27,2020,DFL-Supercup,1,,,,90',,,,424204,1
17,USC,27,2020,UEFA Super Cup,1,,,,21',,,,424204,
18,CL,27,2019,Champions League,8,2,,,714',,,,424204,4
19,DFB,27,2019,DFB-Pokal,5,,,,450',,,,424204,
20,L1,27,2019,Bundesliga,29,2,,,2.233',,1,3,424204,4
21,L3,28,2019,3. Liga,3,,,,255',,,,424204,1
22,DFL,27,2019,DFL-Supercup,1,,,,24',,,,424204,
23,AR3L,28,2018,Aufstiegsrunde zur 3. Liga,2,,,,180',,,,424204,
24,L1,27,2018,Bundesliga,6,1,,,74',,,1,424204,
25,RLB3,28,2018,Regionalliga Bayern,3,,,,270',,,,424204,1
26,DFB,27,2018,DFB-Pokal,,,,,,,,,424204,
27,CL,27,2018,Champions League,,,,,,,,,424204,
28,MLS1,6321,2018,MLS,31,2,,,2.420',,,8,424204,10
29,CAN,6321,2018,Canadian Championship,2,,,,138',,,,424204,
30,POUS,6321,2017,MLS Cup Playoffs,1,,,,26',,,,424204,
31,MLS1,6321,2017,MLS,26,1,,,1.053',,,,424204,1
32,CAN,6321,2017,Canadian Championship,2,,,,115',,,2,424204,1
33,CCL,6321,2016,CONCACAF CL,7,1,,,467',,,2,424204,1
34,MLS1,6321,2016,MLS,8,,,,299',,,,424204,1
35,USL,46721,2016,USL,11,1,,,681',,,2,424204,
36,CAN,6321,2016,Canadian Championship,4,,,,189',,,,424204,
0,FRC,583,2023,Coupe de France,2,,,,180',,,,281963,
1,FR1,583,2023,Ligue 1,26,6,,,1.851',,,1,281963,2
2,CL,583,2023,Champions League,8,2,,,621',,,1,281963,
3,FRCH,583,2023,Trophée des Champions,1,1,,,90',,,,281963,
4,L1,27,2022,Bundesliga,7,1,,,478',,,,281963,
5,CL,27,2022,Champions League,2,,,,174',,,1,281963,
6,DFB,27,2022,DFB-Pokal,1,,,,90',,,,281963,
7,DFL,27,2022,DFL-Supercup,1,1,,,90',,,,281963,1
8,L1,27,2021,Bundesliga,25,7,,,2.039',,,,281963,2
9,CL,27,2021,Champions League,8,2,,,571',,,,281963,
10,DFB,27,2021,DFB-Pokal,1,,,,90',,,,281963,
11,L1,27,2020,Bundesliga,23,4,,,1.599',,,,281963,3
12,CL,27,2020,Champions League,10,2,,,693',,,1,281963,
13,KLUB,27,2020,Club World Cup,1,,,,90',,,,281963,
14,DFB,27,2020,DFB-Pokal,1,,,,120',,,,281963,
15,DFL,27,2020,DFL-Supercup,1,1,,,90',,,,281963,
16,USC,27,2020,UEFA Super Cup,1,1,,,99',,,,281963,
17,CL,27,2019,Champions League,3,,,,155',,,,281963,1
18,DFB,27,2019,DFB-Pokal,3,1,,,51',,,,281963,
19,L1,27,2019,Bundesliga,19,3,,,913',,,,281963,1
20,ES1,13,2018,LaLiga,14,5,,,1.118',,,1,281963,
21,CDR,13,2018,Copa del Rey,2,1,,,82',,,,281963,
22,CL,13,2018,Champions League,5,1,,,450',,,,281963,
23,USC,13,2018,UEFA Super Cup,1,,,,120',,,,281963,
24,ES1,13,2017,LaLiga,27,6,,,2.114',,1,,281963,1
25,EL,13,2017,Europa League,8,1,,,613',,,,281963,1
26,CDR,13,2017,Copa del Rey,6,,,,495',,,,281963,
27,CL,13,2017,Champions League,3,1,,,270',,,,281963,1
28,ES1,13,2016,LaLiga,15,2,,,1.253',,,,281963,
29,CL,13,2016,Champions League,4,,,,305',,,,281963,
30,CDR,13,2016,Copa del Rey,5,2,,,356',,,,281963,1
31,CL,13,2015,Champions League,4,1,,,222',,,,281963,
32,ES1,13,2015,LaLiga,10,,,,835',,,,281963,
33,CDR,13,2015,Copa del Rey,2,,,,180',,,,281963,
34,19YL,41581,2015,UEFA Youth League,5,1,,,417',,,1,281963,1
35,ES1,13,2014,LaLiga,1,,,,2',,,,281963,
36,ES3B,3679,2014,2ª B - Grupo II,17,4,,,1.291',,,1,281963,
37,CL,13,2014,Champions League,,,,,,,,,281963,
38,19YL,41581,2014,UEFA Youth League,7,,,,606',,,,281963,
39,CDR,13,2014,Copa del Rey,3,,,,270',,,,281963,
40,ES3P,3679,2013,Permanencia 2ª Federación,1,,,,13',,,,281963,
41,ES3B,3679,2013,2ª B - Grupo II,2,,,,180',,,,281963,
42,19YL,41581,2013,UEFA Youth League,4,1,,,360',,1,,281963,
43,CL,13,2013,Champions League,,,,,,,,,281963,
44,ES1,13,2013,LaLiga,,,,,,,,,281963,
0,ES1,131,2023,LaLiga,25,5,,,1.966',,,2,182712,3
1,CL,131,2023,Champions League,8,1,,,638',,,2,182712,1
2,CDR,131,2023,Copa del Rey,,,,,,,,,182712,
3,L1,27,2022,Bundesliga,15,3,,,1.013',,,1,182712,4
4,CL,27,2022,Champions League,4,1,,,121',,,,182712,1
5,DFB,27,2022,DFB-Pokal,2,,,,161',,,,182712,1
6,FAC,281,2022,FA Cup,1,1,,,31',,,,182712,
7,GB1,281,2022,Premier League,17,3,,,1.278',1,,2,182712,1
8,CGB,281,2022,EFL Cup,1,,,,90',,,,182712,
9,CL,281,2022,Champions League,6,1,,,377',,,,182712,4
10,GBCS,281,2022,Community Shield,1,,,,90',,,,182712,
11,GB1,281,2021,Premier League,36,7,,,3.228',,,1,182712,7
12,CL,281,2021,Champions League,9,3,,,840',,,2,182712,3
13,FAC,281,2021,FA Cup,5,,,,420',,,,182712,
14,CGB,281,2021,EFL Cup,1,,,,44',,,,182712,
15,GBCS,281,2021,Community Shield,1,,,,90',,,,182712,
16,CL,281,2020,Champions League,9,3,,,604',,,1,182712,1
17,GB1,281,2020,Premier League,28,5,,,2.302',1,,2,182712,4
18,CGB,281,2020,EFL Cup,3,1,,,270',,,,182712,
19,FAC,281,2020,FA Cup,3,,,,148',,,,182712,1
20,CL,281,2019,Champions League,8,1,,,568',,,,182712,
21,GB1,281,2019,Premier League,17,4,,,1.204',,,,182712,
22,FAC,281,2019,FA Cup,4,,,,289',,,,182712,1
23,CGB,281,2019,EFL Cup,4,,,,295',,,1,182712,
24,IT1,506,2018,Serie A,25,6,,,1.967',,,1,182712,2
25,CL,506,2018,Champions League,7,,,,479',,,,182712,3
26,CIT,506,2018,Italy Cup,1,,,,63',,,,182712,
27,SCI,506,2018,Supercoppa Italiana,1,,,,90',,,,182712,
28,IT1,46,2017,Serie A,26,4,,,1.848',,,1,182712,4
29,CIT,46,2017,Italy Cup,2,,,,240',,,,182712,
30,ES1,1049,2017,LaLiga,1,,,,90',,,,182712,
31,ES1,1049,2016,LaLiga,35,5,,,2.425',,1,1,182712,4
32,CDR,1049,2016,Copa del Rey,3,,,,270',,,,182712,
33,ES1,1049,2015,LaLiga,28,5,,,2.117',,1,1,182712,4
34,EL,1049,2015,Europa League,1,1,,,76',,,,182712,
35,CDR,1049,2015,Copa del Rey,4,1,,,213',,,1,182712,
36,CL,1049,2015,Champions League,6,1,,,460',,,1,182712,
37,CLQ,1049,2015,Champions League Qu.,,,,,,,,,182712,
38,ES1,1049,2014,LaLiga,10,1,,,517',,1,,182712,
39,CDR,1049,2014,Copa del Rey,3,1,,,201',,,,182712,
40,PO1,294,2013,Liga Sagres,1,,,,65',,,,182712,
41,PO2,10330,2013,Liga Sabseg,31,10,,,2.712',1,,1,182712,12
42,POPO,294,2013,Taça de Portugal,,,,,,,,,182712,
43,POCP,294,2013,Allianz Cup,1,,,,8',,,,182712,
44,PO2,10330,2012,Liga Sabseg,20,9,,,1.740',,1,1,182712,6
45,POCP,294,2012,Allianz Cup,,,,,,,,,182712,
46,POPO,294,2012,Taça de Portugal,,,,,,,,,182712,
0,L1,27,2023,Bundesliga,15,3,,,1.022',,,,340456,3
1,CL,27,2023,Champions League,5,,,,393',,,,340456,1
2,DFB,27,2023,DFB-Pokal,1,,,,90',,,,340456,
3,DFL,27,2023,DFL-Supercup,1,,,,44',,,,340456,
4,L1,27,2022,Bundesliga,19,,,,1.073',,,1,340456,4
5,CL,27,2022,Champions League,5,2,,,394',,,,340456,
6,DFB,27,2022,DFB-Pokal,1,,,,90',,,,340456,
7,DFL,27,2022,DFL-Supercup,1,,,,12',,,,340456,
8,NL1,610,2021,Eredivisie,25,2,,,1.956',,,5,340456,2
9,NLP,610,2021,KNVB Beker,1,,,,72',,,,340456,
10,CL,610,2021,Champions League,8,1,,,662',,,,340456,2
11,NLSC,610,2021,Johan Cruijff Schaal,1,,,,90',,,,340456,
12,NL1,610,2020,Eredivisie,19,,,,1.216',,,,340456,1
13,NLP,610,2020,KNVB Beker,1,,,,45',,,,340456,
14,CL,610,2020,Champions League,6,1,,,481',,,1,340456,
15,NL2,8817,2019,Keuken Kampioen Divisie,1,,,,70',,,,340456,
16,NL1,610,2019,Eredivisie,13,1,,,743',,,,340456,
17,NLP,610,2019,KNVB Beker,1,,,,76',,,,340456,
18,CL,610,2019,Champions League,3,1,,,225',,,,340456,
19,CLQ,610,2019,Champions League Qu.,3,1,,,252',,1,,340456,
20,NLSC,610,2019,Johan Cruijff Schaal,,,,,,,,,340456,
21,NL1,610,2018,Eredivisie,28,2,,,2.234',1,,1,340456,1
22,CL,610,2018,Champions League,11,3,,,829',,,2,340456,
23,NLP,610,2018,KNVB Beker,3,1,,,210',,,1,340456,1
24,CLQ,610,2018,Champions League Qu.,6,,,,526',,,,340456,2
25,NL1,610,2017,Eredivisie,8,,,,291',,,,340456,
26,NL2,8817,2017,Jupiler League,22,2,,,1.843',,,6,340456,3
27,NL2,8817,2016,Jupiler League,33,3,,,2.011',,,6,340456,6
28,NLAP,2824,2015,Play-Off U19 Eredivisie,1,,,,80',,,,340456,
29,NLAJ,2824,2015,U19 Eredivisie,4,,,,130',,,,340456,
30,NLAE,52068,2015,U19 Eerste Divisie,3,,,,270',,,,340456,
31,NLJV,2824,2015,Preliminary round U19 Eredivisie,12,,,,742',,,,340456,3
32,19YL,41580,2015,UEFA Youth League,1,,,,4',,,,340456,
33,NLJB,52068,2015,U19 Cup NL,3,,,,180',,,,340456,1
34,NLEV,52068,2015,Preliminary round U19 Eerste Divisie,3,,,,270',,,,340456,
35,NLJB,2824,2015,U19 Cup NL,1,,,,44',,,,340456,1
36,NLAE,52068,2014,U19 Eerste Divisie,8,,,,630',,,,340456,
37,NLAJ,2824,2014,U19 Eredivisie,5,,,,348',,,,340456,
38,NLEV,52068,2014,Preliminary round U19 Eerste Divisie,4,,,,337',,,,340456,
0,CL,27,2023,Champions League,1,,,,12',,,,190685,
1,L1,27,2023,Bundesliga,2,,,,105',,,,190685,
2,DFB,27,2023,DFB-Pokal,2,,,,87',,,,190685,1
3,L1,27,2022,Bundesliga,1,,,,2',,,,190685,
4,CL,27,2022,Champions League,,,,,,,,,190685,
5,DFB,27,2022,DFB-Pokal,,,,,,,,,190685,
6,L1,27,2021,Bundesliga,5,,,,59',,,,190685,
7,CL,27,2021,Champions League,5,1,,,123',,,,190685,
8,DFB,27,2021,DFB-Pokal,1,,,,90',,,1,190685,
9,DFL,27,2021,DFL-Supercup,1,,,,2',,,,190685,
10,L1,27,2020,Bundesliga,8,1,,,450',,,,190685,1
11,CL,27,2020,Champions League,5,1,,,185',,,,190685,
12,KLUB,27,2020,Club World Cup,,,,,,,,,190685,
13,DFB,27,2020,DFB-Pokal,2,,,,175',,,,190685,2
14,FR1,244,2020,Ligue 1,2,,,,74',,,,190685,
15,FR1,244,2019,Ligue 1,27,3,,,2.168',,,1,190685,3
16,FRC,244,2019,Coupe de France,4,,,,322',,,1,190685,
17,FRL,244,2019,Coupe de la Ligue,1,,,,45',,,,190685,
18,FR1,244,2018,Ligue 1,29,3,,,2.244',,1,1,190685,1
19,FRC,244,2018,Coupe de France,1,,,,90',,,,190685,
20,FRL,244,2018,Coupe de la Ligue,1,,,,44',,,,190685,
21,EL,244,2018,Europa League,6,1,,,276',,,,190685,
22,FR1,244,2017,Ligue 1,29,5,,,1.784',,,,190685,3
23,EL,244,2017,Europa League,15,2,,,1.000',,,1,190685,
24,FRC,244,2017,Coupe de France,3,,,,270',,,,190685,1
25,FRL,244,2017,Coupe de la Ligue,1,,,,25',,,,190685,
26,ELQ,244,2017,Europa League Qualifying,,,,,,,,,190685,
27,FR1,244,2016,Ligue 1,26,1,,,931',,,,190685,2
28,FRC,244,2016,Coupe de France,1,,,,69',,,,190685,
29,FRL,244,2016,Coupe de la Ligue,2,,,,210',,,1,190685,
30,FR1,244,2015,Ligue 1,25,,,,990',,,2,190685,1
31,FRC,244,2015,Coupe de France,3,1,,,151',,,,190685,
32,EL,244,2015,Europa League,3,,,,31',,,,190685,
33,FRL,244,2015,Coupe de la Ligue,2,,,,122',,,1,190685,
34,FR1,347,2014,Ligue 1,30,6,,,2.070',,,2,190685,3
35,FRC,347,2014,Coupe de France,2,,,,129',,,1,190685,
36,FRL,347,2014,Coupe de la Ligue,1,1,,,120',,,,190685,1
37,FR2,347,2013,Ligue 2,28,,,,1.145',,,1,190685,5
38,FRC,347,2013,Coupe de France,1,,,,90',,,,190685,
39,FRL,347,2013,Coupe de la Ligue,1,,,,90',,,,190685,
40,FR3,347,2012,Championnat National,29,1,,,1.885',,,3,190685,
41,FRC,347,2012,Coupe de France,2,,,,180',,,,190685,
42,FRL,347,2012,Coupe de la Ligue,3,,,,159',,,,190685,
43,FR2,347,2011,Ligue 2,9,2,,,455',,,1,190685,
44,FRC,347,2011,Coupe de France,2,,,,45',,,,190685,
0,L1,27,2023,Bundesliga,21,1,,,1.628',1,,1,161056,5
1,CL,27,2023,Champions League,8,1,,,720',,,,161056,2
2,DFB,27,2023,DFB-Pokal,2,,,,153',,,,161056,1
3,DFL,27,2023,DFL-Supercup,1,,,,78',,,,161056,
4,L1,27,2022,Bundesliga,33,4,,,2.813',,1,5,161056,6
5,CL,27,2022,Champions League,9,3,,,810',,,1,161056,3
6,DFB,27,2022,DFB-Pokal,4,,,,338',,,1,161056,2
7,DFL,27,2022,DFL-Supercup,1,1,,,90',,,,161056,
8,L1,27,2021,Bundesliga,28,4,,,2.478',,,3,161056,12
9,CL,27,2021,Champions League,8,1,,,702',,,,161056,
10,DFB,27,2021,DFB-Pokal,2,,,,135',,,,161056,
11,DFL,27,2021,DFL-Supercup,1,,,,90',,,,161056,
12,L1,27,2020,Bundesliga,27,4,,,2.196',,,4,161056,10
13,CL,27,2020,Champions League,7,2,,,617',,,1,161056,4
14,KLUB,27,2020,Club World Cup,2,,,,180',,,,161056,
15,DFB,27,2020,DFB-Pokal,1,,,,120',,,,161056,
16,DFL,27,2020,DFL-Supercup,1,,,,90',,,1,161056,
17,USC,27,2020,UEFA Super Cup,1,,,,120',,,,161056,
18,CL,27,2019,Champions League,11,3,,,903',,,2,161056,4
19,DFB,27,2019,DFB-Pokal,6,1,,,540',,,1,161056,4
20,L1,27,2019,Bundesliga,33,7,,,2.821',,,4,161056,9
21,DFL,27,2019,DFL-Supercup,1,1,,,90',,,,161056,
22,DFB,27,2018,DFB-Pokal,6,,,,501',,,,161056,2
23,L1,27,2018,Bundesliga,34,4,,,3.060',,,2,161056,14
24,CL,27,2018,Champions League,7,3,,,630',,,,161056,2
25,DFL,27,2018,DFL-Supercup,1,,,,90',,,,161056,1
26,DFB,27,2017,DFB-Pokal,6,1,,,570',,,1,161056,1
27,L1,27,2017,Bundesliga,29,1,,,2.331',,,1,161056,12
28,CL,27,2017,Champions League,11,2,,,897',,,4,161056,3
29,DFL,27,2017,DFL-Supercup,1,,,,120',,,,161056,1
30,L1,27,2016,Bundesliga,27,1,,,1.542',,,6,161056,1
31,DFB,27,2016,DFB-Pokal,4,,,,211',,,,161056,1
32,CL,27,2016,Champions League,8,,,,320',,,3,161056,
33,DFL,27,2016,DFL-Supercup,1,,,,19',,,,161056,
34,DFB,27,2015,DFB-Pokal,4,1,,,374',,,,161056,
35,L1,27,2015,Bundesliga,23,3,,,1.422',,,,161056,2
36,CL,27,2015,Champions League,9,2,,,631',,,,161056,
37,DFL,27,2015,DFL-Supercup,,,,,,,,,161056,
38,L2,23826,2014,2. Bundesliga,27,4,,,2.087',,,2,161056,2
39,DFB,23826,2014,DFB-Pokal,2,,,,210',,,,161056,
40,L3,23826,2013,3. Liga,26,7,,,2.079',,,1,161056,2
41,DFBJ,26621,2013,DFB-Jun.-Pokal,1,,,,62',,,1,161056,
42,SLI,24293,2013,Sachsenliga,1,1,,,62',,,,161056,
43,AJ3,2517,2012,U19-Bundesliga S/SW,21,3,,,1.724',1,,3,161056,5
44,BJ,21084,2011,U17-Bundesliga Endrunde,2,1,,,142',,,1,161056,
45,BJ3,21084,2011,U17-Bundesliga South/Southwest,25,5,,,1.973',,,4,161056,6
46,BJ,21084,2010,U17-Bundesliga Endrunde,,,,,,,,,161056,
47,BJ3,21084,2010,U17-Bundesliga South/Southwest,9,,,,441',,,,161056,1
0,L1,27,2023,Bundesliga,13,5,,,783',,,2,792380,2
1,CL,27,2023,Champions League,2,,,,116',,,,792380,
2,RLB3,28,2023,Regionalliga Bayern,3,2,,,223',,,,792380,
3,DFB,27,2023,DFB-Pokal,,,,,,,,,792380,
4,DFL,27,2023,DFL-Supercup,,,,,,,,,792380,
5,RLB3,28,2022,Regionalliga Bayern,6,2,,,279',,,,792380,1
6,L1,27,2022,Bundesliga,,,,,,,,,792380,
7,19S1,1462,2022,U19-Sonderspielrunde Vorr.,1,,,,90',,,,792380,
8,AJ3,1462,2022,U19-Bundesliga S/SW,15,5,,,1.166',,,3,792380,1
9,19YL,41585,2022,UEFA Youth League,6,1,,,446',,,,792380,2
10,AJ3,1462,2021,U19-Bundesliga S/SW,12,2,,,799',,,,792380,
11,DFBJ,1462,2021,DFB-Pokal der Junioren,1,,,,39',,,,792380,
12,19YL,41585,2021,UEFA Youth League,3,,,,195',,,,792380,
13,BJ3,21058,2020,U17-Bundesliga South/Southwest,1,,,,10',,,,792380,
0,L1,27,2023,Bundesliga,23,3,,,1.751',,,4,153084,8
1,CL,27,2023,Champions League,7,2,,,536',,,,153084,
2,DFB,27,2023,DFB-Pokal,1,,,,90',,,,153084,1
3,DFL,27,2023,DFL-Supercup,1,,,,12',,,,153084,
4,L1,27,2022,Bundesliga,27,5,,,1.737',,,3,153084,2
5,CL,27,2022,Champions League,9,1,,,606',,,2,153084,4
6,DFB,27,2022,DFB-Pokal,4,,,,210',,,1,153084,
7,L1,27,2021,Bundesliga,19,,,,1.405',,,3,153084,3
8,CL,27,2021,Champions League,6,,,,468',,,,153084,
9,DFB,27,2021,DFB-Pokal,1,,,,64',,,,153084,
10,DFL,27,2021,DFL-Supercup,1,,,,90',,,,153084,
11,L1,27,2020,Bundesliga,24,2,,,1.704',,,5,153084,6
12,CL,27,2020,Champions League,7,1,,,439',,,2,153084,2
13,USC,27,2020,UEFA Super Cup,1,,,,99',,,1,153084,
14,CL,27,2019,Champions League,8,,,,521',,,1,153084,1
15,DFB,27,2019,DFB-Pokal,5,,,,350',,,1,153084,1
16,L1,27,2019,Bundesliga,24,2,,,1.513',,,6,153084,9
17,DFL,27,2019,DFL-Supercup,1,,,,90',,,,153084,
18,L1,27,2018,Bundesliga,30,3,,,2.020',,,8,153084,5
19,DFB,27,2018,DFB-Pokal,5,1,,,349',,,1,153084,2
20,CL,27,2018,Champions League,6,,,,325',,,,153084,
21,DFL,27,2018,DFL-Supercup,1,,,,26',,,,153084,
22,L1,33,2017,Bundesliga,26,3,,,1.981',,,4,153084,4
23,DFB,33,2017,DFB-Pokal,3,,,,215',,,,153084,1
24,L1,33,2016,Bundesliga,30,2,,,2.567',,,5,153084,4
25,EL,33,2016,Europa League,9,2,,,667',,,3,153084,1
26,DFB,33,2016,DFB-Pokal,2,,,,176',,,,153084,
