,competitionID,clubID,seasonID,competitionName,appearances,yellowCards,goalsConceded,cleanSheets,minutesPlayed,id,assists,goals,redCards,secondYellowCards
24,DFB,24,2017,DFB-Pokal,5,1,,,214',257462,1,1,,
25,L1,24,2017,Bundesliga,22,2,,,927',257462,1,8,,
26,PO2,10330,2016,Ledman LigaPro,11,1,,,733',257462,1,2,,
27,POPO,294,2016,Taça de Portugal,,,,,,257462,,,,
28,PO1,294,2016,Liga NOS,1,,,,9',257462,,,,
29,POCP,294,2016,Allianz Cup,1,,,,23',257462,,,,
30,PO2,10330,2015,Ledman LigaPro,7,,,,521',257462,1,2,,
31,CL,294,2015,Champions League,1,,,,2',257462,,,,
32,PO1,294,2015,Liga NOS,1,,,,6',257462,,,,
33,SER1,159,2015,Super liga,19,,,,644',257462,2,5,,
34,SERP,159,2015,Kup Srbije,2,,,,162',257462,,1,,
35,ELQ,159,2015,Europa League Qualifying,2,,,,120',257462,,,,
36,SER1,159,2014,Jelen SuperLiga,22,,,,1.134',257462,2,6,,
37,SERP,159,2014,Kup Srbije,2,,,,160',257462,,,,
38,SER1,159,2013,Jelen SuperLiga,1,,,,17',257462,,1,,
0,CIT,800,2023,Italy Cup,2,,2,,180',459763,,,,
1,IT1,800,2023,Serie A,19,,20,7,1.710',459763,,,,
2,EL,800,2023,Europa League,1,,,1,84',459763,,,,
3,IT1,2239,2022,Serie A,27,1,47,4,2.430',459763,,,,
4,CIT,2239,2022,Italy Cup,1,,2,,120',459763,,,,
5,IT2,2239,2021,Serie B,36,,38,9,3.174',459763,,,,
6,CIT,2239,2021,Italy Cup,1,1,,1,120',459763,,,,
7,IT2,2239,2020,Serie B,20,2,18,7,1.799',459763,,,1,
8,IT1,800,2020,Serie A,,,,,,459763,,,,
9,IT2,4331,2019,Serie B,33,1,52,7,2.970',459763,,,,
10,CIT,4331,2019,Italy Cup,1,,1,,90',459763,,,,
11,IJ1,11998,2018,Primavera 1,23,1,27,6,2.070',459763,,,,
12,CITP,11998,2018,Coppa Primavera,3,,5,1,270',459763,,,,
13,CIT,800,2018,Italy Cup,,,,,,459763,,,,
14,ITJE,11998,2017,Primavera Fase Finale,1,,2,,90',459763,,,,
15,IJ1,11998,2017,Primavera 1,28,,31,7,2.443',459763,,,1,
16,CITP,11998,2017,Coppa Primavera,3,1,5,1,270',459763,,,,
17,ITJF,49760,2016,Under 17 - Finals,2,,5,,180',459763,,,,
18,ITJ5,49760,2016,Under 17 - B,19,1,28,4,1.695',459763,,,,
19,ITJ1,20106,2016,Primavera A,1,,,1,90',459763,,,,
20,ITJ2,20106,2015,Primavera B,,,,,,459763,,,,
21,ITJ5,49760,2015,Under 17 - B,,,,,,459763,,,,
0,FAC,989,2023,FA Cup,,,,,,303657,,,,
1,GB1,989,2023,Premier League,2,,7,,180',303657,,,,
2,CGB,989,2023,EFL Cup,3,,4,1,270',303657,,,,
3,FR1,290,2022,Ligue 1,17,,20,5,1.530',303657,,,,
4,FRC,290,2022,Coupe de France,,,,,,303657,,,,
5,IT1,2239,2022,Serie A,9,,19,1,810',303657,,,,
6,CIT,2239,2022,Italy Cup,1,,2,,90',303657,,,,
7,IT1,46,2021,Serie A,1,,2,,90',303657,,,,
8,CIT,46,2021,Italy Cup,1,,2,,120',303657,,,,
9,CL,46,2021,Champions League,,,,,,303657,,,,
10,SCI,46,2021,Supercoppa Italiana,,,,,,303657,,,,
11,IT1,46,2020,Serie A,2,,1,1,134',303657,,,,
12,CIT,46,2020,Italy Cup,,,,,,303657,,,,
13,CL,46,2020,Champions League,,,,,,303657,,,,
14,IT1,130,2019,Serie A,,,,,,303657,,,,
15,IT1,252,2019,Serie A,17,1,35,2,1.530',303657,,,,
16,CIT,252,2019,Italy Cup,2,,2,,210',303657,,,,
17,IT1,252,2018,Serie A,33,,46,6,2.970',303657,,,,
18,CIT,252,2018,Italy Cup,,,,,,303657,,,,
19,IT2,2331,2017,Serie B,22,1,27,4,1.980',303657,,,,
20,CIT,2331,2017,Italy Cup,2,,3,1,180',303657,,,,
21,IT1,46,2016,Serie A,,,,,,303657,,,,
22,ITJ3,5380,2016,Primavera C,2,,1,1,180',303657,,,,
23,ITJE,5380,2015,Primavera Fase Finale,2,1,6,,240',303657,,,,
24,IT1,46,2015,Serie A,1,,,1,18',303657,,,,
25,ITJ2,5380,2015,Primavera B,17,,12,7,1.530',303657,,,,
26,CITP,5380,2015,Coppa Primavera,5,,3,3,450',303657,,,,
27,TDV,5380,2015,Viareggio Cup,4,,6,2,360',303657,,,,
28,ITJE,5380,2014,Primavera Fase Finale,1,,2,,120',303657,,,,
29,ITJ2,5380,2014,Primavera B,19,1,12,9,1.710',303657,,,,
30,TDV,5380,2014,Viareggio Cup,6,,4,2,540',303657,,,,
31,CITP,5380,2014,Coppa Primavera,2,,3,1,210',303657,,,,
32,CITP,5380,2013,Coppa Primavera,,,,,,303657,,,,
33,ITJ2,5380,2013,Primavera B,,,,,,303657,,,,
0,IT2,2239,2023,Serie B,12,,12,3,1.080',338101,,,,
1,CIT,2239,2023,Italy Cup,1,,1,,120',338101,,,,
2,IT1,2239,2022,Serie A,2,,3,1,180',338101,,,,
3,CIT,2239,2022,Italy Cup,4,1,5,1,390',338101,,,,
4,IT2,2239,2021,Serie B,3,,1,2,246',338101,,,,
5,IT2,408,2020,Serie B,3,,5,,270',338101,,,,
6,CIT,408,2020,Italy Cup,1,,4,,90',338101,,,,
7,IT1,1025,2019,Serie A,,,,,,338101,,,,
8,CIT,1025,2019,Italy Cup,,,,,,338101,,,,
9,IT3B,5615,2018,Serie C-B,24,1,23,9,2.091',338101,,,1,
10,CILP,5615,2018,Coppa Serie C,,,,,,338101,,,,
11,CIT,4159,2018,Italy Cup,1,,1,,90',338101,,,,
12,IT3A,2250,2017,Serie C-A,15,1,25,3,1.260',338101,,,1,
13,CILP,2250,2017,Coppa Serie C,2,,2,,180',338101,,,,
14,IT1,1025,2016,Serie A,,,,,,338101,,,,
15,ITJ3,14848,2016,Primavera C,1,,,1,90',338101,,,,
16,TDV,14848,2016,Viareggio Cup,3,,2,2,270',338101,,,,
17,CIT,1025,2016,Italy Cup,,,,,,338101,,,,
18,IT1,1025,2015,Serie A,,,,,,338101,,,,
19,ITJ2,14848,2015,Primavera B,22,3,24,9,1.895',338101,,,1,
20,TDV,14848,2015,Viareggio Cup,5,,8,1,450',338101,,,,
21,CITP,14848,2015,Coppa Primavera,2,,2,,210',338101,,,,
22,ITJ1,14848,2014,Primavera A,16,2,18,7,1.440',338101,,,,
23,IT2,1025,2014,Serie B,,,,,,338101,,,,
24,TDV,14848,2014,Viareggio Cup,2,,2,,180',338101,,,,
25,CITP,14848,2014,Coppa Primavera,2,,4,,180',338101,,,,
0,IT2,2239,2023,Serie B,2,,1,1,180',420179,,,,
1,CIT,2239,2023,Italy Cup,,,,,,420179,,,,
2,IT1,2239,2022,Serie A,,,,,,420179,,,,
3,CIT,2239,2022,Italy Cup,,,,,,420179,,,,
4,IT2,4083,2021,Serie B,7,,12,1,630',420179,,,,
5,CIT,4083,2021,Italy Cup,1,,4,,90',420179,,,,
6,IT3P,26789,2020,Playoff Serie C,3,,3,1,270',420179,,,,
7,IT3A,26789,2020,Serie C-A,38,1,35,15,3.420',420179,,,,
8,IT3A,26789,2019,Serie C-A,10,,12,2,869',420179,,,,
9,CILP,26789,2019,Coppa Serie C,2,,2,1,180',420179,,,,
10,ITJP,8492,2018,Play-off/out U19,2,,2,,180',420179,,,,
11,IJ1,8492,2018,Primavera 1,29,2,48,7,2.565',420179,,,,
12,IT1,749,2018,Serie A,,,,,,420179,,,,
13,TDV,8492,2018,Viareggio Cup,,,,,,420179,,,,
14,CITP,8492,2018,Coppa Primavera,1,,2,,90',420179,,,,
15,ITJP,20106,2017,Play-off/out U19,1,,2,,90',420179,,,,
16,IJ2A,20106,2017,Primavera 2 - A,23,1,28,5,2.070',420179,,,,
17,CITP,20106,2017,Coppa Primavera,,,,,,420179,,,,
18,ITJF,49567,2016,Under 17 - Finals,1,,1,,120',420179,,,,
19,ITJ4,49567,2016,Under 17 - A,9,2,9,3,810',420179,,,,
20,ITJ4,49771,2015,Under 17 - A,,,,,,420179,,,,
21,ITJ1,26370,2015,Primavera A,,,,,,420179,,,,
0,IJ2A,17198,2022,Primavera 2 - A,1,,2,,90',466367,,,,
1,IT1,2239,2022,Serie A,,,,,,466367,,,,
2,CIT,2239,2022,Italy Cup,,,,,,466367,,,,
3,IT2,2239,2021,Serie B,,,,,,466367,,,,
4,CIT,2239,2021,Italy Cup,,,,,,466367,,,,
5,IT4H,4093,2020,Serie D - H,22,3,16,10,1.980',466367,,,,
6,CITP,16996,2019,Coppa Primavera,3,,,3,226',466367,,,,
7,IJ2A,16996,2019,Primavera 2 - A,13,1,22,3,1.170',466367,,,,
8,ITJP,16996,2018,Play-off/out U19,,,,,,466367,,,,
9,IJ2A,16996,2018,Primavera 2 - A,2,,2,1,180',466367,,,,
10,CITP,16996,2018,Coppa Primavera,2,,,2,180',466367,,,,
11,ITJ5,49755,2017,Under 17 - B,1,,4,,76',466367,,,,
12,PLJW,54445,2016,CYL - East,14,,25,4,1.260',466367,,,,
0,IT1,252,2023,Serie A,29,5,,,2.147',532937,,1,,
1,CIT,252,2023,Italy Cup,1,,,,90',532937,,1,,
2,IT1,2239,2022,Serie A,25,7,,,1.808',532937,,1,,
3,CIT,2239,2022,Italy Cup,4,2,,,378',532937,,,,
4,IT1,252,2021,Serie A,28,7,,,2.326',532937,,1,,
5,CIT,252,2021,Italy Cup,2,1,,,210',532937,,,,
6,MEX1,7633,2020,Liga MX Clausura,16,6,,,1.440',532937,,,,
7,POMX,7633,2020,Liguilla Apertura,6,,,,508',532937,,,,
8,MEXA,7633,2020,Liga MX Apertura,17,6,,,1.413',532937,1,1,,
9,MEX1,7633,2019,Liga MX Clausura,10,5,,,900',532937,,1,,
10,CPMX,7633,2019,Copa MX,,,,,,532937,,,,
11,POMX,2407,2019,Liguilla Apertura,,,,,,532937,,,,
12,KLUB,2407,2019,Club World Cup,1,,,,120',532937,,,,
13,MEXA,2407,2019,Liga MX Apertura,2,1,,,100',532937,,,,
14,CPMX,2407,2019,Copa MX,2,1,,,180',532937,,,,
15,M2L2,18498,2018,Liguilla MX Sub-20 Clausura,2,1,,,180',532937,,1,,
16,MEX1,2407,2018,Liga MX Clausura,8,2,,,420',532937,,1,,
17,CCL,2407,2018,CONCACAF CL,2,,,,151',532937,,,,
18,M20C,18498,2018,Liga MX Sub-20 Clausura,4,2,,,360',532937,,,,
19,POMX,2407,2018,Liguilla Apertura,,,,,,532937,,,,
20,MEXA,2407,2018,Liga MX Apertura,3,1,,,223',532937,,,,
21,MXCA,2407,2018,Copa MX Apertura,8,3,,,686',532937,,,,
22,M20A,18498,2018,Liga MX Sub-20 Apertura,2,2,,,180',532937,,,,
23,MEX2,41323,2017,Ascenso MX Cl.,11,2,,,759',532937,1,,1,1
24,MXCC,41323,2017,Copa MX Clausura,4,2,,,335',532937,,,,
25,MEXB,41323,2017,Ascenso MX Ap.,14,4,,,1.244',532937,,,,
26,MXCA,41323,2017,Copa MX Apertura,4,,,,303',532937,,,,
0,SA1,7732,2023,Saudi Pro League,26,3,,,2.340',363223,,,,
1,SAKC,7732,2023,King's Cup,2,,,,181',363223,,,,
2,EJPL,2282,2022,JPL Champions PO,3,,,,180',363223,1,,,
3,BE2E,43560,2022,CPL Promotion-Playoffs,2,1,,,119',363223,,,,
4,BE1,2282,2022,JPL,5,1,,,385',363223,1,,,
5,CL,2282,2022,Champions League,1,,,,90',363223,,,,
6,CIT,2239,2022,Italy Cup,2,,,,145',363223,,,,
7,IT1,2239,2022,Serie A,4,1,,,218',363223,,,,
8,EJPL,2282,2021,JPL Play-Offs I,4,,,,249',363223,,1,,
9,BE1,2282,2021,JPL,19,1,,,1.536',363223,,,1,
10,CCB,2282,2021,Croky Cup,3,,,,269',363223,,,,1
11,CL,2282,2021,Champions League,6,,,,540',363223,,,,
12,BE1,2861,2021,JPL,6,2,,,540',363223,,,,
13,POBE,2861,2020,JPL Playoff II,3,,,,216',363223,,,,
14,BE1,2861,2020,JPL,27,4,,,2.337',363223,1,2,,
15,AUS1,25580,2019,A-League,2,,,,180',363223,,,,
16,SCP,371,2019,Betfred Cup,1,,,,11',363223,,,,
17,SC1,371,2018,Premiership,4,1,,,306',363223,,,,
18,SFA,371,2018,SFA Cup,,,,,,363223,,,,
19,EL,371,2018,Europa League,2,1,,,105',363223,,,,
20,SCP,371,2018,Betfred Cup,3,,,,157',363223,,,,
21,CLQ,371,2018,Champions League Qu.,6,,,,540',363223,,,,
22,SCPM,371,2017,Scottish Premiership Top Six Split,3,1,,,199',363223,,,,
23,SC1,371,2017,Premiership,8,1,,,491',363223,,,,
24,EL,371,2017,Europa League,,,,,,363223,,,,
25,SFA,511,2017,SFA Cup,1,1,,,90',363223,,,,
26,SC1,511,2017,Premiership,24,2,,,2.050',363223,,1,,
27,SCP,511,2017,Betfred Cup,5,,,,400',363223,,1,,
28,GB3,991,2016,League One,7,1,,,554',363223,,,,
29,FAC,991,2016,FA Cup,2,,,,151',363223,,,,
30,GBFL,991,2016,EFL Trophy,3,2,,,256',363223,,,,
31,GB2,1071,2016,Championship,,,,,,363223,,,,
32,CGB,1071,2016,EFL Cup,,,,,,363223,,,,
33,GB3,3054,2015,League One,6,2,,,411',363223,,,,
34,GB3,1071,2015,League One,,,,,,363223,,,,
35,GBFL,1071,2015,FL Trophy,3,1,,,270',363223,,,,
36,SC1,2760,2015,Premiership,3,,,,199',363223,,,,
37,SCP,2760,2015,SCL by Utilita,1,,,,90',363223,,,,
38,SC1,2760,2014,Premiership,1,,,,90',363223,,,,
0,GB2,337,2023,Championship,22,4,,,1.761',394152,,,,
1,FAC,337,2023,FA Cup,1,,,,90',394152,,,,
2,IT2,2239,2023,Serie B,,,,,,394152,,,,
3,IT1,2239,2022,Serie A,23,3,,,1.650',394152,,,,
4,CIT,2239,2022,Italy Cup,4,1,,,295',394152,,,1,
5,ECLQ,170,2022,UECL Qualifiers,2,,,,180',394152,,,,
6,ofb,170,2022,ÖFB-Cup,1,,,,90',394152,,,,
7,A1EL,170,2021,Bundesliga EC-Play-off,2,,,,180',394152,,,,
8,A1,170,2021,Bundesliga,23,8,,,1.917',394152,2,2,,
9,UCOL,170,2021,Conference League,2,1,,,180',394152,,,,
10,ofb,170,2021,ÖFB-Cup,3,1,,,212',394152,,,,
11,EL,170,2021,Europa League,6,1,,,540',394152,,,,
12,A1,503,2021,Bundesliga,5,,,,450',394152,,1,,
13,ofb,503,2021,ÖFB-Cup,1,,,,63',394152,,,,
14,A1,503,2020,Bundesliga,28,5,,,2.500',394152,,1,,
15,ofb,503,2020,ÖFB-Cup,1,,,,90',394152,,,,
16,A1,503,2019,Bundesliga,26,7,,,2.199',394152,1,,,
17,ofb,503,2019,ÖFB-Cup,2,2,,,180',394152,,,,
18,A1,503,2018,Bundesliga,19,8,,,1.529',394152,,3,,
19,ATRO,4375,2018,Regional League East,5,1,,,450',394152,,,,
20,19YL,69409,2018,UEFA Youth League,2,,,,180',394152,,,,
21,ELQ,503,2018,Europa League Qualifying,1,1,,,45',394152,,,,
22,ofb,503,2018,ÖFB-Cup,1,,,,71',394152,,,,
23,JGD2,9699,2017,ÖFB Jugendliga U18,9,2,,,769',394152,,3,,1
24,A1,503,2017,Bundesliga,3,,,,270',394152,,,,
25,ATRO,4375,2017,Regional League East,15,6,,,1.268',394152,2,,,
26,JGD2,9699,2016,ÖFB Jugendliga U18,17,5,,,1.088',394152,,,,
0,IT2,2239,2023,Serie B,17,4,,,1.250',345189,,,1,
1,CIT,2239,2023,Italy Cup,2,,,,165',345189,,,,
2,IT1,2239,2022,Serie A,25,4,,,1.848',345189,2,1,,
3,CIT,2239,2022,Italy Cup,2,,,,104',345189,,,,
4,ECLQ,4441,2022,UECL Qualifiers,1,,,,90',345189,,,,
5,A1,4441,2022,Bundesliga,2,,,,112',345189,,,,
6,ofb,4441,2022,ÖFB-Cup,1,,,,15',345189,,,,
7,A1,4441,2021,Bundesliga,29,4,,,2.344',345189,,1,,
8,ofb,4441,2021,ÖFB-Cup,4,,,,398',345189,,,,
9,A1EL,4441,2020,Bundesliga EC-Play-off,1,,,,90',345189,,,,
10,A1,4441,2020,Bundesliga,21,1,,,1.457',345189,1,1,3,
11,ofb,4441,2020,ÖFB-Cup,4,1,,,358',345189,,,,
12,EL,4441,2020,Europa League,8,,,,720',345189,,,,
13,CLQ,663,2020,Champions League Qu.,1,1,,,90',345189,,,,
14,GE1N,663,2020,Erovnuli Liga,10,2,,,900',345189,1,,,
15,GESC,663,2020,Georgian Super Cup,1,,,,90',345189,,,,
16,SK2,20634,2019,II. Liga,5,2,,,382',345189,,,,
17,SLAR,1443,2018,Nike Liga - Champ. G.,3,,,,270',345189,,,,
18,SK2,20634,2018,II. Liga,5,2,,,450',345189,,1,,
19,SKC,1443,2018,Slovnaft Cup,,,,,,345189,,,,
20,SLO1,1443,2018,Fortuna Liga,,,,,,345189,,,,
21,ELQ,663,2018,Europa League Qualifying,2,1,,,180',345189,,,,
22,GE1N,663,2018,Erovnuli Liga,21,6,,,1.563',345189,,1,,
23,GEP1,663,2018,David Kipiani Cup,2,,,,188',345189,,,,
24,GE1N,663,2017,Erovnuli Liga,17,1,,,1.401',345189,,1,,
25,GEP1,663,2017,David Kipiani Cup,1,,,,90',345189,,,,
26,GEO1,663,2016,Umaghlesi Liga (until 12/2016),2,,,,180',345189,,,,
27,19YL,55968,2016,UEFA Youth League,2,1,,,180',345189,,,,
28,GEP3,663,2016,Umaghlesi Liga - EL Playoff,3,1,,,270',345189,,,,
29,GEP1,663,2016,David Kipiani Cup,1,,,,56',345189,,,,
30,GEO1,663,2015,Umaghlessi Liga,,,,,,345189,,,,
31,GEPO,663,2014,David Kipiani Cup (bis 15/16),,,,,,345189,,,,
0,IT2,2239,2023,Serie B,25,3,,,2.074',312341,1,3,,1
1,CIT,2239,2023,Italy Cup,3,1,,,207',312341,,,,
2,IT2,8970,2022,Serie B,24,4,,,2.160',312341,,,,
3,IT1,2239,2022,Serie A,,,,,,312341,,,,
4,IT2,2239,2021,Serie B,17,4,,,1.398',312341,,,,
5,CIT,2239,2021,Italy Cup,1,,,,120',312341,,,,
6,IT2,2239,2020,Serie B,20,4,,,1.580',312341,,,,1
7,IT2,2239,2019,Serie B,30,4,,,2.484',312341,1,1,,
8,CIT,2239,2019,Italy Cup,2,2,,,210',312341,1,,,
9,IT2,3037,2018,Serie B,16,3,,,1.261',312341,,2,,
10,CIT,3037,2018,Italy Cup,2,,,,180',312341,,,,
11,SCIC,3037,2017,Superc. Serie C,2,,,,180',312341,,1,,
12,IT3B,3037,2017,Serie C-B,17,2,,,1.339',312341,,1,,
13,CILP,3037,2017,Coppa Serie C,,,,,,312341,,,,
14,CIT,3037,2017,Italy Cup,1,,,,120',312341,,,,
15,ITJE,19114,2016,Primavera Fase Finale,,,,,,312341,,,,
16,ITJ2,19114,2016,Primavera B,25,2,,,2.205',312341,,1,,
17,IT1,6574,2016,Serie A,,,,,,312341,,,,
18,TDV,19114,2016,Viareggio Cup,7,,,,554',312341,,2,,
19,CITP,19114,2016,Coppa Primavera,2,,,,180',312341,,,,
20,ITJE,19114,2015,Primavera Fase Finale,1,,,,90',312341,,,,
21,ITJ1,19114,2015,Primavera A,20,1,,,1.635',312341,,3,,
22,TDV,19114,2015,Viareggio Cup,3,,,,270',312341,,,,
23,IT1,130,2014,Serie A,,,,,,312341,,,,
24,ITJ1,5243,2014,Primavera A,16,5,,,1.380',312341,,1,,1
25,TDV,5243,2014,Viareggio Cup,3,,,,194',312341,,1,,
26,CITP,5243,2014,Coppa Primavera,1,1,,,120',312341,,1,,
27,TDV,5243,2013,Viareggio Cup,1,,,,27',312341,,,1,
0,IT2,1038,2023,Serie B,3,2,,,241',197491,,,,
1,CIT,1038,2023,Italy Cup,1,1,,,105',197491,,,,
2,IT1,2239,2022,Serie A,16,3,,,1.010',197491,1,,,
3,CIT,2239,2022,Italy Cup,2,1,,,180',197491,,,,
4,IT1,1038,2022,Serie A,12,3,,,868',197491,,,,
5,CIT,1038,2022,Italy Cup,2,,,,210',197491,,,,
6,IT1,1038,2021,Serie A,23,4,,,1.651',197491,,1,,
7,CIT,1038,2021,Italy Cup,1,,,,90',197491,,,,
8,IT1,1038,2020,Serie A,12,3,,,882',197491,1,,,
9,CIT,1038,2020,Italy Cup,1,,,,90',197491,,,,
10,IT1,1038,2019,Serie A,12,4,,,1.005',197491,,,,
11,CIT,1038,2019,Italy Cup,1,,,,45',197491,,,,
12,IT1,1038,2018,Serie A,6,2,,,540',197491,,,,
13,CIT,1038,2018,Italy Cup,1,,,,90',197491,,,,
14,IT1,276,2017,Serie A,25,5,,,2.138',197491,,1,,
15,CIT,276,2017,Italy Cup,2,,,,157',197491,,,,
16,IT2,276,2016,Serie B,13,3,,,1.129',197491,1,,,1
17,IT1,1025,2016,Serie A,1,,,,90',197491,,,,
18,IT1,1025,2015,Serie A,21,6,,,1.251',197491,,,,
19,CIT,1025,2015,Italy Cup,1,,,,45',197491,,,1,
20,POSB,1025,2014,Serie B Play-off,2,,,,90',197491,,,,
21,IT2,1025,2014,Serie B,10,2,,,777',197491,,,,
22,CIT,1025,2014,Italy Cup,1,1,,,120',197491,,,,
23,POSB,4083,2013,Serie B Play-off,,,,,,197491,,,,
24,IT2,4083,2013,Serie B,2,,,,90',197491,,,,
25,IT1,1025,2013,Serie A,,,,,,197491,,,,
26,ITJ1,14848,2013,Primavera A,7,4,,,604',197491,,,,
27,CIT,1025,2013,Italy Cup,1,,,,60',197491,,,,
28,IT1,1025,2012,Serie A,,,,,,197491,,,,
29,ITJ2,14848,2012,Primavera B,22,6,,,1.848',197491,,1,,
30,ITJ2,14848,2011,Primavera B,24,4,,,1.929',197491,,,,
0,RO1C,301,2023,SuperLiga - Championship group,1,1,,,90',123261,,,,
1,RO1,301,2023,SuperLiga,4,1,,,321',123261,,,,
2,ECLQ,301,2023,UECL Qualifiers,3,1,,,196',123261,,,,1
3,IT1,2239,2022,Serie A,16,2,,,987',123261,,,,
4,CIT,2239,2022,Italy Cup,1,1,,,90',123261,,,,
5,IT1,6574,2021,Serie A,29,4,,,2.301',123261,,,,
6,CIT,6574,2021,Italy Cup,,,,,,123261,,,,
7,IT1,6574,2020,Serie A,24,6,,,1.844',123261,1,2,,
8,IT1,6574,2019,Serie A,9,,,,708',123261,,,,
9,IT1,6195,2019,Serie A,,,,,,123261,,,,
10,IT1,6195,2018,Serie A,3,,,,148',123261,,,,
11,EL,6195,2018,Europa League,3,1,,,224',123261,,,,
12,IT1,6195,2017,Serie A,7,1,,,583',123261,,,,
13,CIT,6195,2017,Italy Cup,1,,,,90',123261,,,,
14,CL,6195,2017,Champions League,1,1,,,90',123261,,,,
15,CLQ,6195,2017,Champions League Qu.,,,,,,123261,,,,
16,IT1,6195,2016,Serie A,14,,,,1.124',123261,,2,,
17,CIT,6195,2016,Italy Cup,1,,,,90',123261,,,,
18,CL,6195,2016,Champions League,1,,,,90',123261,,,,
19,IT1,6195,2015,Serie A,8,2,,,698',123261,,1,,
20,EL,6195,2015,Europa League,7,,,,619',123261,,1,,
21,CIT,6195,2015,Italy Cup,2,,,,180',123261,,,,
22,GB1,148,2014,Premier League,10,2,,,708',123261,,,,1
23,EL,148,2014,Europa League,4,1,,,360',123261,,,,
24,FAC,148,2014,FA Cup,3,1,,,260',123261,,1,,
25,CGB,148,2014,League Cup,1,,,,90',123261,,,,
26,ELQ,148,2014,Europa League Qualifying,1,,,,86',123261,1,,,
27,GB1,148,2013,Premier League,17,1,,,1.412',123261,,1,,
28,GB21,9254,2013,U21 PL,1,,,,90',123261,,,,
29,FAC,148,2013,FA Cup,1,,,,90',123261,,,,
30,CGB,148,2013,League Cup,3,,,,232',123261,,,,
31,EL,148,2013,Europa League,3,1,,,270',123261,,,,
32,RO1,301,2013,Liga 1,2,,,,160',123261,,,,
33,CLQ,301,2013,Champions League Qu.,3,,,,270',123261,,,,
34,ROMS,301,2013,Supercupa României,1,,,,90',123261,,,,
35,RO1,301,2012,Liga 1,26,6,,,2.221',123261,1,1,,
36,EL,301,2012,Europa League,10,,,,930',123261,1,3,,
37,ELQ,301,2012,Europa League Qualifying,3,,,,270',123261,,,,
38,RO1,301,2011,Liga 1,14,2,,,1.243',123261,,,,
39,EL,301,2011,Europa League,2,,,,180',123261,,,,
40,RO1,8715,2011,Liga 1,15,2,,,1.216',123261,,,,
41,ROMP,8715,2011,Cupa României,2,,,,151',123261,,,,
42,RO1,8715,2010,Liga 1,24,2,,,2.043',123261,1,,,
